Regulon,RMST_Under_minus_Over,pvalue,RMST_Under,RMST_Over
1902,105,0.226,710.339846352351,605.629759881566
1903,92.1,0.301,626.400103406489,534.254326425112
1904,218,0.0368,789.449447669871,571.325409681588
1905,194,0.0229,693.018766673993,498.82541409443
1906,197,0.063,743.139220700735,545.819030143923
1907,138,0.179,705.343069665107,566.9645512976
1908,158,0.0897,713.377265229742,555.261804180318
1909,165,0.0647,724.899695431108,560.309986505426
1910,-154,0.0983,373.041614906832,527.152285665622
1911,291,0.00853,793.785286733822,503.023897780177
1912,174,0.0691,692.990375513915,519.197586116494
1913,149,0.0927,637.401986944157,488.43946706198
1914,102,0.464,627.474989010989,525.967296670293
1915,79,0.512,576.443515090574,497.419516822345
1916,223,0.0575,742.591926962335,519.830627849891
1917,162,0.112,684.739840161559,522.266091476416
1918,453,0.048,962.394627491849,509.740476190476
1919,169,0.137,593.916986781334,425.060728744939
1920,23.7,0.827,631.127048350825,607.384450177299
1921,-305,0.0155,526.892888317378,831.756403640505
1922,-170,0.225,500.246969871491,669.930857142857
1923,50.4,0.602,636.350915531202,585.903131268
1924,273,0.00743,822.079961762527,548.702298909128
1925,239,0.0214,804.901305394539,566.035936004898
1926,157,0.0671,707.657704971815,550.431725239523
1927,262,0.0373,794.36816348886,532.327764423991
1928,201,0.0636,715.779509312558,514.700896307638
1929,-144,0.237,446.580565268065,590.19426656293
1930,-244,0.2,616.553194151224,860.335026050287
1931,408,0.00123,905.045654014822,497.252521212964
1932,253,0.0779,775.010863325064,521.599262500335
1933,-448,0.0142,547.009193467436,994.798689955871
1934,-208,0.0338,461.029056603774,669.007594050678
1935,18.3,0.887,597.718904089274,579.446296296296
1936,331,0.00601,846.658705090442,515.681289102884
1937,161,0.131,753.543379525858,592.877615546421
1938,202,0.0288,703.645917759806,501.793741195946
1939,-274,0.0168,487.812552188422,761.95036577895
1940,7.25,0.961,573.730769230769,566.484126984127
1941,224,0.131,696.922222222222,473.271433470507
1942,204,0.0634,793.51235779309,589.113615292835
1943,121,0.253,676.899588325843,555.401563314512
1944,199,0.0519,705.766288678455,506.794262956301
1945,142,0.162,690.846385482155,548.825646047266
1946,142,0.299,729.004420942998,587.320882511387
1947,-191,0.152,568.023333765986,759.430598928136
1948,-269,0.0127,433.515050161722,702.721305418719
1949,269,0.114,826.236970899471,557.09857926405
1950,268,0.00443,813.300846113119,544.812857807291
1951,-189,0.0424,452.670826388407,641.839993407376
1952,-432,0.00616,511.454545454545,943.842541830714
1953,291,0.104,869.969727047146,578.644124625659
1954,-125,0.115,455.281227765551,580.573835274459
1955,-81.6,0.407,511.593082204534,593.194626615203
1956,-235,0.209,661.088929219601,896.377058708161
1957,-153,0.275,559.76004751008,712.832432128372
1958,43.3,0.718,533.996632996633,490.731016042781
1959,-25.4,0.844,601.436276455026,626.869821525396
1960,52.9,0.626,568.325476992144,515.409654106562
1961,246,0.0347,687.636896191229,441.738478335199
1962,214,0.0883,782.776630213728,569.21335569484
1963,326,0.00109,845.036556038379,518.671654233677
1964,-125,0.137,480.342092959832,605.472885443565
1965,102,0.226,663.473737926064,561.722984585745
1966,-63.8,0.521,555.075959038225,618.908261122747
1967,199,0.0208,762.227949809525,563.553407962297
1968,308,0.0255,846.088477760607,538.443701851928
1969,-184,0.0029,418.794491678231,602.499937206129
1970,177,0.103,745.369218310478,568.2253644401
1971,17.7,0.922,702.830638111888,685.147817699542
1972,344,0.0449,800.384266386943,456.873003269878
1973,275,0.00569,753.144616093621,478.587161237112
1974,-37.8,0.769,549.839300445471,587.68800398208
1975,143,0.252,648.647955674069,505.459345420333
1976,205,0.149,702.743354705014,497.534861946811
1977,22,0.796,518.365064532617,496.31605734767
1978,-224,0.114,493.002840909091,716.759565520246
1979,-207,0.0207,439.25567076416,646.506126521895
1980,353,0.0133,865.78642103046,513.10630651626
1981,45.9,0.711,553.181458389034,507.282051282051
1982,296,0.0105,836.221442203824,540.646441012705
1983,348,0.0121,906.87449000684,558.424663359033
1984,216,0.0531,753.971527226817,538.42393366697
1985,460,0.0016,961.194181599131,500.851492871199
1986,-173,0.0735,481.726470346765,654.913781792742
1987,122,0.307,674.336131585345,552.430933657865
1988,450,6.38e-05,908.978323403525,459.196601346893
1989,193,0.172,756.020077222147,562.918670893942
1990,94.8,0.389,628.316860036904,533.486469017007
1991,21.6,0.85,572.461140505585,550.844346776138
1992,263,0.0126,778.104282636035,515.467001307969
1993,313,0.0529,768.405606995884,455.134540866731
1994,230,0.0249,763.543553848459,533.848631101227
1995,127,0.165,631.034981632778,504.308906795424
1996,301,0.00108,813.230474599734,512.331820570329
1997,238,0.0379,778.647271233689,540.240053880947
1998,-22.8,0.81,599.192715860137,621.973749980543
1999,140,0.169,697.14580413103,557.177058351553
2000,162,0.0854,663.532597492609,501.693063092972
2001,111,0.218,668.811199581104,557.898748876608
2002,152,0.185,702.119958382052,550.48878412889
2003,126,0.165,652.084133363316,525.594572293551
2004,143,0.238,667.702235505344,524.338163600966
2005,208,0.0148,703.314703332808,495.127474571861
2006,238,0.0103,737.015609719688,498.710702172436
2007,335,0.0023,854.182322088637,518.879715665154
2008,398,0.00191,774.255251608945,375.987496012759
2009,-262,0.0405,437.660549425616,700.04468588902
2010,-110,0.376,535.711956521739,646.016678980132
2011,452,0.0136,966.706965327558,514.772849670444
2012,266,0.0499,768.775372669411,502.403953061396
2013,-82.8,0.47,466.332115009747,549.145562770563
2014,177,0.2,590.581481481482,413.455774521531
2015,172,0.112,738.502497704288,566.9865764237
2016,370,0.0138,838.078990481419,468.039215202527
2017,97.3,0.473,627.096213407435,529.758661148477
2018,402,0.0108,934.989852411259,532.698390628821
2019,-128,0.372,515.563301033591,643.884259259259
2020,265,0.00472,791.524812568052,526.473429899979
2021,262,0.00152,771.456211117418,509.659247514641
2022,92.3,0.343,634.358061888038,542.050452977522
2023,141,0.106,647.739703256521,506.469930281695
2024,-107,0.271,494.531623644667,601.10831392433
2025,113,0.132,525.897831754256,412.601541432424
2026,116,0.386,680.324093589049,563.946555188081
2027,118,0.269,604.444376675401,486.565332114929
2028,-227,0.0952,572.152772986027,799.645161124074
2029,337,0.041,850.532301371636,513.072651771795
2030,104,0.414,645.879945054945,541.96067482469
2031,222,0.0316,773.55482198846,551.787167611436
2032,320,0.000109,801.523059163131,481.397743698966
2033,-281,0.0159,553.952569753902,834.536519593083
2034,248,0.0268,765.83560162048,517.950773143569
2035,154,0.185,736.813274343581,582.95147195853
2036,-330,0.0308,520.483380816714,850.371570121535
2037,-169,0.0458,467.716701349107,636.295747035357
2038,-113,0.184,503.270189609907,615.861337730618
2039,197,0.0679,760.85217058108,563.565624587815
2040,-167,0.326,621.593465694138,788.823447352854
2041,130,0.305,655.715447154471,526.011664237849
2042,48,0.624,656.73089864832,608.68718743843
2043,737,0.00101,1118.77069175342,381.350545536891
2044,-88.9,0.484,599.107328869048,687.985558424311
2045,108,0.308,581.532425757283,473.98875300058
2046,-62.6,0.435,502.891337996737,565.534243419794
2047,346,0.0256,793.842359629065,447.858556062889
2048,102,0.405,666.952271447328,564.833619766166
2049,-587,6.69e-05,474.346621789303,1061.03530983631
2050,274,0.077,641.341666666667,367.812969924812
2051,408,0.0464,960.176282051282,552.340828964903
2052,-136,0.147,605.266459776988,741.283179011135
2053,147,0.0836,698.401617647871,551.278229808028
2054,-103,0.336,588.219057827505,690.810859668319
2055,157,0.16,656.291445725617,498.988235294117
2056,361,0.0116,878.391544147622,517.037898179246
2057,150,0.141,672.302106102649,522.732182851494
2058,129,0.34,601.991202346041,473.396772238089
2059,145,0.185,718.136386709945,573.236541630323
2060,92.8,0.347,639.124333771641,546.36339658462
2061,82.4,0.395,615.634959463888,533.185792124771
2062,74.2,0.448,558.828472100562,484.588515651015
2063,-113,0.264,563.237272264239,676.002511907256
2064,243,0.102,660.25,417.541194949237
2065,7.29,0.948,564.10078125,556.806133660247
2066,106,0.349,663.488852499868,557.969117799393
2067,143,0.298,697.879736687064,554.577762351882
2068,123,0.179,587.137917879453,464.39022103952
2069,24.6,0.755,463.600599647266,439.030175959679
2070,22.7,0.819,563.237070533675,540.502157332351
2071,-11.6,0.901,595.676939475501,607.317081214748
2072,77.6,0.499,611.342009383276,533.70091738224
2073,37.9,0.675,621.223447152629,583.288823392823
2074,36.1,0.789,585.521423295544,549.410523013072
2075,-181,0.0563,460.767383595564,641.294177517019
2076,-58.3,0.682,565.253246753247,623.579940225871
2077,-174,0.142,528.599820156035,702.87999733993
2078,135,0.205,649.518618521875,514.243612268234
2079,-74.1,0.427,575.417024416759,649.480867614076
2080,213,0.0617,705.97818616471,492.581952342476
2081,91.7,0.329,669.357856141682,577.67432344523
2082,168,0.104,661.416699216762,493.423811891919
2083,58.5,0.55,621.11154239766,562.602871130598
2084,373,0.0166,922.640899631249,549.389720685394
2085,-174,0.134,555.485364351019,729.721436590873
2086,308,0.00912,792.434011076238,484.031098492654
2087,332,0.0237,699.10228168507,366.606852376673
2088,59.6,0.556,615.41416016834,555.802612001461
2089,-168,0.252,623.084194296745,791.379893232913
2090,71.7,0.542,604.022509277631,532.278839991866
2091,69.5,0.506,627.515413872343,558.029468042291
2092,191,0.101,754.426243247856,563.83114144248
2093,-211,0.175,523.21801016703,734.000598642821
2094,-88.9,0.377,532.603682707651,621.465566007017
2095,-170,0.0523,425.799078450833,595.463829837173
2096,7.86,0.95,544.176416143239,536.321125554281
2097,234,0.0298,642.329231531377,407.99430740038
2098,-31,0.738,506.148353945567,537.192796610169
2099,79.3,0.318,578.6467319688,499.389382927045
2100,300,0.0106,851.723637477794,551.987865455904
2101,173,0.116,723.7188626314,550.916528977807
2102,141,0.132,708.256949236788,566.963212961877
2103,28.4,0.777,624.302814745718,595.95037020682
2104,190,0.0422,688.1287983339,497.710892846482
2105,112,0.387,616.796363636364,504.344232620984
2106,-41.9,0.68,588.138470523566,630.033129277541
2107,220,0.0341,753.434536138978,533.262137028909
2108,121,0.31,592.390643642072,471.869161960699
2109,-122,0.405,575.071480938417,697.542872271969
2110,406,0.0136,870.219170506912,464.15311863207
2111,303,0.0411,853.660959959018,550.8626205489
2112,305,0.0368,802.474452582465,497.154076444115
2113,280,0.0017,796.733788796455,516.327781703915
2114,19.1,0.852,554.390571585981,535.264705882353
2115,112,0.299,687.984605099761,576.306808548471
2116,569,0.00145,972.837459672872,404.106179441473
2117,130,0.251,711.927411970936,582.06332308046
2118,455,0.00183,932.764999722251,477.824606610384
2119,-243,0.0726,541.315978835979,784.452785433612
2120,265,0.0181,773.804974472621,509.276350138713
2121,82.7,0.438,626.792632166057,544.087854030501
2122,240,0.0322,728.654535520643,489.053535406214
2123,146,0.0807,681.479545116951,535.43076195546
2124,-134,0.171,469.176490698775,603.663529411765
2125,192,0.0211,721.104214615666,529.146559436657
2126,155,0.1,659.027102045126,503.78126513336
2127,72.1,0.531,659.366327074392,587.259228984264
2128,-176,0.0808,491.499897553833,667.777100381879
2129,-41,0.655,498.141454943819,539.176005273566
2130,-95.5,0.284,519.69024128177,615.157491518095
2131,290,0.0191,704.069398863149,414.389804922444
2132,128,0.18,627.464957451769,499.661627074133
2133,-129,0.344,502.555789881207,631.881330248242
2134,176,0.0733,653.682504560291,477.321473922902
2135,-30.6,0.664,406.002717391304,436.628142366464
2136,-33.6,0.763,530.050489704791,563.627906976744
2137,-234,0.136,481.027375754142,714.735452426362
2138,-2.39,0.983,574.932328961361,577.317677378391
2139,218,0.0543,687.583377135121,469.300106406599
2140,-31.4,0.759,522.64187708405,554.065608089827
2141,-13.3,0.941,665.90537084399,679.193548387097
2142,68.2,0.545,530.71667612025,462.565059872923
2143,-167,0.045,419.922162002614,587.245948676407
2144,-67.7,0.491,622.590360499704,690.325452406622
2145,141,0.132,657.328158911555,516.624762096338
2146,-290,0.0658,552.057727146042,842.294069176305
2147,-125,0.274,473.463147827535,598.472926879085
2148,-20.6,0.876,689.320384358047,709.910161278842
2149,-6.03,0.957,539.757575757576,545.786463720711
2150,213,0.113,708.733807098919,495.611943220631
2151,68.1,0.548,696.940522809918,628.886941245328
2152,-111,0.123,528.219073055696,638.893155841306
2153,-54.1,0.45,350.692307692307,404.756042706767
2154,161,0.0797,562.410256410256,401.329747643651
2155,-60.1,0.526,555.792337486683,615.911675308698
2156,-91.7,0.48,628.341353411007,720.01648743469
2157,-137,0.138,552.771728518609,690.119950319629
2158,-102,0.32,585.121606027875,687.353545224084
2159,337,0.000291,838.362079866313,501.844362954095
2160,6.73,0.944,626.983649701381,620.256141222476
2161,176,0.0396,723.97563719347,548.177302708611
2162,103,0.3,655.250480960386,552.719656464394
2163,-201,0.088,556.845203098106,757.47664810426
2164,-49.7,0.585,577.711480622191,627.388010807385
2165,95.4,0.312,667.106419497474,571.671252372372
2166,-105,0.347,576.935914296391,682.387410724537
2167,-55.9,0.496,536.501747283367,592.445502359853
2168,143,0.139,621.801991931036,479.127032568039
2169,22,0.814,511.542441860465,489.574172394219
2170,-92.9,0.417,541.708877172984,634.56033299886
2171,-47.5,0.684,584.755053073018,632.270243293842
2172,-650,1.24e-05,445.772214869496,1095.56821105681
2173,-98.6,0.297,558.573523024457,657.210750551278
2174,140,0.147,698.482990136098,558.756533842195
2175,273,0.0142,786.632782065208,513.65760444197
2176,28,0.785,655.542339898598,627.57992912563
2177,-265,0.0134,502.374436630102,767.180253147522
2178,-18.1,0.83,588.688946836669,606.740293371315
2179,55.6,0.66,528.027341880342,472.389015738783
2180,-20.5,0.852,554.794927263723,575.269453734671
2181,13.8,0.874,562.094468803842,548.284658623791
2182,5.53,0.958,534.21070140771,528.683973015166
2183,81.6,0.433,596.418803260894,514.849530597726
2184,34.1,0.719,617.192867671935,583.130317926582
2185,370,0.00174,833.348797530056,462.915945636932
2186,-41.9,0.751,596.21306587151,638.128584069876
2187,235,0.0961,666.190476190476,430.752009981583
2188,69.5,0.556,658.47739919205,588.999755265197
2189,-177,0.15,542.735472871904,719.521396249122
2190,64.3,0.627,625.65337583612,561.334190386038
2191,-133,0.208,528.3658336935,661.239248023371
2192,15.2,0.879,636.660639750072,621.462857922195
2193,-200,0.0777,572.826862101632,773.214828048135
2194,-36.2,0.717,547.724934875922,583.97440971431
2195,379,0.00194,886.04520072656,507.10587750254
2196,387,0.000693,868.302295034485,481.457697127605
2197,215,0.193,704.074615551224,489.316133665011
2198,277,0.0243,763.956554669807,487.223881715484
2199,378,0.00234,850.874292479815,472.702888571841
2200,87.3,0.523,590.086956521739,502.746071993761
2201,33.1,0.798,547.676735559089,514.561683006536
2202,426,0.0133,900.69981060606,474.439078135082
2203,334,0.0176,874.807523201621,540.867044269343
2204,176,0.0557,620.045277734673,443.838519913096
2205,81.9,0.462,592.286953854906,510.374509189619
2206,13.2,0.89,645.484372790496,632.26722233298
2207,64.5,0.565,690.41171261974,625.944641421435
2208,-270,0.00656,489.802814242727,759.470567171389
2209,37.1,0.74,670.157240155782,633.059988379169
2210,113,0.278,621.625961261183,508.352292764448
2211,109,0.282,667.927540746478,558.762301094963
2212,-152,0.239,570.868509327498,722.593218950582
2213,6.91,0.957,640.004877604454,633.09843425054
2214,101,0.359,617.795204780518,516.649934013888
2215,-32.9,0.812,579.596860769331,612.496157587032
2216,-60.1,0.502,531.389814054759,591.456310609296
2217,99.8,0.462,665.288964127473,565.449905383522
2218,33.8,0.752,564.523977043376,530.742690029457
2219,43.4,0.653,669.353706782503,625.995582396306
2220,180,0.243,726.415169516082,546.730699469862
2221,32.6,0.735,556.022023284129,523.431426497915
2222,-121,0.294,512.489223057644,633.095963320038
2223,88.7,0.547,586.652008928571,497.929432141098
2224,142,0.252,631.125591918342,489.323935348616
2225,215,0.205,729.160714285714,513.682133838384
2226,-96.8,0.432,537.084233364328,633.874579124579
2227,-2.98,0.983,636.957268543965,639.936967013889
2228,-165,0.0733,389.862903225806,554.695048386546
2229,189,0.0881,724.768187064317,535.952739593641
2230,43.4,0.729,681.9660855954,638.539520609178
2231,355,0.0569,970.601521008893,616.026741938664
2232,-17.3,0.892,630.452555049752,647.796032054541
2233,52,0.579,583.818878800051,531.780287854362
2234,24.9,0.837,610.326814378506,585.378352633855
2235,352,0.0128,902.96492284605,550.508149389369
2236,148,0.242,611.828489630382,463.981709940252
2237,68.4,0.481,637.849943627245,569.400836853417
2238,-133,0.123,465.995567070389,598.763992817236
2239,-163,0.128,572.493169808564,735.856984522004
2240,-364,0.000731,360.568,724.389615409888
2241,399,0.0166,892.289139363834,493.759204525442
2242,63.9,0.494,491.912037037037,427.973999290836
2243,-170,0.192,601.498499081747,771.344098973773
2244,-235,0.0928,402.906462017573,637.505797101449
2245,457,0.0166,884.838601713602,428.060480011189
2246,160,0.109,708.382961814984,548.415842908959
2247,108,0.309,614.403868562827,506.299617300144
2248,57.5,0.64,561.539752887034,504.08942439949
2249,221,0.15,816.802540360487,595.874175126133
2250,26.4,0.77,583.015137500282,556.598448326951
2251,255,0.0121,715.141554855895,460.413705135467
2252,431,0.00975,856.377022790816,425.165932386989
2253,-373,0.0625,547.744360902256,920.25327053532
2254,152,0.251,668.827152988855,517.205473485115
2255,70.4,0.57,589.398706903606,519.013433510638
2256,-16.4,0.859,433.360773184836,449.73309178744
2257,62.4,0.561,562.531923616356,500.167582456269
2258,-312,0.0215,549.933559287895,861.454390338728
2259,-28.1,0.763,608.954212861527,637.032224741558
2260,203,0.0945,753.728362114077,550.605290236664
2261,-395,0.0329,280.273684210526,675.202741702742
2262,414,0.00104,875.219222108519,460.725200145005
2263,19.9,0.81,591.699392747661,571.76035401233
2264,-45,0.654,600.902689527621,645.94318861804
2265,-28.5,0.812,654.391981045116,682.902465573436
2266,398,0.00127,894.609305405393,496.236596560936
2267,2.95,0.975,541.192870539013,538.242293561324
2268,192,0.0344,714.816694452667,522.984682779634
2269,142,0.143,694.987589595743,553.055963623988
2270,-59.6,0.608,509.903908753044,569.46000585913
2271,348,0.00156,843.535653456147,495.74707224993
2272,-108,0.383,581.555315940986,690.049029952588
2273,-355,0.0111,452.04626627907,807.521932296672
2274,-108,0.421,527.977462714862,635.556896551724
2275,187,0.133,593.173736072955,405.895581995819
2276,787,0.0368,1357.87179487179,570.865079365079
2277,-155,0.198,546.107847524885,700.775465742241
2278,-57.2,0.621,609.01638418079,666.215569798399
2279,215,0.0245,674.112046437285,459.103615134824
2280,358,0.000719,873.541877941146,515.965243642614
2281,7.9,0.943,575.224996776278,567.324356155881
2282,91.2,0.463,691.863263446674,600.635287851723
2283,-173,0.142,462.33493778773,634.860247097535
2284,42.2,0.675,488.808760248447,446.576388888889
2285,282,0.0168,732.745964155408,450.431029621461
2286,-33.1,0.753,492.249870171229,525.387327264239
2287,183,0.0684,695.218235306867,512.011530291437
2288,-172,0.151,570.301521737947,741.906202906824
2289,240,0.038,746.420320855615,506.806041530999
2290,-309,0.00974,444.993788819876,754.459338789068
2291,-221,0.0183,492.038571476725,712.559027461556
2292,117,0.187,570.383100952799,453.064838613439
2293,157,0.285,663.614645928787,506.613737800588
2294,-520,0.0184,283.740740740741,803.805194805195
2295,-38.7,0.708,532.459341182542,571.129707620595
2296,98.3,0.495,591.188888888889,492.92306265171
2297,-298,5.57e-05,349.08777344596,647.187715087504
2298,83.9,0.376,619.142127469401,535.269517546037
2299,80.2,0.407,645.816386282087,565.575928746481
2300,182,0.168,621.28287037037,439.420891795468
2301,145,0.173,651.376944641647,506.496944284726
2302,-113,0.384,506.177531397174,618.982404289812
2303,-106,0.216,497.856844774506,604.338314900741
2304,131,0.308,672.162777855282,541.366685957217
2305,153,0.0893,705.00228527847,551.958692052419
2306,-104,0.29,566.389467238212,670.337238502037
2307,116,0.221,612.907885460984,496.784920242617
2308,60.2,0.546,621.975757264254,561.726358447665
2309,265,0.00765,752.291169466078,487.318049697789
2310,467,0.000944,956.201243826658,488.911570672659
2311,212,0.133,582.282352941177,369.794053497942
2312,189,0.173,761.46385020699,572.488785859171
2313,24.7,0.816,546.601341830858,521.938004013866
2314,-661,0.0395,694.484681372549,1355.97382011818
2315,70.8,0.432,521.142655834712,450.297997492442
2316,-239,0.0844,473.865093167702,712.986292914181
2317,246,0.00597,766.278541766678,520.124637554012
2318,153,0.166,682.553242745866,529.338451134482
2319,-130,0.131,537.326261701262,666.912521572195
2320,-158,0.0785,469.629594299154,627.68421594862
2321,-164,0.0498,414.959552176798,579.335765011617
2322,287,0.00283,797.180979734724,510.641902890062
2323,113,0.33,668.234413526636,555.248935178182
2324,-253,0.0157,408.629682958389,661.232006917962
2325,-8.54,0.95,693.718024553571,702.261111732999
2326,372,0.0143,767.758928571428,395.551724137931
2327,46.3,0.725,650.12994044059,603.83277016895
2328,20.5,0.835,562.040248010429,541.542629746055
2329,338,0.00919,857.14146052797,519.074379994437
2330,-53.7,0.585,519.782422709264,573.461965256896
2331,166,0.093,679.356750998639,513.205838128175
2332,-140,0.162,505.774545454545,645.678531626988
2333,289,0.0537,850.230764540338,561.105034687947
2334,-119,0.324,566.17444404034,685.339710492003
2335,117,0.304,588.673653979632,471.277930367861
2336,-41.2,0.726,571.500664210341,612.660038671301
2337,-318,0.00995,437.098805071996,754.757060375341
2338,-281,0.00868,487.156868664672,768.162576421164
2339,19.7,0.865,638.037737308857,618.302226405139
2340,-35.7,0.654,506.04962721342,541.758542259712
2341,-17.4,0.911,476.440972222222,493.862233243221
2342,569,0.00571,1045.79260283371,477.029472227131
2343,268,0.079,805.720154509959,537.458481152993
2344,382,0.00298,892.598662987842,511.057466746573
2345,-72,0.571,573.822222222222,645.79420206674
2346,204,0.013,718.710911924388,514.31678691808
2347,-83.2,0.314,578.810114871646,661.964201430498
2348,218,0.0126,753.547464601299,535.533375288841
2349,14.3,0.874,526.232773943558,511.929494693235
2350,-106,0.448,574.609091547572,680.997675363366
2351,530,0.0106,1030.09209500177,499.631904412535
2352,-184,0.0862,489.894369545798,674.232390462887
2353,-165,0.0603,457.128731130413,622.219619553167
2354,143,0.128,638.991138221887,496.458708961349
2355,133,0.26,702.415469261217,569.887247292772
2356,435,0.00623,891.011015357401,456.240958292951
2357,-18.9,0.866,602.603919283164,621.477742326281
2358,449,0.00022,940.393480484534,491.356818018353
2359,-63.5,0.753,619.282692307693,682.81442761605
2360,160,0.126,665.240335827313,504.748807383322
2361,-195,0.0892,425.87707792222,620.392198030659
2362,176,0.12,696.18243905802,520.257159708265
2363,199,0.0742,699.458430878065,500.398837554505
2364,309,0.0116,775.321139981668,466.16681726051
2365,-593,0.000383,433.594371286101,1026.51613543645
2366,-106,0.379,523.08611528822,628.720000790971
2367,-97.9,0.458,570.658477881555,668.557450363034
2368,338,0.162,877.21112136851,539.357345090073
2369,155,0.138,713.251737092916,558.401722606846
2370,386,0.000373,890.293760680602,504.239093425124
2371,355,0.00958,911.767367509849,556.576910458856
2372,167,0.108,682.754896376337,515.40219858968
2373,71.2,0.482,642.194673132182,571.02421168668
2374,-593,0.00442,464.2,1056.92546893047
2375,83.1,0.581,708.164073759479,625.053645637667
2376,-201,0.119,522.975342604978,724.064494948876
2377,78.1,0.678,575.0625,496.981777980327
2378,280,0.141,762.004462241791,481.528137035463
2379,-148,0.459,583.241807667595,731.631400966183
2380,-162,0.245,553.755114817714,715.441197974122
2381,209,0.0547,776.144026366765,567.563627334835
2382,-100,0.317,557.419126264736,657.613233839743
2383,334,0.00722,823.55803783145,489.434829079236
2384,291,0.00051,799.378318902928,508.387135782765
2385,299,0.0103,868.373707835409,569.522007062516
2386,284,0.105,737.477366255144,453.901770461972
2387,229,0.0257,700.662628877689,471.996457368902
2388,70.2,0.615,591.286634460547,521.125050030966
2389,91.7,0.574,692.088484848485,600.352585512478
2390,-199,0.063,469.774773512396,668.904651285711
2391,297,0.047,843.995881225828,547.357617437017
2392,203,0.133,747.7476475212,544.992655284524
2393,265,0.00835,811.763283860377,546.558620011447
2394,351,0.00101,821.713031252902,470.722269966095
2395,355,0.00257,852.281106732319,497.002626342168
2396,112,0.309,653.806475148617,541.432538059988
2397,68.7,0.568,670.178162055336,601.50994573523
2398,114,0.373,714.206927180495,599.755364757737
2399,200,0.16,676.039468761691,475.567162738712
2400,186,0.113,783.116020857047,596.680369640701
2401,-105,0.225,498.995828737745,604.221079871235
2402,405,0.00137,856.93749224308,452.049721718165
2403,19.4,0.797,497.772805099443,478.380953277364
2404,104,0.414,596.457569839015,492.631593198891
2405,34.6,0.786,603.983189368771,569.372898352681
2406,502,0.00178,935.808312704669,433.765708481965
2407,192,0.108,712.48680741614,519.999032033921
2408,171,0.137,720.305632904049,549.180607184869
2409,255,0.0729,771.543530784125,516.209442804313
2410,-22.9,0.825,576.022090628916,598.947863584688
2411,307,0.0167,897.894259679199,590.50132692578
2412,145,0.155,702.247370083345,557.339502755879
2413,-18,0.843,572.987840224911,591.037747705935
2414,-136,0.174,465.902787323702,602.171379429171
2415,64.8,0.487,573.539105783158,508.78851172623
2416,212,0.0343,739.554164390429,527.679355344763
2417,125,0.194,704.542243280113,579.664585591209
2418,179,0.16,704.719769119769,526.056759129771
2419,-203,0.137,523.477134146341,726.67016865918
2420,-48.8,0.558,468.065944377874,516.86679174484
2421,-263,0.0128,455.196835990308,718.412784473507
2422,-350,0.0093,454.763007026165,804.881497402951
2423,-167,0.37,588.553804605888,755.627751542209
2424,82.9,0.366,589.46159440207,506.575462962442
2425,-423,0.00691,521.747619047619,944.517875891881
2426,180,0.0381,736.650392842214,556.190132615419
2427,210,0.0204,787.882358628658,578.283186677822
2428,167,0.0642,712.093567361788,545.348254214877
2429,154,0.0912,713.649114150171,560.084965692381
2430,156,0.0865,658.479421923497,502.191004017911
2431,206,0.0162,678.407650257242,472.866557410412
2432,96.2,0.32,622.822000282096,526.585385372154
2433,-58.6,0.539,554.545963102817,613.117802719073
2434,148,0.123,674.64704215842,526.814955391101
2435,-121,0.294,608.890360549635,730.361411972503
2436,27.7,0.785,648.391166886543,620.713903241305
2437,150,0.231,693.979301948052,543.708058291295
2438,237,0.0197,751.449113092254,514.520853326403
2439,163,0.219,759.476027098543,596.658477907292
2440,2.94,0.987,570.826526441552,567.886680453431
2441,360,0.025,881.437082997148,521.758272800645
2442,154,0.22,663.148363798485,508.816530091351
2443,200,0.0986,697.270772749241,497.16034188479
2444,-210,0.178,595.27316644708,805.720286143441
2445,57.1,0.609,563.779989388183,506.676134481828
2446,183,0.0777,654.634331693148,472.000623448799
2447,81.2,0.517,639.108796182266,557.885772389333
2448,395,0.0551,897.980501672241,502.816105465666
2449,139,0.136,675.240173795558,536.355253072328
2450,178,0.164,766.029995169511,588.442746489621
2451,203,0.0176,742.635036962932,539.634987129575
2452,211,0.019,744.023771360125,532.538186858006
2453,274,0.00235,789.236683505742,515.489431053469
2454,179,0.0507,704.518638743577,525.294017032332
2455,240,0.0254,811.270660841742,571.40275720133
2456,154,0.0678,697.078608828704,543.527318600017
2457,217,0.0148,703.569320714165,486.642326774763
2458,167,0.0749,659.918755307781,492.96234360652
2459,269,0.0104,757.449794155106,488.574290818679
2460,-4.2,0.978,620.042012256798,624.238138473376
2461,71,0.64,583.80953546832,512.858794279907
2462,241,0.121,729.863477455816,488.432910922286
2463,-10.2,0.911,451.612903225806,461.802234161663
2464,285,0.0154,762.965592138968,477.85310612563
2465,150,0.302,645.808777429467,495.605694360789
2466,-82.3,0.504,569.74846390169,652.083143301684
2467,222,0.0486,725.933214854539,504.067716529697
2468,391,0.0108,831.176792045623,440.288745673708
2469,142,0.235,744.048278386092,601.600743029255
2470,5.66,0.97,692.294214852368,686.630421732835
2471,-10.8,0.885,439.479206349207,450.255376021065
2472,170,0.0375,680.108453809229,510.522675996382
2473,-79.3,0.633,619.36931662278,698.660511363636
2474,440,0.00257,908.474323024538,468.193647272145
2475,197,0.0322,733.940561173249,536.629077795671
2476,186,0.0284,718.678191986663,533.113624023896
