Regulon,RMST_Under_minus_Over,pvalue,RMST_Under,RMST_Over
960,13.9,0.887,575.019740548884,561.077893008308
961,422,0.0572,964.036240541617,541.603703703704
962,122,0.257,730.673735743785,608.729999881485
963,189,0.0367,623.911519518804,435.243681067379
964,41.4,0.746,606.775888133031,565.365655241343
965,-91,0.313,539.923265429879,630.939254398541
966,122,0.356,736.219017554238,614.211440007112
967,-59.4,0.425,548.797743934236,608.217162139672
968,298,0.000396,783.24094292278,484.830626765084
969,-58.2,0.497,585.57054259868,643.811424218111
970,175,0.0507,700.304602667526,525.093193906556
971,-38.2,0.686,591.000445971358,629.151751624261
972,-71,0.476,570.435759519684,641.446521161643
973,-296,0.00648,486.137949968999,781.905476891122
974,170,0.136,675.519037638096,505.491282948133
975,-12,0.914,606.839182057862,618.864254943257
976,59.2,0.502,637.861063697617,578.685508101811
977,-135,0.297,561.745977781646,697.048385521404
978,-217,0.0352,540.484750503421,757.047738137849
979,-226,0.0172,447.410389018995,673.077816120349
980,238,0.00713,736.956334181958,498.826312070878
981,113,0.321,631.710594597586,518.876312620453
982,149,0.175,681.763915181544,533.198902047471
983,295,0.0189,776.454440146748,481.789719669346
984,27.6,0.767,556.593099847031,528.979789787233
985,27.2,0.772,567.491418477373,540.319855865927
986,193,0.0734,736.213233789339,543.515012967193
987,-10.2,0.911,451.612903225806,461.802234161663
988,-287,0.0163,417.162008281573,704.130132928997
989,46.5,0.718,605.1406432084,558.667153777184
990,-64.7,0.404,548.383040329098,613.123603400193
991,197,0.0188,727.091115929967,530.149175853201
992,114,0.113,614.087687160084,499.601842348242
993,186,0.0248,675.164787825605,488.985232101856
994,-50.5,0.573,575.205736270426,625.755362584483
995,119,0.222,695.365328064673,576.355429547787
996,266,0.00464,799.593838863921,534.060813463222
997,7.6,0.932,561.115055992538,553.519268765675
998,297,0.00434,803.115073031694,505.841539573287
999,148,0.0707,631.179313127829,483.131526003182
1000,235,0.014,717.327865648833,481.986726438957
1001,119,0.142,627.393537217659,507.951623451356
1002,210,0.159,750.487603305785,540.194447830327
1003,219,0.0651,755.873850615003,536.697525112257
1004,-115,0.0348,395.336006415397,509.970504249009
1005,297,0.000934,799.608660338623,502.456342717102
1006,513,0.00706,947.10077236514,433.603258119658
1007,317,0.00152,682.222952023688,364.843210011277
1008,-195,0.0442,428.450585840266,623.756877360353
1009,73.3,0.505,666.679261193125,593.338324147506
1010,7.8,0.94,642.791206098412,634.98965630767
1011,225,0.0145,745.142618443101,520.61563987938
1012,-154,0.127,539.167251709738,693.635088269155
1013,333,0.00496,798.728735427688,465.536363073682
1014,57.7,0.624,662.458951762523,604.720187505733
1015,-335,0.00511,383.384943181818,718.49828150105
1016,260,0.0159,837.121450510598,577.369834240021
1017,-37.7,0.738,555.233369770975,592.894184992705
1018,26.1,0.835,576.829390207849,550.703783561538
1019,-417,0.000689,409.414285714286,826.247315351198
1020,199,0.167,581.042979242979,381.917400019061
1021,193,0.216,793.458153569719,600.793549367833
1022,113,0.297,577.077939707149,463.974751353462
1023,-131,0.284,589.555243557308,721.021490744494
1024,128,0.239,584.341711229947,456.239963386728
1025,81.2,0.36,580.444794107161,499.280159979297
1026,50.4,0.641,594.299553005672,543.880120758218
1027,-127,0.213,482.360055662463,609.61937704126
1028,-324,0.0173,509.034448099415,832.997438990462
1029,-381,0.028,488.048863636364,869.265804461319
1030,73.6,0.557,682.896244289867,609.305119300248
1031,-23.5,0.834,563.39411691901,586.886721880571
1032,99.3,0.389,639.238859391606,539.976469065954
1033,-271,0.00415,373.770171080516,645.21224029892
1034,264,0.00788,726.481745766523,462.541461772738
1035,-104,0.196,521.897951464399,625.982012919811
1036,318,0.000263,810.595538663096,492.13017749138
1037,200,0.0337,736.7191876148,537.160236060768
1038,266,0.00719,755.976760766479,489.586599311604
1039,-246,0.002,394.632135306554,640.522411510958
1040,211,0.083,736.019433453579,525.067517931999
1041,225,0.113,768.87558635133,543.390352381413
1042,421,0.00101,914.66225941368,493.520732862029
1043,28.8,0.824,564.7,535.949359291735
1044,-43.5,0.668,482.676886792453,526.189621472986
1045,-463,0.000308,357.243243243243,820.506536116831
1046,216,0.027,726.971336712586,510.883159867304
1047,572,0.00207,1065.87262042706,493.385969675567
1048,232,0.0305,702.35646276742,470.05249165607
1049,89.7,0.369,674.598875599241,584.943115962127
1050,221,0.0783,718.724074012187,497.933180547354
1051,-162,0.0773,394.327205882353,556.669906936895
1052,234,0.137,780.684477770378,546.934733683421
1053,-277,0.0332,359.46875,636.023402909551
1054,-130,0.241,487.35333359381,617.515249376228
1055,-212,0.202,572.590909090909,784.112163047037
1056,21.1,0.81,491.746350507416,470.65148234455
1057,-127,0.18,521.604050251078,648.889217122914
1058,-22.1,0.819,584.761433427206,606.83224945776
1059,-157,0.229,506.834413109756,664.295978816417
1060,-68.8,0.676,680.016458868943,748.772445898296
1061,208,0.194,748.298334630798,540.211760329131
1062,-288,0.00992,419.273874013055,707.132905781484
1063,-71.9,0.354,497.896190455278,569.787492652664
1064,-173,0.326,616.848213224721,790.20241187384
1065,-147,0.153,501.051256368973,648.401016450264
1066,-68.9,0.449,572.830333258762,641.68140583452
1067,161,0.0738,695.120108717923,534.177146361846
1068,228,0.0142,748.200508572067,519.9636881717
1069,-72.9,0.291,458.158544034857,531.070099757971
1070,-88.2,0.423,573.055285567629,661.2064696428
1071,-333,0.000262,404.807508928571,737.744703871134
1072,-196,0.175,618.794744649525,814.645432900737
1073,200,0.0326,713.305814776182,512.962086189342
1074,96.6,0.552,701.887737844041,605.275659450891
1075,116,0.203,652.542098925019,537.031035401493
1076,274,0.0344,728.57757639383,454.733836322055
1077,-126,0.505,657.535911116323,783.526726983161
1078,9.12,0.939,619.804036325381,610.686195897753
1079,179,0.214,665.450382875789,486.77349578373
1080,-289,0.0113,477.80557504812,767.032803584689
1081,88.9,0.447,682.91087617132,593.986725920199
1082,44.3,0.658,609.684427566332,565.349706108592
1083,222,0.0383,746.189762563283,523.901287208803
1084,43.6,0.671,521.105548593706,477.541879343076
1085,70.9,0.526,582.047123015873,511.188141132245
1086,77.3,0.475,640.053013608633,562.774306384446
1087,104,0.397,619.930717736035,516.238095238095
1088,230,0.259,750.884854224393,520.857142857143
1089,295,0.00783,819.961766112188,524.737970816836
1090,179,0.0767,694.825543616107,515.726699943517
1091,304,0.00676,782.241746706084,478.207737504631
1092,182,0.18,770.994642857143,589.004007817194
1093,-31.4,0.805,616.027781954888,647.439750552105
1094,-154,0.176,440.139333333333,594.317924688417
1095,71.8,0.555,676.249445751339,604.440091724104
1096,107,0.475,787.38912093437,680.051649512501
1097,-171,0.0963,549.0639636265,720.146586856347
1098,-80.3,0.335,539.370055286305,619.694318237494
1099,345,3.01e-05,810.124312576972,464.818610365784
1100,288,0.00271,812.247245412827,524.605932996078
1101,255,0.00494,802.167375934381,547.26439637081
1102,126,0.211,675.153906695267,548.774739691226
1103,-15.5,0.871,580.130779829418,595.633203668458
1104,-61.4,0.533,416.367602345343,477.718942281602
1105,-374,0.00443,400,774.123246251047
1106,-26.3,0.772,555.93435635849,582.192398863131
1107,247,0.00621,759.971181423345,512.953359410812
1108,-45.1,0.699,563.753835314449,608.870670713776
1109,52.4,0.693,524.955427845521,472.575433082784
1110,52.7,0.656,614.63703676824,561.931971260348
1111,29,0.829,595.480634566327,566.467009550435
1112,-63.1,0.632,619.622848682993,682.720806404357
1113,-185,0.0966,500.49264856935,685.797891219897
1114,74.2,0.448,558.828472100562,484.588515651015
1115,-237,0.0362,425.077887769617,661.842889036606
1116,-19.4,0.851,532.994076989348,552.389309508736
1117,67.1,0.657,657.873300318952,590.819763402216
1118,-79.9,0.369,487.501011842731,567.36811117473
1119,215,0.0435,662.712751414319,447.443670343216
1120,-133,0.158,489.724754143456,622.54511375286
1121,-115,0.282,577.909703226393,693.121853874331
1122,-138,0.138,389.251123398565,527.625925925926
1123,60.2,0.557,574.836206896551,514.638583229594
1124,-226,0.0927,522.243622641509,748.058541660202
1125,-56.5,0.504,567.163663857584,623.631606837462
1126,-15.4,0.846,602.110418533458,617.471079309891
1127,-82.9,0.281,556.475874232644,639.419564569757
1128,124,0.163,691.804472164077,567.86128965589
1129,162,0.17,665.719159029145,503.712792591941
1130,-264,0.0308,489.056371764652,753.222110246737
1131,-0.51,0.993,513.911043265276,514.420936524026
1132,66.7,0.606,684.735831158358,618.06044175259
1133,225,0.0102,730.566803268693,505.189220465293
1134,-173,0.0812,563.426371913607,736.158447810618
1135,-158,0.109,546.907068935002,704.989065681091
1136,62,0.685,646.299883190574,584.255160313747
1137,108,0.284,708.108242383102,599.85256121064
1138,312,0.00646,786.247690772464,474.217699528388
1139,-49.7,0.68,648.812864737323,698.516791475462
1140,337,0.041,850.532301371636,513.072651771795
1141,-121,0.264,431.400679117148,551.989434714395
1142,46.5,0.718,605.1406432084,558.667153777184
1143,-0.093,0.999,620.885501471839,620.978468112067
1144,262,0.00246,772.302738858895,510.660585430206
1145,-41.2,0.755,573.277513931104,614.509419594529
1146,-149,0.119,509.154351750513,657.954878575072
1147,-342,0.00286,444.081632653061,786.505410632892
1148,281,0.0985,748.503065989327,467.204664473104
1149,34.7,0.632,506.910179528569,472.182723512823
1150,17,0.937,593.368286445013,576.406001984127
1151,-10.2,0.911,451.612903225806,461.802234161663
1152,143,0.333,618.486111111111,475.422889916566
1153,-86.1,0.437,403.272727272727,489.421725265475
1154,174,0.304,763.916606830055,589.505001062925
1155,-108,0.359,580.265635426919,688.712912723973
1156,420,0.00823,873.209939148073,453.410814207258
1157,-89.4,0.384,487.845505338302,577.240258352447
1158,27.2,0.801,522.643742396133,495.432409114906
1159,-20.4,0.817,600.23931231602,620.684582090523
1160,86.7,0.324,659.729915817333,573.003987046684
1161,185,0.0244,679.987780395936,494.712617729786
1162,-328,0.00118,461.165083069028,789.575558832694
1163,-5.42,0.954,604.240134600527,609.657374918108
1164,-72.3,0.468,593.35334983447,665.643444212521
1165,87.9,0.39,671.19612949315,583.287340685698
1166,162,0.114,665.457494777964,503.306683946144
1167,-296,0.0117,481.846509671993,777.507187645045
1168,162,0.0498,689.318694251139,527.037721239702
1169,88.9,0.305,562.024492739222,473.163214051179
1170,225,0.0102,730.566803268693,505.189220465293
1171,-71.6,0.375,531.248377446214,602.798674515006
1172,256,0.146,736.907747543462,481.394066480273
1173,30.1,0.824,719.999625286569,689.934068835227
1174,-125,0.197,457.68598055359,582.771750698054
1175,-50.9,0.667,613.948845499593,664.898015865429
1176,108,0.344,576.296534017972,468.441679566787
1177,144,0.304,668.725073005698,525.16690260163
1178,295,0.0189,776.454440146748,481.789719669346
1179,156,0.258,712.791975308642,556.592893472105
1180,-10.2,0.911,451.612903225806,461.802234161663
1181,-157,0.13,521.01253845735,678.231158363167
1182,-79.6,0.364,501.896311366517,581.54577395816
1183,359,0.00604,834.15980656269,474.712795485448
1184,-61.8,0.554,511.408777573529,573.206952105321
1185,126,0.359,634.895773344303,509.000939019706
1186,-119,0.244,556.147921311601,675.609219856664
1187,55.9,0.574,591.993069215186,536.104369437536
1188,228,0.0898,757.603226089624,529.390579608303
1189,-46.1,0.67,579.505197748242,625.559992230323
1190,-369,0.0121,426.513708513709,795.218359853121
1191,31.6,0.705,444.41273007893,412.783299526707
1192,307,0.0281,794.291221892813,487.588350340136
1193,-58.2,0.516,531.568103537946,589.796169352373
1194,130,0.0561,602.168918107989,471.858388330032
1195,-104,0.301,557.58506006774,661.315841944638
1196,5.38,0.922,475.639804663809,470.263304388597
1197,-151,0.0984,501.230834620029,651.86973831683
1198,-12.5,0.887,510.145331790123,522.674341702648
1199,5.55,0.953,550.2806800734,544.726906309694
1200,298,0.0224,795.123221420375,496.856387147335
1201,-247,0.0557,486.419183708394,733.502308719858
1202,32,0.73,592.746310727049,560.748507523828
1203,96.6,0.392,590.910113974384,494.272448561234
1204,-146,0.329,593.043347799445,739.331409737133
1205,337,0.00378,852.545752038776,515.660399839222
1206,-262,0.135,544.888587593808,807.046764819072
1207,-263,0.0282,439.733845227341,702.818152812031
1208,-159,0.221,570.30709491703,729.157313952608
1209,-22.4,0.803,504.347614302727,526.770833333333
1210,342,0.000219,834.22250182674,492.189135323737
1211,-88,0.34,442.217991698595,530.240145008987
1212,78.8,0.387,655.429718141741,576.591381104874
1213,-200,0.0786,552.149166666667,751.70210466873
1214,440,0.106,948.224572649573,508.602245388933
1215,-219,0.172,599.017892160367,818.048571961427
1216,235,0.0961,666.190476190476,430.752009981583
1217,118,0.292,618.065790157154,500.005683020978
1218,199,0.172,688.023809523809,488.615851687264
1219,321,0.0455,846.325435073939,524.957157586203
1220,56.8,0.701,664.269791064199,607.496021336332
1221,-44,0.674,536.485592466879,580.443918775129
1222,-8.11,0.926,528.084562153865,536.196078431373
1223,33,0.739,661.809998831339,628.793573762267
1224,-234,0.0118,488.916177349299,723.016592532541
1225,199,0.147,719.574807987711,520.720252300259
1226,265,0.00364,730.578586606983,465.809663691129
1227,-295,0.0172,493.702904238618,788.774122857397
1228,-28.7,0.871,688.172736076572,716.827321111496
1229,-95.7,0.46,556.81927553581,652.510249695339
1230,-126,0.26,584.315116077594,710.161159952054
1231,392,0.00329,960.04056041564,568.310753225028
1232,-80.3,0.431,534.688170181902,615.035723092581
1233,42.6,0.675,636.58427552508,594.012351428944
1234,214,0.103,709.401622718053,495.54377307174
1235,73.1,0.437,566.488399621212,493.375181913357
1236,157,0.338,706.794454166106,549.503418997038
1237,27,0.85,525.526315789474,498.564715311364
1238,-40.2,0.643,486.388908000138,526.612111292962
1239,226,0.0282,789.135643345211,562.819341934987
1240,-256,0.0148,440.580325561585,697.007629660377
1241,-167,0.0571,425.595619658119,592.130569195006
1242,-33.1,0.774,541.390909090909,574.531849002414
1243,-204,0.0424,400.985576923077,604.635115864528
1244,-277,0.0277,422.926522131978,700.110755717114
1245,-195,0.0649,557.60287990351,752.433201566495
1246,-93.6,0.445,504.915356511101,598.520760076206
1247,-42.7,0.691,546.75911351166,589.433362536952
1248,202,0.0366,736.206378338232,534.48524234689
1249,-29.3,0.744,482.096475051861,511.347222222222
1250,74.5,0.419,645.002926836369,570.460743480186
1251,19.3,0.877,667.152120424549,647.886182632559
1252,230,0.0268,758.237164655763,527.973721033975
1253,232,0.086,677.658629303791,446.082637294133
1254,4.46,0.967,522.511083699485,518.050120759057
1255,-67.1,0.496,534.491407563943,601.583603736635
1256,203,0.0557,759.530656265374,556.849426392363
1257,39.4,0.702,637.423905633325,597.978703640479
1258,270,0.0486,832.350170284605,562.01722328509
1259,152,0.142,658.182711384011,506.548370580579
1260,-173,0.331,592.338709677419,765.780198490117
1261,404,0.0499,860.507309941521,456.291484343049
1262,-150,0.0051,333.038461538461,482.846155850991
1263,-14.6,0.936,538.8125,553.392972026524
1264,83.5,0.602,726.521273784355,642.993420213082
1265,308,0.013,811.029142739138,503.396544639678
1266,-106,0.331,441.719171682473,547.5
1267,-149,0.237,615.311274509804,764.647982975903
1268,34.5,0.785,668.268703703703,633.798121211001
1269,-96.4,0.451,579.153271180238,675.576448570521
1270,-319,0.0274,536.901958525346,856.324303723689
1271,258,0.0223,823.572123521898,565.112829421113
1272,95.5,0.446,668.981201073296,573.517242569484
1273,-87.9,0.495,505.128820396759,592.98553948832
1274,120,0.257,651.345147067031,531.551012183687
1275,401,0.0011,903.037252093933,502.388207787074
1276,-172,0.132,545.076423808737,716.734683445178
1277,273,0.128,869.581156717521,596.177048319328
1278,-80.8,0.423,478.809208383102,559.562135039283
1279,171,0.0937,669.296971401343,498.027743857933
1280,-92.3,0.354,545.409770793753,637.728322468634
1281,82,0.471,579.772259765975,497.781993149515
1282,-22.5,0.848,560.980476190476,583.502121211461
1283,-86.4,0.343,451.755521373494,538.177777777778
1284,4.88,0.961,604.064537500962,599.179829214154
1285,155,0.164,684.162869092814,529.125784880083
1286,207,0.0718,744.394704611979,537.625119444839
1287,105,0.265,657.216492141699,552.430533458632
1288,125,0.237,685.547120048443,560.54213585611
1289,278,0.00519,748.493887684552,470.263975964518
1290,75.4,0.461,578.151102406187,502.799498746867
1291,-36.1,0.765,527.083333333333,563.144283981119
1292,-13.8,0.902,507.349428571429,521.115405577175
1293,160,0.293,775.631460680748,615.224572123279
1294,534,9.9e-05,1017.17513724405,483.154613824969
1295,55.5,0.756,758.341460218655,702.850963804714
1296,31.7,0.76,597.181320240043,565.459648281926
1297,37,0.734,586.818377464145,549.77827879878
1298,8.19,0.902,446.303118071118,438.114134312047
1299,-75.7,0.404,474.630268173362,550.31568082238
1300,203,0.0392,779.519791622247,576.569158751765
1301,291,0.000487,794.369019605065,503.818929721047
1302,160,0.0615,669.84903672481,509.38549513986
1303,85.9,0.328,623.36917827696,537.470113401544
1304,108,0.248,680.00239384279,571.902713602581
1305,130,0.128,627.031270746117,497.011579790408
1306,283,0.00498,733.385232638422,450.289487691368
1307,-70,0.478,490.703481765212,560.682815460616
1308,216,0.0196,728.463722305664,512.60821276181
1309,273,0.00792,806.604582235255,533.37506455369
1310,185,0.131,688.701955451955,503.261137250759
1311,211,0.044,711.857957683214,501.02573561704
1312,240,0.0237,711.907463177945,471.978558878403
1313,-37.5,0.728,538.279258329523,575.737152777778
1314,276,0.00177,773.5629666399,497.727169715223
1315,261,0.212,748.300411522634,487.400233809567
1316,73.1,0.437,566.488399621212,493.375181913357
1317,449,0.00402,875.282656938744,425.829805174119
1318,1.33,0.99,622.765779198555,621.432782135116
1319,338,0.0315,773.611918155008,435.499013806706
1320,99,0.436,576.991847509504,477.948638080669
1321,197,0.112,701.483334673747,504.493769314108
1322,-65.8,0.508,457.332324915299,523.090783090783
1323,192,0.193,711.14005050505,518.648412749564
1324,-98.6,0.361,506.353700256953,604.973684210526
1325,-39.4,0.683,525.48261906444,564.881945734882
1326,258,0.0304,802.18828126468,544.650063799464
1327,195,0.0241,708.383432842279,513.859524677604
1328,88.9,0.38,642.432387247494,553.578352633392
1329,162,0.335,748.301089638158,585.824065583007
1330,368,0.000193,784.872851770266,416.863490611067
1331,325,0.00311,837.476047632028,512.666206165781
1332,187,0.245,701.075937469605,514.315663564693
1333,-17.3,0.862,527.495483594754,544.807692307692
1334,69.1,0.434,649.508458188061,580.410072768196
1335,-200,0.073,452.624520298055,652.251621621621
1336,-72.7,0.558,499.006765795988,571.666666666667
1337,115,0.263,662.979661780057,548.169424559947
1338,-109,0.301,426.58191738747,535.563636363636
1339,-98.2,0.295,486.835517405297,585.084159378037
1340,199,0.0681,713.377648731082,514.824246426092
1341,201,0.17,678.305025344589,477.401517399425
1342,375,0.00336,880.086392191494,505.007391829262
1343,83.7,0.432,671.560307131766,587.909269995668
1344,-196,0.217,523.091259324591,719.260007408105
1345,181,0.121,759.052839815781,578.09128233639
1346,260,0.0147,767.811663289302,508.180211915199
1347,-75.9,0.463,527.377008741665,603.266568604111
1348,89.4,0.444,569.866666666667,480.484848484848
1349,20.2,0.786,408.796323529412,388.570735317538
1350,365,0.0302,844.914129670966,479.845074341168
1351,86.4,0.516,664.332613357158,577.913706931741
1352,178,0.15,696.082295781689,518.423844448234
1353,60.5,0.647,649.02579691486,588.516086315056
1354,-67.2,0.481,510.986150529495,578.224400871459
1355,255,0.0101,824.327702822597,569.46238814272
1356,193,0.0413,750.966169253085,557.914611942748
1357,133,0.129,670.372978331679,537.269058307336
1358,126,0.142,689.760310019534,563.675286958041
1359,113,0.233,554.236244839144,441.482187191116
1360,208,0.058,681.558469121934,473.724983599462
1361,-69.2,0.408,399.798597102512,468.978797074385
1362,-32.3,0.848,523.277835765058,555.541548436308
1363,112,0.331,697.769952623907,586.008470826199
1364,-40.3,0.677,535.941642860826,576.283385028949
1365,92.8,0.347,639.124333771641,546.36339658462
1366,94.5,0.391,662.493054597485,567.957881543489
1367,117,0.251,631.023461654847,514.243863764453
1368,303,0.0272,755.045648604269,451.96321306382
1369,99.2,0.253,643.992757292094,544.829878875405
1370,105,0.341,670.08951616693,565.001618492907
1371,-109,0.272,544.855724680551,653.980788282386
1372,-6.12,0.954,604.82378731693,610.945720858396
1373,-457,0.000602,500.483295442824,957.73793714117
1374,-152,0.0906,553.156891720152,705.609015689009
1375,207,0.198,811.063717532467,604.150069983726
1376,238,0.0213,746.849538421476,509.309013829054
1377,230,0.0301,648.711035481993,419.051761218321
1378,247,0.0495,725.203156075728,478.473133736719
1379,441,0.00302,907.230986649259,466.631248499551
1380,88.6,0.403,583.897957016109,495.327678196779
1381,334,0.00106,750.36584459409,416.777337379942
1382,162,0.273,694.123006084937,531.757398016426
1383,247,0.0896,742.316215341461,495.521158292725
1384,18.2,0.841,456.774544797343,438.588135423949
1385,-212,0.324,434,646.305555555556
1386,280,0.0252,716.326822916667,436.016399432348
1387,183,0.165,621.933801030111,438.839083921569
1388,317,0.0088,781.664455323575,464.34416215772
1389,172,0.0901,721.436276015391,549.052231070203
1390,-148,0.301,547.406187929717,695.346870614137
1391,-261,0.049,479.215921624534,739.725173648963
1392,75.7,0.354,566.716644848644,490.99162364494
1393,-69.3,0.506,510.260427807486,579.52703190948
1394,-259,0.0554,432.303757623451,690.887806111064
1395,79,0.381,574.401477737143,495.364509649725
1396,-16.9,0.861,575.946790545255,592.865158173821
1397,44.2,0.702,686.680043905537,642.489882910129
1398,-205,0.0244,524.91430937799,729.585344902271
1399,74.1,0.388,556.451000035034,482.392228804636
1400,254,0.0281,783.762141517902,530.220685354799
1401,195,0.0536,756.135657039449,561.175682684245
1402,284,0.0354,793.639637732,509.568
1403,241,0.0947,836.250730830656,595.391763152871
1404,141,0.255,671.117644302849,529.739911302031
1405,88.4,0.649,584.948275862069,496.587749287749
1406,-263,0.0708,434.989007092199,697.622580371174
1407,151,0.258,698.765358265948,547.89912873086
1408,205,0.0511,774.324527011102,568.899876815744
1409,154,0.0596,655.393371665009,501.510243920451
1410,131,0.108,637.46239697773,506.331700031268
1411,14.3,0.885,586.486479915053,572.233614590996
1412,260,0.00606,761.655446984583,501.280796088557
1413,122,0.211,690.904706880149,569.038272196601
1414,96.4,0.3,605.105215097402,508.658706907504
1415,47.3,0.651,593.514305649495,546.261127334655
1416,204,0.0993,685.251589789521,481.450052468732
1417,-296,0.00272,426.48828992482,722.542141652451
1418,391,0.00559,926.693491779889,535.511701920996
1419,162,0.151,697.102253659637,535.285405086081
1420,-37.8,0.549,393.462798709227,431.312377987379
1421,150,0.249,768.148543544998,617.75426481728
1422,207,0.0682,661.849478057414,454.659227741876
1423,-39,0.754,592.369799628942,631.35327789458
1424,26.6,0.813,564.058064516129,537.415267611083
1425,232,0.0367,708.130231803788,476.307119838584
1426,164,0.0352,659.559314350666,495.193193601527
1427,-57.5,0.417,540.2951757484,597.787460726836
1428,-194,0.0874,574.629277468163,768.768290957253
1429,-24.4,0.78,588.484563856944,612.856809300718
1430,-175,0.121,564.830488875005,739.793143738404
1431,113,0.264,666.216009171303,553.617702475235
1432,71.5,0.402,583.0279188905,511.481227454926
1433,-131,0.216,503.740204481911,634.844642464588
1434,99.6,0.271,624.418530014512,524.838311873555
1435,-184,0.048,520.095139567351,704.395456077709
1436,-182,0.122,561.520441049586,743.667552383848
1437,28,0.76,576.920109253108,548.90398795642
1438,-78.4,0.441,623.305556008546,701.66593694672
1439,-1.03,0.988,527.663126613368,528.697232377174
1440,-147,0.0858,457.569722507222,604.850543179955
1441,-74.6,0.409,600.772081071514,675.328526878742
1442,-204,0.0612,504.90832373214,708.45412627221
1443,222,0.0466,777.138749304935,555.178927008713
1444,9.12,0.939,619.804036325381,610.686195897753
1445,135,0.112,643.45842544416,508.917114759988
1446,142,0.102,703.653575119263,561.30240466378
1447,365,0.000308,859.840938915699,494.847573753598
1448,162,0.0707,683.901070833811,521.442684548151
1449,231,0.0613,794.459930175397,563.00481416743
1450,143,0.349,748.347733131098,604.856884920635
1451,277,0.00251,785.492979021222,508.262319881758
1452,268,0.0222,804.772240965865,536.82523297491
1453,45.8,0.612,533.211348410779,487.443495573116
1454,228,0.0257,691.152260465116,463.11624637592
1455,110,0.444,684.797667251182,575.062651996744
1456,17.6,0.825,579.57730381725,561.933034365584
1457,247,0.0105,746.061230155509,498.63403888412
1458,74.3,0.472,602.457538858168,528.182407917335
1459,142,0.128,642.332338470936,500.539984898101
1460,184,0.0715,718.284406878112,533.829569975186
1461,116,0.0822,580.465011009654,464.321688872926
1462,309,0.00266,771.47243276545,462.869898091712
1463,217,0.0371,672.899202764828,456.190886859758
1464,-253,0.046,470.676631862934,723.304469535562
1465,169,0.14,707.536655085202,538.371286189522
1466,-308,0.0215,468.503497609703,776.664797579607
1467,389,0.00111,807.78882885872,418.576741395859
1468,107,0.371,642.731667673272,535.297353287038
1469,147,0.151,676.963103129902,529.591588141519
1470,151,0.263,692.184865900383,540.951848110795
1471,139,0.341,707.515188834154,568.089878280476
1472,175,0.183,662.737145931819,488.06747638608
1473,318,0.00255,760.238854686108,442.183990233501
1474,-326,0.0246,507.509316770187,833.686254387978
1475,114,0.43,635.391304347826,521.778392720201
1476,470,0.00328,1003.47969614948,533.599534800501
1477,-20.3,0.855,546.660802590267,566.958728914074
1478,-693,7.75e-06,461.278773926541,1154.15947483402
1479,163,0.116,644.843764913373,481.85215987269
1480,-305,0.0507,514.054413177762,819.017098649451
1481,266,0.0397,773.920164749793,507.79969296347
1482,60.9,0.518,601.135326382804,540.213375807028
1483,192,0.0274,694.639533896952,503.090061588241
1484,296,0.00249,821.050823675119,524.819177789527
1485,-125,0.185,552.953368720082,677.666970074955
1486,162,0.0894,698.421820834198,535.996518513656
1487,346,0.00224,862.486264455469,516.845763146392
1488,112,0.175,577.216916053692,465.449584003612
1489,121,0.29,683.471100179481,562.511786206312
1490,121,0.261,635.801895767823,514.310379578243
1491,-126,0.422,563.792439703154,689.453867712112
1492,-82.6,0.427,516.67640398661,599.258910164048
1493,-234,0.0585,402.392276422764,636.340782420765
1494,-54,0.538,540.788419402495,594.830829729334
1495,244,0.0246,781.801274082417,537.473785088859
1496,56.8,0.678,584.021164021164,527.189719489559
1497,-53.6,0.661,596.973236346883,650.570483348604
1498,128,0.241,727.272639924587,599.611808237219
1499,-82.2,0.445,463.573810956079,545.814964805526
1500,-67,0.423,503.006841681667,569.990238057825
1501,231,0.0194,714.114186572774,482.647303747428
1502,-76.8,0.528,583.122661217411,659.884206865466
1503,102,0.0972,568.82174517252,466.400171907494
1504,48.8,0.757,651.394878741147,602.569435250533
1505,261,0.0957,764.846282504197,503.812431654454
1506,168,0.0779,680.310262047737,512.057644349041
1507,-361,0.0101,463.309482758621,824.220480819796
1508,-388,0.0439,582.684117125111,970.949539486576
1509,224,0.0238,650.769097222222,426.841962524655
1510,447,0.0277,983.285763888889,535.869662508543
1511,66.2,0.545,572.888323208123,506.688888888889
1512,83.7,0.496,695.104027061278,611.428143298921
1513,97.4,0.414,688.885548418022,591.497451387071
1514,253,0.0246,750.825662003737,497.397126296784
1515,-9.41,0.926,581.908372340955,591.316249494098
1516,191,0.0178,655.980938741523,464.610556790339
1517,242,0.0111,765.30564287701,522.860869207457
1518,206,0.0235,735.335584976256,529.007639186067
1519,68.3,0.494,634.645168049219,566.388875179009
1520,57.7,0.588,629.856688410282,572.113046287545
1521,138,0.172,686.061185933997,548.118743899479
1522,181,0.0815,757.849767695695,576.985552817629
1523,214,0.065,784.521909973494,570.177008301908
1524,256,0.059,744.289087363983,488.597987986351
1525,309,0.00951,832.469113582736,523.250650736363
1526,346,0.0602,872.475343567438,526.41977109878
1527,232,0.0571,794.571661304308,562.489808824989
1528,-422,0.00255,374.827586206897,797.170029419924
1529,-24.1,0.746,534.894523592466,559.003110071275
1530,125,0.223,627.321314119585,502.030355963678
1531,301,0.00284,809.05684696339,507.633458511516
1532,299,0.00314,794.954965605054,496.103725035366
1533,59.1,0.662,693.33468629412,634.242276441379
