,HR,p-value
0,1.992252432201792,0.046343367978720566
1,2.0708428537401877,0.03837348401203466
2,-3.139815423566777,0.0016905431204067057
3,1.7738544105197498,0.0760872353451131
4,1.520041152364874,0.128500633167378
5,-0.15450835217109377,0.8772089262185805
6,1.901500355604977,0.05723650596891342
7,5.336445300066792,9.47864494595097e-08
8,0.09318675275158014,0.9257551983657571
9,1.4047339893833228,0.16010039459677383
10,2.394984761194325,0.0166210560487507
11,-1.3470602419519013,0.17796083152759323
12,6.590838562604994,4.373492454384313e-11
13,4.687182742866731,2.769916177665116e-06
14,3.8913346316189323,9.969432581812908e-05
15,-2.5805122124938173,0.009865386683841553
16,-1.0880686203488052,0.2765648153890428
17,3.195073422857047,0.0013979527121515886
18,4.044676694525544,5.2395379226415036e-05
19,2.3217922310666075,0.020244125785399938
20,-1.8684912273531873,0.06169363178769014
21,-5.05564177714127,4.289458243356442e-07
22,-2.524729122465182,0.011578749902058712
23,4.816960921008398,1.4576122166853588e-06
24,5.8813140478601005,4.070220490605662e-09
25,5.528175898465605,3.235775359312149e-08
26,2.8781150956928374,0.00400059149607461
27,4.609057679023301,4.044981138270971e-06
28,4.1042817123818285,4.055730095663539e-05
29,8.240321855519163,1.7174800969861157e-16
30,-4.024527757459197,5.7089760513172405e-05
31,2.096855422110246,0.036006375712888325
32,-6.727041718312334,1.731471108538074e-11
33,1.7648239052987928,0.0775933656868831
34,0.37501488473514133,0.7076493967562814
35,2.1639992630751377,0.03046440596064673
36,5.251157677598451,1.5114622184092243e-07
37,2.0708411489029035,0.03837364338390843
38,-7.424774840089997,1.1297192829035765e-13
39,2.571007273273376,0.010140319727743196
40,3.4072938695306934,0.0006561044510433635
41,3.020256181160321,0.002525609633719407
42,-6.458071593664066,1.0604557447259141e-10
43,-0.06442988088544552,0.948627937942659
44,1.297964769996356,0.19429944129073703
45,-1.5316035320437844,0.12562030039882316
46,-6.115427320197902,9.62985647731212e-10
47,2.309783491004305,0.02090014373838128
48,2.0432306350673075,0.0410296124618815
49,-2.9721942333645,0.002956795624843724
50,6.798753847333576,1.0552794215663948e-11
51,-4.409446686708987,1.0363506688228747e-05
52,0.1797036821600525,0.8573852025611524
53,-6.447692340636773,1.1356600184391262e-10
54,2.519302547404986,0.01175875708562574
55,-6.87453223058163,6.219359623101789e-12
56,-3.6956533932714155,0.00021932201444251707
57,2.521203507800428,0.011695419032718032
58,-1.7954773157133865,0.07257768378061823
59,-4.919330473770129,8.684074340222128e-07
60,6.18441745337807,6.233221905836319e-10
61,7.175137450426466,7.223457604822911e-13
62,7.125642735721031,1.0359611075708422e-12
63,2.927765049511089,0.0034140792809574274
64,1.3722490968194827,0.16998590607198294
65,3.5249347533707436,0.0004235871091218613
66,-5.231021724583345,1.6857569479865928e-07
67,-2.822937019993678,0.004758591842340265
68,1.7482905577777035,0.08041372741536518
69,6.205145750257584,5.464623343900111e-10
70,-0.28537832972756055,0.7753543079316029
71,-1.5214444470874886,0.12814834216419174
72,7.081496883408446,1.426055768654809e-12
73,7.055300598725788,1.7222799513014392e-12
74,-5.649899603360818,1.605415715456193e-08
75,-4.123804997767953,3.7266442892115145e-05
76,-6.0963047745514505,1.0854837032028617e-09
77,-1.5446504509901786,0.12243083593398944
78,-3.083911967343413,0.0020429803808992434
79,2.7478656495236105,0.005998458282170885
80,1.4038213017630745,0.1603720690547194
81,1.6639555439864864,0.09612131380026212
82,-2.7859059865548583,0.005337835040665078
83,2.792900902889799,0.005223769225379246
84,1.5140722599708043,0.13000751339035618
85,-0.37981701019916636,0.7040812546226619
86,5.474403237050574,4.389884301560911e-08
87,1.8315088771517922,0.06702462393270604
88,-4.035656069644818,5.444993013739963e-05
89,5.335357137355069,9.535668278511577e-08
90,6.2696586670945536,3.6184041567530674e-10
91,-0.6729001270787025,0.5010108313486183
92,-3.150284318928067,0.0016311164158741797
93,5.1052620894658824,3.3033635287392395e-07
94,-8.136710743436122,4.061615502029792e-16
95,1.7573229938249104,0.0788627706646952
96,6.07476570789955,1.2416887698757262e-09
97,5.107470220448431,3.2650053340433175e-07
