,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
218,SIRPG_code_potential_somatic,hsa-mir-326,R-218,-1.0,1.539353226709603,-0.2376172809578303,3.0779928861764027e-08,3.3835396206508377,1.3747952147608553,1.0,0.3125,16,5
2260,SIRPG_code_potential_somatic,hsa-mir-326,R-2260,-1.0,1.539353226709603,-0.2663509015225844,4.6561950938750365e-10,3.5465736267820462,1.551037568876238,1.0,0.3125,16,5
2532,SIRPG_code_potential_somatic,hsa-mir-326,R-2532,-1.0,1.539353226709603,-0.2223951844102698,2.306711015764223e-07,4.856439258853788,1.5432890321661936,1.0,0.3125,16,5
655,SIRPG_code_potential_somatic,hsa-mir-326,R-655,-1.0,1.539353226709603,-0.2321376776330067,6.458912135303592e-08,3.605214850102517,1.7273398263985515,1.0,0.3125,16,5
1906,SIRPG_code_potential_somatic,hsa-mir-326,R-1906,-1.0,1.539353226709603,-0.2099927678295972,1.074553582418512e-06,5.316675454017139,1.6521432757759595,1.0,0.3125,16,5
635,C4orf35_code_potential_somatic,hsa-mir-7,R-635,-1.0,1.8923868006165827,-0.2070513929072661,1.5273745544328385e-06,3.6651671660871545,1.3718824544986246,1.0,0.1111111111111111,18,2
1138,C4orf35_code_potential_somatic,hsa-mir-7,R-1138,-1.0,1.8923868006165827,-0.2070513929072661,1.5273745544328385e-06,3.6651671660871545,1.3718824544986246,1.0,0.1111111111111111,18,2
2849,C4orf35_code_potential_somatic,hsa-mir-186,R-2849,-1.0,1.4772188950632767,-0.2129933225848249,7.467460206658227e-07,4.491769407847543,1.809216456532255,1.0,0.5,10,5
983,C4orf35_code_potential_somatic,hsa-mir-186,R-983,-1.0,1.4772188950632767,-0.2025789166011257,2.5820742261452493e-06,3.5018615037191565,1.3155940146293186,1.0,0.5,10,5
1178,C4orf35_code_potential_somatic,hsa-mir-186,R-1178,-1.0,1.4772188950632767,-0.2025789166011257,2.5820742261452493e-06,3.5018615037191565,1.3155940146293186,1.0,0.5,10,5
1294,C4orf35_code_potential_somatic,hsa-mir-186,R-1294,-1.0,1.4772188950632767,-0.2024849326424787,2.610395723953904e-06,4.053888935591385,2.925062717078062,1.0,0.5,10,5
1510,C4orf35_code_potential_somatic,hsa-mir-186,R-1510,-1.0,1.4772188950632767,-0.22320904035406,2.078538619395735e-07,4.818621681909248,1.9677474422558772,1.0,0.5,10,5
397,OTOA_code_potential_somatic,hsa-mir-758,R-397,1.0,1.4525699930616327,-0.2045652345195987,2.0479588064331e-06,-3.770055089547185,1.6976613948278163,1.0,1.0,1,1
2224,CHAF1A_code_potential_somatic,hsa-mir-218,R-2224,1.0,1.91730650884218,-0.2197522684410774,3.226317785469751e-07,-4.214244266554215,1.6496847165717234,1.0,0.4285714285714285,14,6
2402,CHAF1A_code_potential_somatic,hsa-mir-218,R-2402,1.0,1.91730650884218,-0.2430602901855478,1.44753408184804e-08,-4.154573103580888,1.8524108448778491,1.0,0.4285714285714285,14,6
2446,CHAF1A_code_potential_somatic,hsa-mir-218,R-2446,1.0,1.91730650884218,-0.2470377622467808,8.24496122630225e-09,-8.932914730943818,13.139096956188691,1.0,0.4285714285714285,14,6
2830,CHAF1A_code_potential_somatic,hsa-mir-218,R-2830,1.0,1.91730650884218,-0.2036308759873202,2.284489458691446e-06,-5.520561473765187,2.854092211860159,1.0,0.4285714285714285,14,6
2864,CHAF1A_code_potential_somatic,hsa-mir-218,R-2864,1.0,1.91730650884218,-0.2098041550823982,1.0992254732938744e-06,-5.530769328074684,2.587756136568088,1.0,0.4285714285714285,14,6
1459,CHAF1A_code_potential_somatic,hsa-mir-218,R-1459,1.0,1.91730650884218,-0.2407256029109234,2.0050835737623428e-08,-5.106129538305501,1.915489884985553,1.0,0.4285714285714285,14,6
2224,CHAF1A_code_potential_somatic,hsa-mir-33,R-2224,1.0,1.6662913659731011,-0.3195219209571063,4.807327540458405e-14,-4.214244266554215,1.6496847165717234,1.0,0.2068965517241379,29,6
2402,CHAF1A_code_potential_somatic,hsa-mir-33,R-2402,1.0,1.6662913659731011,-0.2950447143698395,4.170186326154739e-12,-4.154573103580888,1.8524108448778491,1.0,0.2068965517241379,29,6
2446,CHAF1A_code_potential_somatic,hsa-mir-33,R-2446,1.0,1.6662913659731011,-0.3038406072178553,8.798714185311746e-13,-8.932914730943818,13.139096956188691,1.0,0.2068965517241379,29,6
2830,CHAF1A_code_potential_somatic,hsa-mir-33,R-2830,1.0,1.6662913659731011,-0.2870014194739146,1.6523794690884558e-11,-5.520561473765187,2.854092211860159,1.0,0.2068965517241379,29,6
2864,CHAF1A_code_potential_somatic,hsa-mir-33,R-2864,1.0,1.6662913659731011,-0.2953854267553475,3.930135275874146e-12,-5.530769328074684,2.587756136568088,1.0,0.2068965517241379,29,6
1459,CHAF1A_code_potential_somatic,hsa-mir-33,R-1459,1.0,1.6662913659731011,-0.3157911727282824,9.751681788182813e-14,-5.106129538305501,1.915489884985553,1.0,0.2068965517241379,29,6
2224,CHAF1A_code_potential_somatic,hsa-mir-137,R-2224,1.0,1.5161404504845208,-0.220511519795805,2.931106432856612e-07,-4.214244266554215,1.6496847165717234,1.0,0.6,5,3
2446,CHAF1A_code_potential_somatic,hsa-mir-137,R-2446,1.0,1.5161404504845208,-0.2319838097716277,6.593009514232473e-08,-8.932914730943818,13.139096956188691,1.0,0.6,5,3
1459,CHAF1A_code_potential_somatic,hsa-mir-137,R-1459,1.0,1.5161404504845208,-0.2399235602494517,2.240822737338568e-08,-5.106129538305501,1.915489884985553,1.0,0.6,5,3
2224,CHAF1A_code_potential_somatic,hsa-mir-329,R-2224,1.0,1.767536090996676,-0.2103104271615253,1.0341980795743988e-06,-4.214244266554215,1.6496847165717234,1.0,0.6666666666666666,6,4
2402,CHAF1A_code_potential_somatic,hsa-mir-329,R-2402,1.0,1.767536090996676,-0.2175546075212557,4.251084586436746e-07,-4.154573103580888,1.8524108448778491,1.0,0.6666666666666666,6,4
2446,CHAF1A_code_potential_somatic,hsa-mir-329,R-2446,1.0,1.767536090996676,-0.2194062365933314,3.3701683023712536e-07,-8.932914730943818,13.139096956188691,1.0,0.6666666666666666,6,4
1459,CHAF1A_code_potential_somatic,hsa-mir-329,R-1459,1.0,1.767536090996676,-0.2302505829161586,8.301961354138763e-08,-5.106129538305501,1.915489884985553,1.0,0.6666666666666666,6,4
2123,FGFR3_code_potential_somatic,hsa-mir-346,R-2123,-1.0,1.4763884558823377,-0.2060958189027453,1.710361792937449e-06,4.781952038252867,1.477563101716149,1.0,0.8,20,16
2161,FGFR3_code_potential_somatic,hsa-mir-346,R-2161,-1.0,1.4763884558823377,-0.2181154483310895,3.9632091177557297e-07,5.42767099417476,1.6424821366554363,1.0,0.8,20,16
117,FGFR3_code_potential_somatic,hsa-mir-346,R-117,-1.0,1.4763884558823377,-0.2305094821229976,8.021931487666704e-08,4.925989665636791,1.5105582425689843,1.0,0.8,20,16
2412,FGFR3_code_potential_somatic,hsa-mir-346,R-2412,-1.0,1.4763884558823377,-0.2229537683154363,2.147656953305119e-07,7.964499937044641,2.1315912499162875,1.0,0.8,20,16
397,FGFR3_code_potential_somatic,hsa-mir-346,R-397,-1.0,1.4763884558823377,-0.2282126786052893,1.0860882213706897e-07,4.752653188281264,1.4888942058617611,1.0,0.8,20,16
419,FGFR3_code_potential_somatic,hsa-mir-346,R-419,-1.0,1.4763884558823377,-0.2329105062740943,5.8242641849281445e-08,4.439783007358793,1.400957381360266,1.0,0.8,20,16
2477,FGFR3_code_potential_somatic,hsa-mir-346,R-2477,-1.0,1.4763884558823377,-0.2321005999134719,6.49098270282366e-08,4.1824290210853405,1.3524303732245673,1.0,0.8,20,16
2481,FGFR3_code_potential_somatic,hsa-mir-346,R-2481,-1.0,1.4763884558823377,-0.2453727308284513,1.0447996335381737e-08,4.215705489600639,1.398230240920811,1.0,0.8,20,16
2767,FGFR3_code_potential_somatic,hsa-mir-346,R-2767,-1.0,1.4763884558823377,-0.216468713961313,4.86667339796088e-07,7.009980779676305,1.938182737216394,1.0,0.8,20,16
737,FGFR3_code_potential_somatic,hsa-mir-346,R-737,-1.0,1.4763884558823377,-0.221902614966623,2.456333915655761e-07,5.9284626499979165,1.7498550964007344,1.0,0.8,20,16
2885,FGFR3_code_potential_somatic,hsa-mir-346,R-2885,-1.0,1.4763884558823377,-0.2217773567575857,2.495848279134037e-07,6.043174174212317,1.7714360327746648,1.0,0.8,20,16
3134,FGFR3_code_potential_somatic,hsa-mir-346,R-3134,-1.0,1.4763884558823377,-0.226770838937812,1.3114876557229916e-07,5.173177424532531,1.5620500316569246,1.0,0.8,20,16
3348,FGFR3_code_potential_somatic,hsa-mir-346,R-3348,-1.0,1.4763884558823377,-0.2260531432535981,1.43988668475658e-07,6.940482152772876,1.9431876998706472,1.0,0.8,20,16
1592,FGFR3_code_potential_somatic,hsa-mir-346,R-1592,-1.0,1.4763884558823377,-0.2220239235924924,2.418640350714841e-07,6.107728260384012,1.771624366264686,1.0,0.8,20,16
1829,FGFR3_code_potential_somatic,hsa-mir-346,R-1829,-1.0,1.4763884558823377,-0.2238978799000271,1.9025553163652009e-07,5.228069630355384,1.597459992603418,1.0,0.8,20,16
1926,FGFR3_code_potential_somatic,hsa-mir-346,R-1926,-1.0,1.4763884558823377,-0.2020382267258217,2.749121759499383e-06,4.877237360092409,1.493804040636336,1.0,0.8,20,16
2123,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2123,-1.0,1.9415246577839596,-0.2140533423448312,6.558238635485423e-07,4.781952038252867,1.477563101716149,1.0,0.935483870967742,31,29
86,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-86,-1.0,1.9415246577839596,-0.2092061559492914,1.1810933278758065e-06,7.851424603090059,2.552539015604007,1.0,0.935483870967742,31,29
97,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-97,-1.0,1.9415246577839596,-0.2073522699725483,1.4737523689994995e-06,4.709329263145026,1.4983598120663362,1.0,0.935483870967742,31,29
2161,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2161,-1.0,1.9415246577839596,-0.213405046479138,7.100781606239512e-07,5.42767099417476,1.6424821366554363,1.0,0.935483870967742,31,29
117,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-117,-1.0,1.9415246577839596,-0.2240159643763719,1.8738664090420987e-07,4.925989665636791,1.5105582425689843,1.0,0.935483870967742,31,29
183,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-183,-1.0,1.9415246577839596,-0.310279455175153,2.72319115175228e-13,6.693037504928872,1.88654168904558,1.0,0.935483870967742,31,29
192,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-192,-1.0,1.9415246577839596,-0.2075786052691872,1.4346094742203351e-06,4.506872895591732,1.4554328475145997,1.0,0.935483870967742,31,29
207,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-207,-1.0,1.9415246577839596,-0.2176923593097015,4.178568638144137e-07,4.819534845904774,1.5345593551031576,1.0,0.935483870967742,31,29
232,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-232,-1.0,1.9415246577839596,-0.2131362330125103,7.338170738538437e-07,7.299465509764718,2.394339199182908,1.0,0.935483870967742,31,29
275,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-275,-1.0,1.9415246577839596,-0.2048674985375459,1.976597841285904e-06,5.222516210111513,1.6861518346814897,1.0,0.935483870967742,31,29
350,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-350,-1.0,1.9415246577839596,-0.218250298384963,3.896841821202221e-07,9.291547572838954,2.967327995583406,1.0,0.935483870967742,31,29
371,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-371,-1.0,1.9415246577839596,-0.2152538544203795,5.656936589967839e-07,3.849203619615032,1.3012245334263417,1.0,0.935483870967742,31,29
395,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-395,-1.0,1.9415246577839596,-0.2217758252865614,2.496335170285987e-07,5.115635863398168,1.622332390298784,1.0,0.935483870967742,31,29
397,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-397,-1.0,1.9415246577839596,-0.2248490846135726,1.6829845920011565e-07,4.752653188281264,1.4888942058617611,1.0,0.935483870967742,31,29
419,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-419,-1.0,1.9415246577839596,-0.2058700478322733,1.7565683610824974e-06,4.439783007358793,1.400957381360266,1.0,0.935483870967742,31,29
2477,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2477,-1.0,1.9415246577839596,-0.2070916780872088,1.5200879939472092e-06,4.1824290210853405,1.3524303732245673,1.0,0.935483870967742,31,29
438,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-438,-1.0,1.9415246577839596,-0.2131652503582332,7.312183014740328e-07,6.517736697897637,1.932060068259364,1.0,0.935483870967742,31,29
2712,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2712,-1.0,1.9415246577839596,-0.2442135684705582,1.2308088166369765e-08,15.757880264382448,29.904440767615792,1.0,0.935483870967742,31,29
2767,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2767,-1.0,1.9415246577839596,-0.2054011758876335,1.8563793369536e-06,7.009980779676305,1.938182737216394,1.0,0.935483870967742,31,29
737,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-737,-1.0,1.9415246577839596,-0.215619150561536,5.407185534306841e-07,5.9284626499979165,1.7498550964007344,1.0,0.935483870967742,31,29
2836,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2836,-1.0,1.9415246577839596,-0.327548403048514,1.0147982733832176e-14,5.234752658147659,1.6116126546546587,1.0,0.935483870967742,31,29
2885,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-2885,-1.0,1.9415246577839596,-0.2141403943820001,6.488493748932203e-07,6.043174174212317,1.7714360327746648,1.0,0.935483870967742,31,29
896,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-896,-1.0,1.9415246577839596,-0.2829588987433676,3.2473847002072355e-11,6.692641014039912,1.935923119452764,1.0,0.935483870967742,31,29
3134,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-3134,-1.0,1.9415246577839596,-0.2162521317169866,4.999311655539361e-07,5.173177424532531,1.5620500316569246,1.0,0.935483870967742,31,29
3348,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-3348,-1.0,1.9415246577839596,-0.2176698708667662,4.190325274702599e-07,6.940482152772876,1.9431876998706472,1.0,0.935483870967742,31,29
1592,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-1592,-1.0,1.9415246577839596,-0.2157760054359161,5.303229249849984e-07,6.107728260384012,1.771624366264686,1.0,0.935483870967742,31,29
1613,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-1613,-1.0,1.9415246577839596,-0.3530739142323834,5.2661022695589146e-17,4.338697734763798,1.4269425307402313,1.0,0.935483870967742,31,29
1829,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-1829,-1.0,1.9415246577839596,-0.2137206907176131,6.831449898515454e-07,5.228069630355384,1.597459992603418,1.0,0.935483870967742,31,29
1926,FGFR3_code_potential_somatic,hsa-mir-454-3p,R-1926,-1.0,1.9415246577839596,-0.2231182805449377,2.10286381108777e-07,4.877237360092409,1.493804040636336,1.0,0.935483870967742,31,29
2224,FGFR3_code_potential_somatic,hsa-mir-340,R-2224,-1.0,1.584949233365197,-0.2610901373467547,1.0427783036643976e-09,5.211985662759521,1.6161429792615842,1.0,0.075,40,3
2402,FGFR3_code_potential_somatic,hsa-mir-340,R-2402,-1.0,1.584949233365197,-0.2545476931310905,2.773262508204267e-09,4.06536052566281,1.4522952559306317,1.0,0.075,40,3
1459,FGFR3_code_potential_somatic,hsa-mir-340,R-1459,-1.0,1.584949233365197,-0.2827157978691998,3.380872162066618e-11,4.880881595193944,1.5685001135549723,1.0,0.075,40,3
2123,FGFR3_code_potential_somatic,hsa-mir-20b,R-2123,-1.0,4.236960902846067,-0.2446827628301504,1.1519447453187974e-08,4.781952038252867,1.477563101716149,1.0,0.5909090909090909,44,26
86,FGFR3_code_potential_somatic,hsa-mir-20b,R-86,-1.0,4.236960902846067,-0.2267531867191639,1.3145088701710566e-07,7.851424603090059,2.552539015604007,1.0,0.5909090909090909,44,26
97,FGFR3_code_potential_somatic,hsa-mir-20b,R-97,-1.0,4.236960902846067,-0.2283626015581911,1.0649225415016255e-07,4.709329263145026,1.4983598120663362,1.0,0.5909090909090909,44,26
2161,FGFR3_code_potential_somatic,hsa-mir-20b,R-2161,-1.0,4.236960902846067,-0.2376437189839335,3.066869307337811e-08,5.42767099417476,1.6424821366554363,1.0,0.5909090909090909,44,26
117,FGFR3_code_potential_somatic,hsa-mir-20b,R-117,-1.0,4.236960902846067,-0.2569321129121345,1.947752721430429e-09,4.925989665636791,1.5105582425689843,1.0,0.5909090909090909,44,26
192,FGFR3_code_potential_somatic,hsa-mir-20b,R-192,-1.0,4.236960902846067,-0.2233316386397394,2.0461103382332361e-07,4.506872895591732,1.4554328475145997,1.0,0.5909090909090909,44,26
207,FGFR3_code_potential_somatic,hsa-mir-20b,R-207,-1.0,4.236960902846067,-0.2297781644070416,8.837448831617493e-08,4.819534845904774,1.5345593551031576,1.0,0.5909090909090909,44,26
232,FGFR3_code_potential_somatic,hsa-mir-20b,R-232,-1.0,4.236960902846067,-0.2276461955337872,1.1697879671683758e-07,7.299465509764718,2.394339199182908,1.0,0.5909090909090909,44,26
275,FGFR3_code_potential_somatic,hsa-mir-20b,R-275,-1.0,4.236960902846067,-0.2131286562611271,7.344971016835793e-07,5.222516210111513,1.6861518346814897,1.0,0.5909090909090909,44,26
350,FGFR3_code_potential_somatic,hsa-mir-20b,R-350,-1.0,4.236960902846067,-0.2422695675145978,1.617027027706515e-08,9.291547572838954,2.967327995583406,1.0,0.5909090909090909,44,26
2412,FGFR3_code_potential_somatic,hsa-mir-20b,R-2412,-1.0,4.236960902846067,-0.242089256952425,1.6582865374896826e-08,7.964499937044641,2.1315912499162875,1.0,0.5909090909090909,44,26
371,FGFR3_code_potential_somatic,hsa-mir-20b,R-371,-1.0,4.236960902846067,-0.2305139959323323,8.017131109134702e-08,3.849203619615032,1.3012245334263417,1.0,0.5909090909090909,44,26
395,FGFR3_code_potential_somatic,hsa-mir-20b,R-395,-1.0,4.236960902846067,-0.2330697792606179,5.7011733915080886e-08,5.115635863398168,1.622332390298784,1.0,0.5909090909090909,44,26
397,FGFR3_code_potential_somatic,hsa-mir-20b,R-397,-1.0,4.236960902846067,-0.2625642991132178,8.333848885880646e-10,4.752653188281264,1.4888942058617611,1.0,0.5909090909090909,44,26
419,FGFR3_code_potential_somatic,hsa-mir-20b,R-419,-1.0,4.236960902846067,-0.2394404569103499,2.395536204429804e-08,4.439783007358793,1.400957381360266,1.0,0.5909090909090909,44,26
2477,FGFR3_code_potential_somatic,hsa-mir-20b,R-2477,-1.0,4.236960902846067,-0.2376692703689172,3.056155735127049e-08,4.1824290210853405,1.3524303732245673,1.0,0.5909090909090909,44,26
438,FGFR3_code_potential_somatic,hsa-mir-20b,R-438,-1.0,4.236960902846067,-0.2295090285254614,9.157267051290449e-08,6.517736697897637,1.932060068259364,1.0,0.5909090909090909,44,26
2500,FGFR3_code_potential_somatic,hsa-mir-20b,R-2500,-1.0,4.236960902846067,-0.2171961626978394,4.445497387589104e-07,5.435549592773442,1.668230604855386,1.0,0.5909090909090909,44,26
2767,FGFR3_code_potential_somatic,hsa-mir-20b,R-2767,-1.0,4.236960902846067,-0.2342440145175393,4.8681579622822896e-08,7.009980779676305,1.938182737216394,1.0,0.5909090909090909,44,26
737,FGFR3_code_potential_somatic,hsa-mir-20b,R-737,-1.0,4.236960902846067,-0.2409157471291467,1.9528212844315744e-08,5.9284626499979165,1.7498550964007344,1.0,0.5909090909090909,44,26
2885,FGFR3_code_potential_somatic,hsa-mir-20b,R-2885,-1.0,4.236960902846067,-0.2401994217084808,2.156863899650048e-08,6.043174174212317,1.7714360327746648,1.0,0.5909090909090909,44,26
3134,FGFR3_code_potential_somatic,hsa-mir-20b,R-3134,-1.0,4.236960902846067,-0.2452790692847567,1.0587563791292468e-08,5.173177424532531,1.5620500316569246,1.0,0.5909090909090909,44,26
3348,FGFR3_code_potential_somatic,hsa-mir-20b,R-3348,-1.0,4.236960902846067,-0.250653001108906,4.901243010618409e-09,6.940482152772876,1.9431876998706472,1.0,0.5909090909090909,44,26
1592,FGFR3_code_potential_somatic,hsa-mir-20b,R-1592,-1.0,4.236960902846067,-0.2412490435862698,1.8643777587880616e-08,6.107728260384012,1.771624366264686,1.0,0.5909090909090909,44,26
1829,FGFR3_code_potential_somatic,hsa-mir-20b,R-1829,-1.0,4.236960902846067,-0.2418769467062189,1.7081761086206047e-08,5.228069630355384,1.597459992603418,1.0,0.5909090909090909,44,26
