,HR,p-value
0,-1.3961678238516066,0.16266396357246293
1,-0.631278295712691,0.527858575770062
2,-1.8147863871249676,0.06955674318483314
3,-0.3745942255306501,0.7079622682143498
4,-1.7667603533916076,0.07726837102727853
5,0.3465627437172789,0.7289198393443046
6,-1.2749040710686375,0.2023431979691398
7,-0.05610231195936249,0.9552603021641255
8,-1.1695376038462766,0.24218709991611825
9,-1.0199142650282707,0.30776912352576946
10,-1.4820359128418579,0.1383307394824653
11,0.8797795152035846,0.3789787639161014
12,-0.6047010271805122,0.5453776655228009
13,-0.2685871031952611,0.7882474378898456
14,-1.1183646135978622,0.2634113011680861
15,0.483821896842264,0.6285122735683732
16,-1.4955977768080544,0.1347585028567093
17,0.15132257230993323,0.8797212641803671
18,-0.7006975839425404,0.48349176416937123
19,-0.24084290933739644,0.8096768714449083
20,0.44464697007259363,0.65657489797684
21,0.031600128887066835,0.9747909406053843
22,-1.3870877969265283,0.16541499262201537
23,-1.4296771954197103,0.1528096883111817
24,0.6865085132838634,0.492392497732128
25,0.868958601842716,0.3848697744885551
26,-0.2320582896103016,0.8164927406695872
27,-0.720688410169753,0.47110124474086834
28,0.9831624815897442,0.32552747685910766
29,0.48208131509655,0.6297481826745948
30,0.505184720970407,0.6134291007169494
31,-0.3304715788339702,0.7410436642513132
32,-1.2721409570904403,0.2033230412328925
33,-1.3322824325738123,0.18276739763378863
34,1.898869896737899,0.057581584227330555
35,-0.5353688893989074,0.5923947984314512
36,1.079999669618245,0.2801423272988687
37,-0.2334730967658172,0.8153940580204104
38,-2.016538727079805,0.04374367285275506
39,-2.241494566360993,0.02499405710125864
40,-0.2491340025115489,0.8032571282872918
41,-0.9773427983990146,0.3283994715388904
42,-0.2420484544923502,0.8087426180183772
43,-0.6287415351335865,0.5295182812142927
44,-0.8981451869919137,0.36910815123028107
45,-0.7972320690186564,0.42531626443877046
46,-0.5131778514965015,0.6078269175506623
47,-0.06342065539179924,0.9494315397345976
48,-1.142931655445372,0.25306696823303654
49,-0.06568494147092742,0.9476286614854466
50,1.234419108347098,0.21704677228871
51,-0.37887680313208977,0.704779350681324
52,-1.6730348689997945,0.09432043188190171
53,-0.03585254958479971,0.9713999314654237
54,-1.480500697456603,0.13873967473428886
55,0.03884934149507134,0.9690105056789751
56,-0.09398598068009414,0.925120293233782
57,-0.486819417513295,0.626386308615025
58,-0.9874661812099264,0.32341415407378266
59,-2.2019379078812564,0.027669694804193422
60,0.02091676106694565,0.9833120561510912
61,-0.26688838259774994,0.7895551016609738
62,1.4062598116496048,0.15964698916956266
63,-1.5924248269023629,0.11128928149170912
64,0.026973134656303927,0.9784811616713593
65,-0.7423488202952735,0.4578760197082512
66,-1.312508111798201,0.18934875087006015
67,0.8276125047990199,0.4078899841530912
68,0.3408794658472833,0.7331943238757126
69,-2.0066581702658937,0.04478607285418208
70,-0.6005625075530484,0.5481314160631261
71,-0.03442717352390689,0.9725365149726537
72,0.6302215259043432,0.5285496574887112
73,1.0835803608258145,0.27855090240224756
74,0.15786862566846407,0.874560321089564
75,-0.6699347928118502,0.502899359003748
76,1.308022202818692,0.19086577863560972
77,0.43237995818223046,0.6654652820666795
78,0.14709062026183195,0.8830604932980414
79,-1.2033821111277445,0.22882848718037088
80,0.6854185144198797,0.4930798642005889
81,-0.2804064617273958,0.77916568008931
82,-0.9555758874220714,0.33928654849965434
83,-0.9256687894392379,0.3546181323331812
84,-0.5473619546541336,0.5841300876459414
85,-1.3084145912858647,0.1907327262002303
86,-0.7243197253015008,0.4688694698173974
87,-1.0412212820979838,0.2977728606408082
88,1.1830337575113679,0.23679576893976234
89,-0.7086932320708262,0.47851486566331847
90,2.061137828512264,0.039289892785119206
91,0.5011774815296354,0.6162462208193369
92,-0.10259523581737941,0.9182842241546125
93,-1.2634025440022523,0.2064445503553421
94,-1.562102065649936,0.11826394635736695
95,-0.4500498283642629,0.6526745120410407
96,1.034276640331523,0.30100685411103245
97,-1.0890954090886398,0.2761118142061304
98,-1.0996944969693931,0.2714652532596739
99,0.2903368492639825,0.7715585506903815
100,1.2754204492218146,0.20216046450490902
101,-0.15351006294971783,0.877996055278035
102,-0.10037470938183743,0.9200468473389622
103,1.6119815117424072,0.10696596296504522
104,-0.9783149618472969,0.327918572219394
105,1.2299581698364672,0.21871276943067464
106,-0.9999862745580012,0.3173171502187851
107,0.29387402124436734,0.7688541700702831
108,-1.2442302749036391,0.2134148243276604
109,1.0434484194002833,0.2967406582793348
110,-1.0426047743443507,0.29713137713626375
111,-0.6287040544939916,0.5295428232402484
112,-1.032942349026655,0.3016308787984666
113,0.21607341608630048,0.8289305211386684
114,-0.034377488595648445,0.9725761343576984
115,-0.21116045235815842,0.8327620693742478
116,-0.3193191316497523,0.749484526523347
117,-1.1172556693970592,0.26388502407923614
118,-0.2415419645608892,0.8091350960716585
119,1.5571171764038938,0.11944266768600116
120,1.9463988986416123,0.051606841797394144
121,1.0804890506592444,0.27992446000772503
122,-0.47132306654442674,0.6374100459292289
123,-0.2900285152692468,0.7717944226805004
124,-1.4540798685466414,0.14592416422812068
125,-0.06813043764875275,0.9456818009022273
126,-0.7690674474178474,0.4418532716717486
