,Programs,Regulons
3742,172,1983
3743,172,2084
3744,172,2116
3745,172,2748
3746,172,3265
3747,172,3385
3748,172,3423
3749,172,3436
3750,173,363
3751,173,468
3752,173,1360
3753,173,1722
3754,173,2057
3755,173,2544
3756,173,3369
3757,173,3505
3758,173,3656
3759,173,3731
3760,174,304
3761,174,488
3762,174,762
3763,174,956
3764,174,1020
3765,174,1615
3766,174,1914
3767,174,3140
3768,174,3160
3769,175,302
3770,175,489
3771,175,827
3772,175,925
3773,175,1247
3774,175,2131
3775,175,2736
3776,175,3418
3777,176,291
3778,176,1203
3779,176,2091
3780,176,2396
3781,176,2939
3782,176,3248
3783,176,3590
3784,176,3661
3785,177,670
3786,177,892
3787,177,1185
3788,177,1285
3789,177,2002
3790,177,3106
3791,177,3602
3792,178,487
3793,178,902
3794,178,1353
3795,178,3516
3796,178,3537
