,Programs,Regulons
1931,88,3025
1932,88,3785
1933,89,206
1934,89,463
1935,89,542
1936,89,544
1937,89,1379
1938,89,1698
1939,89,1990
1940,89,2067
1941,89,2070
1942,89,2074
1943,89,2147
1944,89,2302
1945,89,2992
1946,89,3416
1947,89,3419
1948,89,3425
1949,89,3511
1950,89,3784
1951,90,190
1952,90,1127
1953,90,1427
1954,90,1644
1955,90,1719
1956,90,1749
1957,90,1785
1958,90,1850
1959,90,1934
1960,90,2382
1961,90,2641
1962,90,2684
1963,90,2686
1964,90,2701
1965,90,2706
1966,90,3456
1967,90,3737
1968,91,7
1969,91,57
1970,91,1126
1971,91,1569
1972,91,1624
1973,91,1639
1974,91,1642
1975,91,1643
1976,91,1647
1977,91,1739
1978,91,1786
1979,91,2148
1980,91,2270
1981,91,2586
1982,91,2847
1983,91,3003
1984,91,3322
1985,92,132
1986,92,422
1987,92,595
1988,92,664
1989,92,740
1990,92,2204
1991,92,2235
1992,92,2360
1993,92,2602
1994,92,2725
1995,92,2923
1996,92,3247
1997,92,3457
1998,92,3502
1999,92,3678
2000,92,3750
2001,93,412
2002,93,687
2003,93,1318
2004,93,1584
2005,93,1667
2006,93,1713
2007,93,1920
2008,93,2044
2009,93,2184
2010,93,2573
2011,93,2598
2012,93,2630
2013,93,2826
2014,93,2935
2015,93,3148
2016,93,3729
2017,94,408
2018,94,585
2019,94,659
2020,94,1043
2021,94,1214
2022,94,1315
2023,94,1671
2024,94,2026
2025,94,2443
2026,94,2486
2027,94,2583
2028,94,2740
2029,94,3663
2030,94,3772
2031,95,115
2032,95,140
2033,95,396
2034,95,416
2035,95,1083
2036,95,1446
2037,95,1724
2038,95,1909
2039,95,2429
2040,95,2476
2041,95,2866
2042,95,3077
2043,95,3186
2044,95,3483
2045,96,706
2046,96,1044
2047,96,1241
2048,96,1493
2049,96,1631
2050,96,1793
2051,96,1910
2052,96,1929
2053,96,2593
2054,96,2753
2055,96,2917
2056,96,3042
2057,96,3082
2058,96,3400
2059,97,136
2060,97,714
2061,97,781
2062,97,1697
2063,97,1846
2064,97,1896
2065,97,2061
2066,97,2066
2067,97,2227
2068,97,2229
2069,97,2488
2070,97,3119
2071,98,83
2072,98,748
2073,98,1529
2074,98,1701
2075,98,1948
2076,98,2151
2077,98,2155
2078,98,2239
2079,98,3194
2080,98,3199
2081,98,3384
2082,99,695
2083,99,958
2084,99,1343
2085,99,1498
2086,99,2059
2087,99,2572
2088,99,2607
2089,99,2990
2090,100,693
2091,100,1720
2092,100,1897
2093,100,2189
2094,100,2313
2095,100,2858
2096,100,3489
2097,100,3673
2098,101,404
2099,101,432
2100,101,1088
2101,101,1636
2102,101,1889
2103,101,2711
2104,101,3409
2105,102,237
2106,102,261
2107,102,279
2108,102,329
2109,102,421
2110,102,1328
2111,102,1803
2112,102,1817
2113,102,2081
2114,102,2211
2115,102,2591
2116,102,2910
2117,102,2942
2118,102,2966
2119,102,3447
2120,102,3581
2121,103,130
2122,103,281
2123,103,325
2124,103,390
2125,103,901
2126,103,1155
2127,103,2327
2128,103,2564
2129,103,2681
2130,103,2813
2131,103,2957
2132,104,400
2133,104,403
2134,104,1052
2135,104,1688
2136,104,2199
2137,104,2262
2138,104,2285
2139,104,2482
2140,104,2491
2141,104,3083
2142,105,392
2143,105,591
2144,105,1365
2145,105,2060
2146,105,3022
2147,106,330
2148,106,504
2149,106,3440
2150,106,3451
2151,106,3644
2152,107,67
2153,107,71
2154,107,77
2155,107,554
2156,107,559
2157,107,563
2158,107,603
2159,107,637
2160,107,726
2161,107,764
2162,107,774
2163,107,890
2164,107,1000
2165,107,1230
2166,107,1437
2167,107,1479
2168,107,1480
2169,107,1511
2170,107,1692
2171,107,1738
2172,107,1799
2173,107,1872
2174,107,1953
2175,107,2076
2176,107,2243
2177,107,2559
2178,107,2709
2179,107,2985
2180,107,3146
2181,107,3232
2182,107,3237
2183,107,3270
2184,107,3352
2185,107,3480
2186,107,3591
2187,107,3600
2188,107,3613
2189,108,104
2190,108,288
2191,108,453
2192,108,460
2193,108,461
2194,108,464
2195,108,465
2196,108,583
2197,108,597
2198,108,598
2199,108,675
2200,108,904
2201,108,1169
2202,108,1369
2203,108,1370
2204,108,1377
2205,108,1387
2206,108,1392
2207,108,1395
2208,108,1399
2209,108,1598
2210,108,2201
2211,108,2315
2212,108,2375
2213,108,2504
2214,108,2557
2215,108,2663
2216,108,2898
2217,108,2999
2218,108,3197
2219,108,3243
2220,108,3278
2221,108,3343
2222,108,3631
2223,109,566
2224,109,590
2225,109,605
2226,109,820
2227,109,830
2228,109,833
2229,109,837
2230,109,870
2231,109,884
2232,109,977
2233,109,1031
2234,109,1108
2235,109,1186
2236,109,1195
2237,109,1204
2238,109,1206
2239,109,1244
2240,109,1371
2241,109,1623
2242,109,1783
2243,109,2109
2244,109,2128
2245,109,2150
2246,109,2376
2247,109,2563
2248,109,2871
2249,109,2905
2250,109,3165
2251,109,3244
2252,109,3252
2253,109,3269
2254,109,3299
2255,109,3536
2256,110,34
2257,110,555
2258,110,569
2259,110,708
2260,110,732
2261,110,755
2262,110,760
2263,110,949
2264,110,1329
2265,110,1348
2266,110,1397
2267,110,1456
2268,110,1471
2269,110,1687
2270,110,1747
2271,110,1854
2272,110,2065
2273,110,2141
2274,110,2234
2275,110,2282
2276,110,2554
2277,110,2597
2278,110,2741
2279,110,2829
2280,110,3062
2281,110,3065
2282,110,3118
2283,110,3484
2284,110,3519
2285,111,181
2286,111,684
2287,111,743
2288,111,786
2289,111,879
2290,111,916
2291,111,921
2292,111,963
2293,111,1007
2294,111,1106
2295,111,1131
2296,111,1229
2297,111,1319
2298,111,1560
2299,111,1633
2300,111,1711
2301,111,2181
2302,111,2275
2303,111,2401
2304,111,2518
2305,111,2718
2306,111,2839
2307,111,2848
2308,111,3144
2309,111,3228
2310,111,3361
2311,111,3538
2312,111,3742
2313,111,3759
2314,112,100
2315,112,319
2316,112,561
2317,112,584
2318,112,588
2319,112,601
2320,112,634
2321,112,725
2322,112,909
2323,112,946
2324,112,1065
2325,112,1208
2326,112,1436
2327,112,1556
2328,112,1658
2329,112,1964
2330,112,2106
2331,112,2380
2332,112,2473
2333,112,2525
2334,112,2550
2335,112,2715
2336,112,2730
2337,112,2918
2338,112,3067
2339,112,3109
2340,112,3110
2341,112,3223
2342,113,620
2343,113,642
2344,113,840
2345,113,994
2346,113,1084
2347,113,1187
2348,113,1198
2349,113,1296
2350,113,1396
2351,113,1591
2352,113,1609
2353,113,1966
2354,113,2321
2355,113,2584
2356,113,2769
2357,113,2808
2358,113,2907
2359,113,3117
2360,113,3172
2361,113,3206
2362,113,3208
2363,113,3209
2364,113,3211
2365,113,3224
2366,114,267
2367,114,456
2368,114,616
2369,114,728
2370,114,981
2371,114,984
2372,114,1554
2373,114,2133
2374,114,2182
2375,114,2680
2376,114,2779
2377,114,2838
2378,114,2877
2379,114,3048
2380,114,3691
2381,114,3775
2382,114,3794
2383,115,256
2384,115,1149
2385,115,1467
2386,115,1669
2387,115,1935
2388,115,2097
2389,115,2248
2390,115,2252
2391,115,2739
2392,115,2788
2393,115,2846
2394,115,2890
2395,115,3059
2396,115,3650
2397,115,3702
2398,115,3704
2399,116,753
2400,116,855
2401,116,1245
2402,116,1385
2403,116,1438
2404,116,2079
2405,116,2487
2406,116,3297
2407,116,3307
2408,116,3326
2409,116,3578
2410,116,3584
2411,116,3710
2412,116,3793
2413,117,243
2414,117,323
2415,117,951
2416,117,1359
2417,117,2164
2418,117,2264
2419,117,2330
2420,117,2624
2421,117,2831
2422,117,3128
2423,117,3145
2424,117,3312
2425,117,3392
2426,117,3778
2427,118,843
2428,118,978
2429,118,1134
2430,118,1374
2431,118,1478
2432,118,2049
2433,118,2172
2434,118,2634
2435,118,2682
2436,118,2904
2437,118,3529
2438,118,3675
2439,119,1562
2440,119,2205
2441,119,3458
2442,119,3522
2443,119,3660
2444,120,4
2445,120,5
2446,120,9
2447,120,48
2448,120,63
2449,120,75
2450,120,85
2451,120,239
2452,120,263
2453,120,459
2454,120,492
2455,120,493
2456,120,512
2457,120,525
2458,120,528
2459,120,531
2460,120,538
2461,120,557
2462,120,721
2463,120,828
2464,120,875
2465,120,929
2466,120,940
2467,120,942
2468,120,1032
2469,120,1060
2470,120,1062
2471,120,1072
2472,120,1097
2473,120,1211
2474,120,1372
2475,120,1373
2476,120,1497
2477,120,1601
2478,120,1860
2479,120,1978
2480,120,2089
2481,120,2166
2482,120,2272
2483,120,2303
2484,120,2338
2485,120,2421
2486,120,2422
2487,120,2524
2488,120,2562
2489,120,2672
2490,120,2675
2491,120,2693
2492,120,2698
2493,120,2717
2494,120,2724
2495,120,2799
2496,120,2833
2497,120,2870
2498,120,2874
2499,120,2915
2500,120,3044
2501,120,3142
2502,120,3167
2503,120,3178
2504,120,3184
2505,120,3226
2506,120,3245
2507,120,3426
2508,120,3441
2509,120,3464
2510,120,3474
2511,120,3498
2512,120,3507
2513,120,3513
2514,120,3528
2515,120,3573
2516,120,3672
2517,120,3677
2518,120,3679
2519,120,3733
2520,120,3738
2521,121,478
2522,121,608
2523,121,613
2524,121,1132
2525,121,1634
2526,121,1668
2527,121,1673
2528,121,1674
2529,121,1721
2530,121,1723
2531,121,1727
2532,121,1733
2533,121,1737
2534,121,2077
2535,121,2256
2536,121,2390
2537,121,3200
2538,121,3210
2539,121,3305
2540,121,3308
2541,121,3344
2542,121,3482
2543,121,3490
2544,121,3539
2545,121,3767
2546,122,91
2547,122,324
2548,122,439
2549,122,441
2550,122,618
2551,122,842
2552,122,897
2553,122,1122
2554,122,1335
2555,122,1691
2556,122,1746
2557,122,1804
2558,122,1821
2559,122,2095
2560,122,2238
2561,122,2274
2562,122,2283
2563,122,2414
2564,122,2511
2565,122,2662
2566,122,2695
2567,122,2733
2568,122,2777
2569,122,3005
2570,122,3089
2571,122,3196
2572,122,3515
2573,122,3523
2574,122,3674
2575,123,131
2576,123,348
2577,123,877
2578,123,885
2579,123,922
2580,123,1146
2581,123,1150
2582,123,1174
2583,123,1191
2584,123,1417
2585,123,1540
2586,123,1543
2587,123,1606
2588,123,1888
2589,123,1894
2590,123,1954
2591,123,2143
2592,123,2367
2593,123,2668
2594,123,3154
2595,123,3376
2596,123,3417
2597,123,3514
2598,123,3527
2599,123,3533
2600,123,3725
2601,124,271
2602,124,284
2603,124,1313
2604,124,1618
2605,124,1922
2606,124,2137
2607,124,2140
2608,124,2677
2609,124,2836
2610,124,2879
2611,124,3021
2612,124,3101
2613,124,3130
2614,124,3300
2615,124,3524
2616,124,3555
2617,124,3629
2618,124,3708
2619,125,193
2620,125,278
2621,125,715
2622,125,1158
2623,125,1273
2624,125,1322
2625,125,1339
2626,125,1347
2627,125,1349
2628,125,1620
2629,125,1718
2630,125,2713
2631,125,2936
2632,126,270
2633,126,318
2634,126,337
2635,126,860
2636,126,895
2637,126,2324
2638,126,2666
2639,126,3428
2640,126,3487
2641,126,3526
2642,127,313
2643,127,1254
2644,127,1362
2645,127,1796
2646,127,2025
2647,127,3100
2648,127,3328
2649,127,3709
2650,128,1578
2651,128,1842
2652,128,2009
2653,128,2244
2654,128,2361
2655,128,2792
2656,128,2969
2657,129,314
2658,129,562
2659,129,834
2660,129,2142
2661,129,2403
2662,129,3716
2663,129,3774
2664,130,606
2665,130,2818
2666,130,2988
2667,130,3765
2668,130,3771
2669,131,40
2670,131,60
2671,131,139
2672,131,160
2673,131,177
2674,131,194
2675,131,235
2676,131,377
2677,131,415
2678,131,517
2679,131,543
2680,131,576
2681,131,604
2682,131,622
2683,131,626
2684,131,643
2685,131,679
2686,131,718
2687,131,738
2688,131,768
2689,131,926
2690,131,970
2691,131,995
2692,131,999
2693,131,1037
2694,131,1067
2695,131,1304
2696,131,1380
2697,131,1409
2698,131,1448
2699,131,1463
2700,131,1488
2701,131,1521
2702,131,1542
2703,131,1645
2704,131,1699
2705,131,1748
2706,131,1770
2707,131,1853
2708,131,1903
2709,131,1945
2710,131,1997
2711,131,2000
2712,131,2050
2713,131,2078
2714,131,2104
2715,131,2126
2716,131,2145
2717,131,2233
2718,131,2251
2719,131,2354
2720,131,2372
2721,131,2451
2722,131,2457
2723,131,2516
2724,131,2522
2725,131,2609
2726,131,2622
2727,131,2671
2728,131,2689
2729,131,2783
2730,131,2841
2731,131,2883
2732,131,2928
2733,131,2983
2734,131,2995
2735,131,3008
2736,131,3013
2737,131,3031
2738,131,3035
2739,131,3036
2740,131,3040
2741,131,3052
2742,131,3053
2743,131,3072
2744,131,3091
2745,131,3212
2746,131,3231
2747,131,3260
2748,131,3261
2749,131,3306
2750,131,3372
2751,131,3446
2752,131,3449
2753,131,3459
2754,131,3476
2755,131,3477
2756,131,3478
2757,131,3545
2758,132,2
2759,132,15
2760,132,28
2761,132,116
2762,132,262
2763,132,311
2764,132,345
2765,132,427
2766,132,485
2767,132,498
2768,132,535
2769,132,624
2770,132,630
2771,132,681
2772,132,716
2773,132,800
2774,132,816
2775,132,844
2776,132,971
2777,132,975
2778,132,1093
2779,132,1157
2780,132,1165
2781,132,1201
2782,132,1292
2783,132,1415
2784,132,1429
2785,132,1431
2786,132,1440
2787,132,1489
2788,132,1593
2789,132,1616
2790,132,1626
2791,132,1650
2792,132,1742
2793,132,1764
2794,132,1811
2795,132,1824
2796,132,1832
2797,132,1845
2798,132,1849
2799,132,1851
2800,132,1859
2801,132,1998
2802,132,2154
2803,132,2165
2804,132,2209
2805,132,2215
2806,132,2217
2807,132,2292
2808,132,2373
2809,132,2398
2810,132,2434
2811,132,2514
2812,132,2646
2813,132,2665
2814,132,2791
2815,132,2865
2816,132,2978
2817,132,3011
2818,132,3026
2819,132,3075
2820,132,3230
2821,132,3234
2822,132,3294
2823,132,3422
2824,132,3434
2825,132,3471
2826,132,3485
2827,132,3506
2828,132,3530
2829,132,3531
2830,132,3638
2831,133,145
2832,133,364
2833,133,384
2834,133,398
2835,133,657
2836,133,680
2837,133,691
2838,133,1076
2839,133,1081
2840,133,1086
2841,133,1154
2842,133,1337
2843,133,1352
2844,133,1384
2845,133,1450
2846,133,1585
2847,133,1628
2848,133,1690
2849,133,1695
2850,133,1806
2851,133,1989
2852,133,2015
2853,133,2022
2854,133,2162
2855,133,2174
2856,133,2188
2857,133,2286
2858,133,2439
2859,133,2450
2860,133,2481
2861,133,2494
2862,133,2714
2863,133,2721
2864,133,2744
2865,133,2778
2866,133,2859
2867,133,2912
2868,133,2926
2869,133,3018
2870,133,3096
2871,133,3132
2872,133,3173
2873,133,3336
2874,133,3347
2875,133,3349
2876,133,3383
2877,133,3557
2878,133,3568
2879,133,3598
2880,133,3687
2881,133,3692
2882,134,56
2883,134,473
2884,134,475
2885,134,490
2886,134,501
2887,134,505
2888,134,508
2889,134,514
2890,134,520
2891,134,522
2892,134,524
2893,134,551
2894,134,660
2895,134,766
2896,134,791
2897,134,796
2898,134,803
2899,134,809
2900,134,813
2901,134,847
2902,134,866
2903,134,905
2904,134,930
2905,134,1004
2906,134,1026
2907,134,1033
2908,134,1035
2909,134,1053
2910,134,1057
2911,134,1058
2912,134,1059
2913,134,1063
2914,134,1066
2915,134,1116
2916,134,1125
2917,134,1143
2918,134,1159
2919,134,1182
2920,134,1190
2921,134,1394
2922,134,1750
2923,134,1757
2924,134,1762
2925,134,1765
2926,134,2297
2927,134,2304
2928,134,2560
2929,134,2574
2930,134,3203
2931,134,3298
2932,134,3713
2933,135,18
2934,135,53
2935,135,102
2936,135,122
2937,135,143
2938,135,169
2939,135,220
2940,135,402
2941,135,425
2942,135,573
2943,135,631
2944,135,682
2945,135,705
2946,135,713
2947,135,722
2948,135,742
2949,135,787
2950,135,795
2951,135,862
2952,135,976
2953,135,1030
2954,135,1272
2955,135,1469
2956,135,1500
2957,135,1520
2958,135,1572
2959,135,1588
2960,135,1654
2961,135,1683
2962,135,1835
2963,135,1861
2964,135,2046
2965,135,2083
2966,135,2088
2967,135,2254
2968,135,2339
2969,135,2363
2970,135,2625
2971,135,2789
2972,135,2941
2973,135,3015
2974,135,3074
2975,135,3229
2976,135,3263
2977,135,3463
2978,135,3469
2979,135,3473
2980,135,3504
2981,135,3608
2982,135,3718
2983,135,3748
2984,136,3
2985,136,43
2986,136,47
2987,136,52
2988,136,68
2989,136,95
2990,136,110
2991,136,458
2992,136,491
2993,136,499
2994,136,586
2995,136,668
2996,136,854
2997,136,933
2998,136,972
2999,136,1070
3000,136,1096
3001,136,1109
3002,136,1145
3003,136,1386
3004,136,1533
3005,136,1570
3006,136,1580
3007,136,1605
3008,136,1619
3009,136,1656
3010,136,1766
3011,136,1827
3012,136,1969
3013,136,2093
3014,136,2294
3015,136,2334
3016,136,2460
3017,136,2466
3018,136,3125
3019,136,3179
3020,136,3323
3021,136,3412
3022,136,3472
3023,136,3559
3024,136,3593
3025,136,3615
3026,136,3618
3027,136,3634
3028,136,3635
3029,136,3705
3030,136,3714
3031,136,3736
3032,136,3743
3033,136,3787
3034,137,35
3035,137,226
3036,137,322
3037,137,454
3038,137,652
3039,137,811
3040,137,1163
3041,137,1255
3042,137,1261
3043,137,1317
3044,137,1351
3045,137,1460
3046,137,1535
3047,137,1612
3048,137,1638
3049,137,1751
3050,137,1826
3051,137,1857
3052,137,1982
3053,137,1986
3054,137,1993
3055,137,2047
3056,137,2118
3057,137,2245
3058,137,2426
3059,137,2505
3060,137,2750
3061,137,2787
3062,137,2852
3063,137,2997
3064,137,3024
3065,137,3088
3066,137,3094
3067,137,3095
3068,137,3124
3069,137,3213
3070,137,3301
3071,137,3402
3072,137,3432
3073,137,3495
3074,137,3586
3075,137,3680
3076,138,113
3077,138,210
3078,138,277
3079,138,327
3080,138,372
3081,138,414
3082,138,447
3083,138,669
3084,138,678
3085,138,697
3086,138,792
3087,138,992
3088,138,1034
3089,138,1103
3090,138,1194
3091,138,1302
3092,138,1410
3093,138,1426
3094,138,1445
3095,138,1461
3096,138,1483
3097,138,1503
3098,138,1516
3099,138,1541
3100,138,1552
3101,138,1557
3102,138,1564
3103,138,1589
3104,138,1595
3105,138,1607
3106,138,1816
3107,138,1877
3108,138,1975
3109,138,2432
3110,138,2566
3111,138,2867
3112,138,3682
3113,139,45
3114,139,66
3115,139,78
3116,139,333
3117,139,429
3118,139,532
3119,139,581
3120,139,789
3121,139,802
3122,139,887
3123,139,1025
3124,139,1547
3125,139,1637
3126,139,1745
3127,139,1867
3128,139,2415
3129,139,2567
3130,139,2692
3131,139,2696
3132,139,2773
3133,139,2896
3134,139,3047
3135,139,3151
3136,139,3158
3137,139,3218
3138,139,3222
3139,139,3295
3140,139,3351
3141,139,3380
3142,139,3421
3143,139,3510
3144,139,3535
3145,139,3599
3146,139,3646
3147,139,3671
3148,139,3740
3149,140,36
3150,140,101
3151,140,215
3152,140,283
3153,140,299
3154,140,334
3155,140,382
3156,140,486
3157,140,646
3158,140,798
3159,140,826
3160,140,906
3161,140,953
3162,140,1001
3163,140,1041
3164,140,1090
3165,140,1168
3166,140,1200
3167,140,1288
3168,140,1350
3169,140,1473
3170,140,1726
3171,140,2087
3172,140,2117
3173,140,2510
3174,140,2519
3175,140,2596
3176,140,2716
3177,140,2869
3178,140,2882
3179,140,3141
3180,140,3257
3181,140,3752
3182,140,3756
3183,141,31
3184,141,172
3185,141,202
3186,141,391
3187,141,636
3188,141,712
3189,141,782
3190,141,986
3191,141,1366
3192,141,1586
3193,141,1664
3194,141,1778
3195,141,1797
3196,141,1991
3197,141,2226
3198,141,2485
3199,141,2599
3200,141,2631
3201,141,2659
3202,141,2793
3203,141,2840
3204,141,2853
3205,141,2855
3206,141,2899
3207,141,3002
3208,141,3023
3209,141,3084
3210,141,3147
3211,141,3240
3212,141,3501
3213,141,3566
3214,141,3587
3215,141,3639
3216,142,186
3217,142,572
3218,142,724
3219,142,853
3220,142,1075
3221,142,1087
3222,142,1259
3223,142,1290
3224,142,1311
3225,142,1602
3226,142,1685
3227,142,1838
3228,142,1913
3229,142,2003
3230,142,2023
3231,142,2168
3232,142,2458
3233,142,2627
3234,142,2774
3235,142,2834
3236,142,2893
3237,142,3010
3238,142,3098
3239,142,3129
3240,142,3175
3241,142,3277
3242,142,3565
3243,142,3685
3244,143,176
3245,143,297
3246,143,328
3247,143,374
3248,143,574
3249,143,623
3250,143,699
3251,143,823
3252,143,908
3253,143,1160
3254,143,1303
3255,143,1378
3256,143,1625
3257,143,1675
3258,143,1852
3259,143,1899
3260,143,1965
3261,143,2207
3262,143,2318
3263,143,2513
3264,143,2568
3265,143,2578
3266,143,2588
3267,143,2621
3268,143,2639
3269,143,2643
3270,143,2654
3271,143,2669
3272,144,32
3273,144,38
3274,144,250
3275,144,567
3276,144,730
3277,144,858
3278,144,1078
3279,144,1264
3280,144,1276
3281,144,1391
3282,144,1444
3283,144,1466
3284,144,1663
3285,144,1947
3286,144,2033
3287,144,2193
3288,144,2365
3289,144,2444
3290,144,2727
3291,144,2925
3292,144,3190
3293,144,3242
3294,144,3620
3295,144,3621
3296,144,3622
3297,144,3694
3298,144,3703
3299,145,87
3300,145,204
3301,145,208
3302,145,234
3303,145,293
3304,145,446
3305,145,1209
3306,145,1222
3307,145,1238
3308,145,1249
3309,145,1266
3310,145,1283
3311,145,1299
3312,145,1324
3313,145,1333
3314,145,1336
3315,145,1354
3316,145,2098
3317,145,2114
3318,145,2124
3319,145,2136
3320,145,2179
3321,145,2776
3322,145,3276
3323,145,3442
3324,145,3521
3325,146,282
3326,146,513
3327,146,545
3328,146,615
3329,146,797
3330,146,815
3331,146,822
3332,146,1193
3333,146,1976
3334,146,2075
3335,146,2335
3336,146,2413
3337,146,2537
3338,146,2555
3339,146,2556
3340,146,2723
3341,146,2734
3342,146,2812
3343,146,3198
3344,146,3201
3345,146,3387
3346,146,3492
3347,146,3500
3348,146,3512
3349,146,3625
3350,146,3715
3351,147,614
3352,147,750
3353,147,776
3354,147,801
3355,147,1079
3356,147,1111
3357,147,1621
3358,147,1641
3359,147,1686
3360,147,1841
3361,147,1940
3362,147,1974
3363,147,2276
3364,147,2379
3365,147,2423
3366,147,2618
3367,147,2633
3368,147,2827
3369,147,3115
3370,147,3360
3371,147,3427
3372,147,3614
3373,147,3681
3374,147,3766
3375,148,70
3376,148,503
3377,148,529
3378,148,988
3379,148,1270
3380,148,1629
3381,148,1689
3382,148,1800
3383,148,1933
3384,148,2054
3385,148,2261
3386,148,2265
3387,148,2528
3388,148,2637
3389,148,2802
3390,148,2900
3391,148,3202
3392,148,3246
3393,148,3330
3394,148,3340
3395,148,3410
3396,148,3589
3397,148,3592
3398,148,3655
3399,149,21
3400,149,42
3401,149,484
3402,149,580
3403,149,628
3404,149,638
3405,149,701
3406,149,719
3407,149,973
3408,149,1028
3409,149,1071
3410,149,1162
3411,149,1199
3412,149,1441
3413,149,1563
3414,149,1856
3415,149,1956
3416,149,3009
3417,149,3163
3418,149,3241
3419,149,3254
3420,149,3286
3421,149,3415
3422,149,3654
3423,150,69
3424,150,124
3425,150,430
3426,150,527
3427,150,744
3428,150,1136
3429,150,1228
3430,150,1332
3431,150,1735
3432,150,2180
3433,150,2420
3434,150,2628
3435,150,2873
3436,150,2973
3437,150,3046
3438,150,3108
3439,150,3191
3440,150,3350
3441,150,3466
3442,150,3619
3443,150,3627
3444,150,3648
3445,150,3790
3446,151,238
3447,151,703
3448,151,799
3449,151,910
3450,151,923
3451,151,950
3452,151,1123
3453,151,1432
3454,151,1545
3455,151,1774
3456,151,2090
3457,151,2214
3458,151,2551
3459,151,2558
3460,151,2785
3461,151,2889
3462,151,3014
3463,151,3182
3464,151,3214
3465,151,3317
3466,151,3610
3467,151,3642
3468,152,25
3469,152,39
3470,152,340
3471,152,436
3472,152,773
3473,152,939
3474,152,1176
3475,152,1635
3476,152,1865
3477,152,1868
3478,152,2223
3479,152,2435
3480,152,2619
3481,152,2650
3482,152,2657
3483,152,2916
3484,152,2967
3485,152,3020
3486,152,3057
3487,152,3251
3488,152,3751
3489,152,3783
3490,153,476
3491,153,495
3492,153,509
3493,153,519
3494,153,523
3495,153,541
3496,153,883
3497,153,932
3498,153,934
3499,153,1120
3500,153,1197
3501,153,1207
3502,153,1810
3503,153,2071
3504,153,2862
3505,153,3177
3506,153,3185
3507,153,3187
3508,153,3189
3509,153,3192
3510,153,3217
3511,153,3640
3512,154,58
3513,154,474
3514,154,482
3515,154,526
3516,154,530
3517,154,565
3518,154,611
3519,154,835
3520,154,928
3521,154,1080
3522,154,1113
3523,154,2470
3524,154,2561
3525,154,2683
3526,154,3193
3527,154,3253
3528,154,3342
3529,154,3354
3530,154,3747
3531,155,211
3532,155,373
3533,155,793
3534,155,966
3535,155,996
3536,155,1484
3537,155,1773
3538,155,2346
3539,155,2350
3540,155,2472
3541,155,2475
3542,155,2496
3543,155,2508
3544,155,2526
3545,155,2530
3546,155,2534
3547,155,2538
3548,156,62
3549,156,120
3550,156,720
3551,156,804
3552,156,1050
3553,156,1403
3554,156,1539
3555,156,1775
3556,156,1927
3557,156,1968
3558,156,1971
3559,156,2034
3560,156,2708
3561,156,2732
3562,156,3316
3563,156,3406
3564,156,3486
3565,157,346
3566,157,516
3567,157,534
3568,157,673
3569,157,924
3570,157,1061
3571,157,1662
3572,157,1869
3573,157,2048
3574,157,2629
3575,157,2635
3576,157,2897
3577,157,3255
3578,157,3479
3579,157,3540
3580,157,3649
3581,158,103
3582,158,656
3583,158,918
3584,158,1027
3585,158,1051
3586,158,1171
3587,158,1575
3588,158,1640
3589,158,2404
3590,158,2649
3591,158,2658
3592,158,2835
3593,158,2996
3594,158,3280
3595,158,3335
3596,158,3760
3597,159,37
3598,159,126
3599,159,198
3600,159,533
3601,159,1077
3602,159,1173
3603,159,1703
3604,159,1930
3605,159,2040
3606,159,2267
3607,159,2984
3608,159,3079
3609,159,3374
3610,159,3429
3611,159,3597
3612,159,3659
3613,160,351
3614,160,470
3615,160,471
3616,160,472
3617,160,494
3618,160,497
3619,160,500
3620,160,507
3621,160,518
3622,160,521
3623,160,539
3624,160,547
3625,160,1670
3626,160,3791
3627,161,672
3628,161,689
3629,161,780
3630,161,1055
3631,161,1508
3632,161,1604
3633,161,1921
3634,161,2314
3635,161,2425
3636,161,2603
3637,161,2824
3638,161,3727
3639,162,244
3640,162,253
3641,162,305
3642,162,341
3643,162,389
3644,162,899
3645,162,1367
3646,162,2121
3647,162,3139
3648,162,3753
3649,163,393
3650,163,688
3651,163,1338
3652,163,1361
3653,163,1579
3654,163,2284
3655,163,2804
3656,163,3086
3657,163,3448
3658,163,3556
3659,164,147
3660,164,317
3661,164,549
3662,164,805
3663,164,959
3664,164,1192
3665,164,1405
3666,164,1499
3667,164,2242
3668,164,2440
3669,165,339
3670,165,409
3671,165,410
3672,165,859
3673,165,1614
3674,165,2134
3675,165,2495
3676,165,2952
3677,166,1177
3678,166,2225
3679,166,2368
3680,166,3001
3681,166,3358
3682,166,3433
3683,166,3723
3684,167,312
3685,167,747
3686,167,919
3687,167,2119
3688,167,2349
3689,167,2878
3690,167,3114
3691,168,347
3692,168,2016
3693,168,2406
3694,168,2903
3695,168,3475
3696,169,73
3697,169,225
3698,169,320
3699,169,469
3700,169,564
3701,169,829
3702,169,982
3703,169,1003
3704,169,1217
3705,169,1382
3706,169,1505
3707,169,1526
3708,169,1917
3709,169,1987
3710,169,2506
3711,169,3250
3712,169,3256
3713,169,3325
3714,169,3359
3715,170,188
3716,170,443
3717,170,692
3718,170,898
3719,170,989
3720,170,1142
3721,170,1220
3722,170,2017
3723,170,2577
3724,170,2993
3725,170,3027
3726,170,3238
3727,170,3690
3728,171,338
3729,171,360
3730,171,502
3731,171,602
3732,171,889
3733,171,997
3734,171,1024
3735,171,1388
3736,171,2069
3737,171,2502
3738,171,2553
3739,172,141
3740,172,214
3741,172,442
