,Programs,Genes
5886,110,ENSG00000078114
5887,110,ENSG00000125675
5888,110,ENSG00000157103
5889,110,ENSG00000139970
5890,110,ENSG00000099204
5891,110,ENSG00000179399
5892,110,ENSG00000139793
5893,110,ENSG00000169006
5894,110,ENSG00000036530
5895,110,ENSG00000186111
5896,110,ENSG00000134716
5897,110,ENSG00000182768
5898,110,ENSG00000109339
5899,110,ENSG00000197102
5900,110,ENSG00000109107
5901,110,ENSG00000172379
5902,110,ENSG00000198053
5903,110,ENSG00000128512
5904,110,ENSG00000116667
5905,110,ENSG00000125144
5906,110,ENSG00000183580
5907,110,ENSG00000114923
5908,110,ENSG00000107890
5909,110,ENSG00000152092
5910,110,ENSG00000154917
5911,110,ENSG00000110436
5912,110,ENSG00000129158
5913,110,ENSG00000102409
5914,110,ENSG00000160460
5915,110,ENSG00000108262
5916,110,ENSG00000102466
5917,110,ENSG00000166165
5918,110,ENSG00000198668
5919,110,ENSG00000119711
5920,110,ENSG00000102109
5921,110,ENSG00000178568
5922,110,ENSG00000186310
5923,110,ENSG00000149403
5924,110,ENSG00000153904
5925,110,ENSG00000176533
5926,110,ENSG00000105662
5927,110,ENSG00000266964
5928,110,ENSG00000197442
5929,110,ENSG00000240694
5930,110,ENSG00000132024
5931,110,ENSG00000145555
5932,110,ENSG00000221890
5933,110,ENSG00000282712
5934,110,ENSG00000197694
5935,110,ENSG00000198689
5936,110,ENSG00000178878
5937,110,ENSG00000149179
5938,110,ENSG00000138814
5939,110,ENSG00000164398
5940,110,ENSG00000115306
5941,110,ENSG00000135709
5942,110,ENSG00000166848
5943,110,ENSG00000155511
5944,110,ENSG00000158828
5945,110,ENSG00000117594
5946,110,ENSG00000152556
5947,110,ENSG00000100100
5948,110,ENSG00000113645
5949,110,ENSG00000100711
5950,110,ENSG00000154188
5951,110,ENSG00000145362
5952,110,ENSG00000198929
5953,110,ENSG00000101144
5954,110,ENSG00000088543
5955,110,ENSG00000126351
5956,110,ENSG00000132640
5957,110,ENSG00000170921
5958,110,ENSG00000136143
5959,110,ENSG00000105270
5960,110,ENSG00000106780
5961,110,ENSG00000163485
5962,110,ENSG00000105784
5963,110,ENSG00000174437
5964,110,ENSG00000171603
5965,110,ENSG00000103034
5966,110,ENSG00000101400
5967,110,ENSG00000181722
5968,110,ENSG00000112294
5969,110,ENSG00000132604
5970,110,ENSG00000112186
5971,110,ENSG00000132718
5972,110,ENSG00000113595
5973,110,ENSG00000170871
5974,110,ENSG00000058866
5975,110,ENSG00000273645
5976,110,ENSG00000015676
5977,110,ENSG00000170775
5978,110,ENSG00000006128
5979,110,ENSG00000112320
5980,110,ENSG00000103528
5981,110,ENSG00000187079
5982,110,ENSG00000274958
5983,110,ENSG00000101298
5984,111,ENSG00000167106
5985,111,ENSG00000165959
5986,111,ENSG00000171466
5987,111,ENSG00000198792
5988,111,ENSG00000127481
5989,111,ENSG00000050438
5990,111,ENSG00000175115
5991,111,ENSG00000162104
5992,111,ENSG00000141664
5993,111,ENSG00000166507
5994,111,ENSG00000066427
5995,111,ENSG00000140443
5996,111,ENSG00000139718
5997,111,ENSG00000060237
5998,111,ENSG00000138686
5999,111,ENSG00000169914
6000,111,ENSG00000277222
6001,111,ENSG00000198873
6002,111,ENSG00000116138
6003,111,ENSG00000204217
6004,111,ENSG00000124788
6005,111,ENSG00000134265
6006,111,ENSG00000134899
6007,111,ENSG00000170832
6008,111,ENSG00000010818
6009,111,ENSG00000025293
6010,111,ENSG00000166326
6011,111,ENSG00000110237
6012,111,ENSG00000196498
6013,111,ENSG00000085733
6014,111,ENSG00000158158
6015,111,ENSG00000076356
6016,111,ENSG00000187239
6017,111,ENSG00000068305
6018,111,ENSG00000101350
6019,111,ENSG00000173889
6020,111,ENSG00000144036
6021,111,ENSG00000065970
6022,111,ENSG00000115839
6023,111,ENSG00000099991
6024,111,ENSG00000089057
6025,111,ENSG00000145819
6026,112,ENSG00000005810
6027,112,ENSG00000278728
6028,112,ENSG00000164050
6029,112,ENSG00000149308
6030,112,ENSG00000129250
6031,112,ENSG00000157500
6032,112,ENSG00000196218
6033,112,ENSG00000108239
6034,112,ENSG00000282725
6035,112,ENSG00000076685
6036,112,ENSG00000143409
6037,112,ENSG00000172346
6038,112,ENSG00000126351
6039,112,ENSG00000123560
6040,112,ENSG00000163346
6041,112,ENSG00000146122
6042,112,ENSG00000152284
6043,112,ENSG00000150593
6044,112,ENSG00000091513
6045,112,ENSG00000107864
6046,112,ENSG00000107829
6047,112,ENSG00000157216
6048,112,ENSG00000167995
6049,112,ENSG00000158987
6050,112,ENSG00000109436
6051,112,ENSG00000105808
6052,112,ENSG00000101049
6053,112,ENSG00000126822
6054,112,ENSG00000148832
6055,112,ENSG00000104205
6056,112,ENSG00000135968
6057,112,ENSG00000079819
6058,112,ENSG00000148219
6059,112,ENSG00000112561
6060,112,ENSG00000109501
6061,112,ENSG00000198753
6062,112,ENSG00000171206
6063,112,ENSG00000120029
6064,112,ENSG00000107331
6065,112,ENSG00000154822
6066,112,ENSG00000150764
6067,112,ENSG00000133069
6068,112,ENSG00000047056
6069,112,ENSG00000163625
6070,112,ENSG00000173599
6071,112,ENSG00000101665
6072,112,ENSG00000074964
6073,112,ENSG00000014919
6074,112,ENSG00000137269
6075,112,ENSG00000273761
6076,112,ENSG00000198964
6077,112,ENSG00000067836
6078,112,ENSG00000146021
6079,112,ENSG00000124374
6080,112,ENSG00000172731
6081,112,ENSG00000183864
6082,112,ENSG00000114745
6083,112,ENSG00000141469
6084,112,ENSG00000155287
6085,112,ENSG00000136960
6086,112,ENSG00000142784
6087,112,ENSG00000273993
6088,112,ENSG00000112406
6089,112,ENSG00000173482
6090,112,ENSG00000278220
6091,112,ENSG00000143603
6092,112,ENSG00000076321
6093,112,ENSG00000189319
6094,113,ENSG00000171105
6095,113,ENSG00000139574
6096,113,ENSG00000179965
6097,113,ENSG00000083097
6098,113,ENSG00000127511
6099,113,ENSG00000137817
6100,113,ENSG00000077522
6101,113,ENSG00000136002
6102,113,ENSG00000185386
6103,113,ENSG00000184205
6104,113,ENSG00000159256
6105,113,ENSG00000107404
6106,113,ENSG00000160953
6107,113,ENSG00000139625
6108,113,ENSG00000140398
6109,113,ENSG00000010322
6110,113,ENSG00000167978
6111,113,ENSG00000101216
6112,113,ENSG00000130881
6113,113,ENSG00000083838
6114,113,ENSG00000185070
6115,113,ENSG00000130764
6116,113,ENSG00000137802
6117,113,ENSG00000143847
6118,113,ENSG00000160226
6119,113,ENSG00000116337
6120,113,ENSG00000076555
6121,113,ENSG00000225553
6122,113,ENSG00000142453
6123,113,ENSG00000169733
6124,113,ENSG00000146021
6125,113,ENSG00000178950
6126,113,ENSG00000070444
6127,113,ENSG00000103249
6128,113,ENSG00000281766
6129,113,ENSG00000198089
6130,113,ENSG00000142655
6131,113,ENSG00000122515
6132,113,ENSG00000076108
6133,113,ENSG00000127527
6134,113,ENSG00000102921
6135,113,ENSG00000005206
6136,113,ENSG00000114770
6137,113,ENSG00000109063
6138,113,ENSG00000105373
6139,113,ENSG00000100034
6140,113,ENSG00000184056
6141,113,ENSG00000007047
6142,113,ENSG00000167685
6143,114,ENSG00000110046
6144,114,ENSG00000006831
6145,114,ENSG00000167522
6146,114,ENSG00000113657
6147,114,ENSG00000151914
6148,114,ENSG00000167986
6149,114,ENSG00000126777
6150,114,ENSG00000102401
6151,114,ENSG00000186716
6152,114,ENSG00000060237
6153,114,ENSG00000204842
6154,114,ENSG00000179295
6155,114,ENSG00000140396
6156,114,ENSG00000082641
6157,114,ENSG00000171475
6158,114,ENSG00000182923
6159,114,ENSG00000160058
6160,114,ENSG00000110911
6161,114,ENSG00000164402
6162,114,ENSG00000167110
6163,114,ENSG00000180901
6164,114,ENSG00000198925
6165,114,ENSG00000075539
6166,114,ENSG00000124209
6167,114,ENSG00000100380
6168,114,ENSG00000206560
6169,114,ENSG00000126705
6170,114,ENSG00000137502
6171,114,ENSG00000107186
6172,114,ENSG00000180667
6173,114,ENSG00000170242
6174,114,ENSG00000135631
6175,114,ENSG00000135720
6176,115,ENSG00000176697
6177,115,ENSG00000198648
6178,115,ENSG00000113161
6179,115,ENSG00000074603
6180,115,ENSG00000116106
6181,115,ENSG00000143499
6182,115,ENSG00000120875
6183,115,ENSG00000169764
6184,115,ENSG00000078269
6185,115,ENSG00000165887
6186,115,ENSG00000083067
6187,115,ENSG00000118432
6188,115,ENSG00000143776
6189,115,ENSG00000172318
6190,115,ENSG00000110888
6191,115,ENSG00000151835
6192,115,ENSG00000117069
6193,115,ENSG00000152413
6194,115,ENSG00000157542
6195,115,ENSG00000168785
6196,115,ENSG00000100490
6197,115,ENSG00000211448
6198,116,ENSG00000091664
6199,116,ENSG00000197959
6200,116,ENSG00000183715
6201,116,ENSG00000185046
6202,116,ENSG00000005249
6203,116,ENSG00000130147
6204,116,ENSG00000169955
6205,116,ENSG00000130222
6206,116,ENSG00000241697
6207,116,ENSG00000146006
6208,116,ENSG00000277443
6209,116,ENSG00000171033
6210,116,ENSG00000149294
6211,116,ENSG00000179915
6212,116,ENSG00000126861
6213,116,ENSG00000137941
6214,116,ENSG00000100433
6215,116,ENSG00000078295
6216,116,ENSG00000137203
6217,116,ENSG00000171786
6218,116,ENSG00000104643
6219,116,ENSG00000173898
6220,116,ENSG00000162630
6221,116,ENSG00000101445
6222,116,ENSG00000011332
6223,116,ENSG00000147488
6224,116,ENSG00000169306
6225,116,ENSG00000151320
6226,116,ENSG00000164512
6227,116,ENSG00000120251
6228,116,ENSG00000163539
6229,116,ENSG00000184144
6230,116,ENSG00000133878
6231,116,ENSG00000126500
6232,116,ENSG00000151240
6233,116,ENSG00000109956
6234,116,ENSG00000105880
6235,116,ENSG00000164116
6236,116,ENSG00000136999
6237,116,ENSG00000133169
6238,116,ENSG00000154277
6239,116,ENSG00000169271
6240,116,ENSG00000128045
6241,116,ENSG00000176788
6242,116,ENSG00000112290
6243,116,ENSG00000182568
6244,116,ENSG00000137094
6245,116,ENSG00000198597
6246,116,ENSG00000127955
6247,116,ENSG00000184828
6248,116,ENSG00000130675
6249,116,ENSG00000085511
6250,116,ENSG00000105610
6251,116,ENSG00000015592
6252,116,ENSG00000197971
6253,116,ENSG00000213190
6254,116,ENSG00000110367
6255,116,ENSG00000104435
6256,116,ENSG00000136267
6257,116,ENSG00000196405
6258,116,ENSG00000170396
6259,117,ENSG00000115648
6260,117,ENSG00000163932
6261,117,ENSG00000149798
6262,117,ENSG00000185532
6263,117,ENSG00000196187
6264,117,ENSG00000102287
6265,117,ENSG00000176658
6266,117,ENSG00000164442
6267,117,ENSG00000198246
6268,117,ENSG00000187764
6269,117,ENSG00000138772
6270,117,ENSG00000123358
6271,117,ENSG00000198523
6272,117,ENSG00000101695
6273,117,ENSG00000012171
6274,117,ENSG00000197321
6275,117,ENSG00000125740
6276,117,ENSG00000075223
6277,117,ENSG00000242247
6278,117,ENSG00000150867
6279,117,ENSG00000138759
6280,117,ENSG00000162804
6281,117,ENSG00000095383
6282,117,ENSG00000171840
6283,117,ENSG00000157978
6284,117,ENSG00000153012
6285,117,ENSG00000140284
6286,117,ENSG00000099282
6287,117,ENSG00000282046
6288,117,ENSG00000070759
6289,117,ENSG00000101958
6290,117,ENSG00000178773
6291,117,ENSG00000119986
6292,117,ENSG00000136068
6293,117,ENSG00000171243
6294,117,ENSG00000127324
6295,117,ENSG00000198909
6296,117,ENSG00000128645
6297,117,ENSG00000136826
6298,117,ENSG00000167642
6299,117,ENSG00000136960
6300,117,ENSG00000179388
6301,117,ENSG00000079337
6302,117,ENSG00000081479
6303,117,ENSG00000169562
6304,117,ENSG00000157557
6305,118,ENSG00000116030
6306,118,ENSG00000196465
6307,118,ENSG00000115944
6308,118,ENSG00000143420
6309,118,ENSG00000172465
6310,118,ENSG00000122873
6311,118,ENSG00000104231
6312,118,ENSG00000086967
6313,118,ENSG00000028839
6314,118,ENSG00000107262
6315,118,ENSG00000166136
6316,118,ENSG00000152465
6317,118,ENSG00000116161
6318,118,ENSG00000198728
6319,118,ENSG00000148090
6320,118,ENSG00000266412
6321,118,ENSG00000148450
6322,118,ENSG00000127884
6323,118,ENSG00000173726
6324,118,ENSG00000128654
6325,118,ENSG00000067064
6326,118,ENSG00000187522
6327,118,ENSG00000166394
6328,118,ENSG00000196372
6329,118,ENSG00000131100
6330,118,ENSG00000123562
6331,118,ENSG00000014641
6332,118,ENSG00000131507
6333,118,ENSG00000161281
6334,118,ENSG00000136754
6335,118,ENSG00000130770
6336,118,ENSG00000170017
6337,118,ENSG00000070501
6338,118,ENSG00000136003
6339,119,ENSG00000197217
6340,119,ENSG00000135049
6341,119,ENSG00000065802
6342,119,ENSG00000104723
6343,119,ENSG00000123684
6344,119,ENSG00000188613
6345,119,ENSG00000147650
6346,119,ENSG00000164933
6347,119,ENSG00000009307
6348,119,ENSG00000154639
6349,119,ENSG00000105929
6350,119,ENSG00000075391
6351,119,ENSG00000172059
6352,119,ENSG00000145632
6353,119,ENSG00000085377
6354,120,ENSG00000141646
6355,120,ENSG00000163686
6356,120,ENSG00000123416
6357,120,ENSG00000106355
6358,120,ENSG00000187778
6359,120,ENSG00000187840
6360,120,ENSG00000140365
6361,120,ENSG00000132612
6362,120,ENSG00000172732
6363,120,ENSG00000175356
6364,120,ENSG00000166133
6365,120,ENSG00000108622
6366,120,ENSG00000150753
6367,120,ENSG00000107874
6368,120,ENSG00000147123
6369,120,ENSG00000133027
6370,120,ENSG00000116191
6371,120,ENSG00000144848
6372,120,ENSG00000108654
6373,120,ENSG00000136243
6374,120,ENSG00000042753
6375,120,ENSG00000114251
6376,120,ENSG00000087302
6377,120,ENSG00000165283
6378,120,ENSG00000178896
6379,120,ENSG00000144524
6380,120,ENSG00000140988
6381,120,ENSG00000099821
6382,120,ENSG00000149313
6383,120,ENSG00000106268
6384,120,ENSG00000149923
6385,120,ENSG00000086232
6386,120,ENSG00000119718
6387,120,ENSG00000196793
6388,120,ENSG00000256525
6389,120,ENSG00000196378
6390,120,ENSG00000184281
6391,120,ENSG00000068028
6392,120,ENSG00000021574
6393,120,ENSG00000076242
6394,120,ENSG00000137563
6395,120,ENSG00000071794
6396,120,ENSG00000106367
6397,120,ENSG00000119640
6398,120,ENSG00000275618
6399,120,ENSG00000104960
6400,120,ENSG00000165689
6401,120,ENSG00000101940
6402,120,ENSG00000134815
6403,120,ENSG00000176973
6404,120,ENSG00000280831
6405,120,ENSG00000161956
6406,120,ENSG00000115758
6407,120,ENSG00000130255
6408,120,ENSG00000117632
6409,120,ENSG00000100319
6410,120,ENSG00000011376
6411,120,ENSG00000121481
6412,120,ENSG00000135097
6413,120,ENSG00000076604
6414,120,ENSG00000175029
6415,120,ENSG00000127837
6416,120,ENSG00000028839
6417,120,ENSG00000104408
6418,120,ENSG00000105968
6419,120,ENSG00000137207
6420,120,ENSG00000146701
6421,120,ENSG00000183431
6422,120,ENSG00000179262
6423,120,ENSG00000066422
6424,120,ENSG00000242028
6425,120,ENSG00000196449
6426,120,ENSG00000162882
6427,120,ENSG00000187531
6428,120,ENSG00000132600
6429,120,ENSG00000117395
6430,120,ENSG00000128309
6431,120,ENSG00000221983
6432,120,ENSG00000140612
6433,120,ENSG00000124733
6434,120,ENSG00000115211
6435,120,ENSG00000139343
6436,120,ENSG00000064995
6437,120,ENSG00000175792
6438,120,ENSG00000086475
6439,120,ENSG00000107164
6440,120,ENSG00000128283
6441,120,ENSG00000100804
6442,120,ENSG00000108384
6443,120,ENSG00000187742
6444,120,ENSG00000132475
6445,120,ENSG00000103275
6446,120,ENSG00000144366
6447,120,ENSG00000135905
6448,120,ENSG00000182512
6449,120,ENSG00000131477
6450,120,ENSG00000117569
6451,120,ENSG00000081721
6452,120,ENSG00000167460
6453,120,ENSG00000125450
6454,120,ENSG00000010244
6455,120,ENSG00000163064
6456,120,ENSG00000136930
6457,120,ENSG00000168393
6458,120,ENSG00000274081
6459,120,ENSG00000205309
6460,120,ENSG00000124641
6461,120,ENSG00000167699
6462,120,ENSG00000100142
6463,120,ENSG00000125845
6464,120,ENSG00000136108
6465,120,ENSG00000125835
6466,120,ENSG00000124562
6467,120,ENSG00000082482
6468,120,ENSG00000074582
6469,120,ENSG00000178307
6470,120,ENSG00000188486
6471,120,ENSG00000063176
6472,120,ENSG00000275713
6473,120,ENSG00000170891
6474,120,ENSG00000161016
6475,120,ENSG00000148824
6476,120,ENSG00000124356
6477,120,ENSG00000089225
6478,120,ENSG00000043514
6479,120,ENSG00000126768
6480,120,ENSG00000167526
6481,120,ENSG00000115816
6482,120,ENSG00000125352
6483,120,ENSG00000074266
6484,120,ENSG00000162627
6485,120,ENSG00000114520
6486,120,ENSG00000168286
6487,120,ENSG00000101888
6488,120,ENSG00000205581
6489,120,ENSG00000137513
6490,120,ENSG00000235986
6491,120,ENSG00000100348
6492,120,ENSG00000213281
6493,120,ENSG00000130713
6494,120,ENSG00000131931
6495,120,ENSG00000170836
6496,120,ENSG00000025770
6497,120,ENSG00000130810
6498,120,ENSG00000120742
6499,120,ENSG00000170035
6500,120,ENSG00000173917
6501,120,ENSG00000197756
6502,120,ENSG00000148229
6503,120,ENSG00000171953
6504,120,ENSG00000239900
6505,120,ENSG00000110880
6506,120,ENSG00000128513
6507,120,ENSG00000114391
6508,120,ENSG00000011260
6509,120,ENSG00000196262
6510,120,ENSG00000066583
6511,120,ENSG00000131153
6512,120,ENSG00000073711
6513,120,ENSG00000126457
6514,120,ENSG00000157020
6515,120,ENSG00000080345
6516,120,ENSG00000159792
6517,120,ENSG00000101266
6518,120,ENSG00000116649
6519,120,ENSG00000164032
6520,120,ENSG00000141562
6521,120,ENSG00000123352
6522,120,ENSG00000239306
6523,120,ENSG00000103260
6524,120,ENSG00000096080
6525,120,ENSG00000154845
6526,120,ENSG00000180953
6527,120,ENSG00000163950
6528,120,ENSG00000143756
6529,120,ENSG00000278843
6530,120,ENSG00000236649
6531,120,ENSG00000167397
6532,120,ENSG00000102931
6533,120,ENSG00000105698
6534,120,ENSG00000125848
6535,120,ENSG00000092094
6536,120,ENSG00000176102
6537,120,ENSG00000248487
6538,120,ENSG00000101442
6539,120,ENSG00000169242
6540,120,ENSG00000198912
6541,120,ENSG00000099901
6542,120,ENSG00000116030
6543,120,ENSG00000144120
6544,120,ENSG00000136490
6545,120,ENSG00000278053
6546,120,ENSG00000130348
6547,120,ENSG00000023734
6548,120,ENSG00000280987
6549,120,ENSG00000171703
6550,120,ENSG00000139546
6551,120,ENSG00000116161
6552,120,ENSG00000010539
6553,120,ENSG00000116001
6554,120,ENSG00000116171
6555,120,ENSG00000158792
6556,120,ENSG00000189369
6557,120,ENSG00000153487
6558,120,ENSG00000181218
6559,120,ENSG00000182054
6560,120,ENSG00000147439
6561,120,ENSG00000112062
6562,120,ENSG00000144021
6563,120,ENSG00000125877
6564,120,ENSG00000117500
6565,120,ENSG00000042088
6566,120,ENSG00000178694
6567,120,ENSG00000068438
6568,120,ENSG00000162998
6569,120,ENSG00000106554
6570,120,ENSG00000064989
6571,120,ENSG00000162694
6572,120,ENSG00000277443
6573,120,ENSG00000070010
6574,120,ENSG00000151657
6575,120,ENSG00000102218
6576,120,ENSG00000174780
6577,120,ENSG00000184990
6578,120,ENSG00000276340
6579,120,ENSG00000150776
6580,120,ENSG00000025796
6581,120,ENSG00000134013
6582,120,ENSG00000273802
6583,120,ENSG00000185246
6584,120,ENSG00000185917
6585,120,ENSG00000067064
6586,120,ENSG00000187522
6587,120,ENSG00000136940
6588,120,ENSG00000169946
6589,120,ENSG00000049541
6590,120,ENSG00000170296
6591,120,ENSG00000198830
6592,120,ENSG00000105472
6593,120,ENSG00000189403
6594,120,ENSG00000214026
6595,120,ENSG00000116455
6596,120,ENSG00000133740
6597,120,ENSG00000170631
6598,120,ENSG00000160948
6599,120,ENSG00000136866
6600,120,ENSG00000189298
6601,120,ENSG00000170142
6602,120,ENSG00000131188
6603,120,ENSG00000104147
6604,120,ENSG00000119953
6605,120,ENSG00000162851
6606,120,ENSG00000163918
6607,120,ENSG00000004142
6608,120,ENSG00000164109
6609,120,ENSG00000196470
6610,120,ENSG00000072134
6611,120,ENSG00000122705
6612,120,ENSG00000163684
6613,120,ENSG00000183665
6614,120,ENSG00000129484
6615,120,ENSG00000132664
6616,120,ENSG00000160113
6617,120,ENSG00000177519
6618,120,ENSG00000110060
6619,120,ENSG00000112592
6620,120,ENSG00000072609
6621,120,ENSG00000087206
6622,120,ENSG00000160050
6623,120,ENSG00000165804
6624,120,ENSG00000104964
6625,120,ENSG00000168283
6626,120,ENSG00000101146
6627,120,ENSG00000120253
6628,120,ENSG00000144736
6629,120,ENSG00000104915
6630,120,ENSG00000136536
6631,120,ENSG00000126858
6632,120,ENSG00000136425
6633,120,ENSG00000119041
6634,120,ENSG00000262473
6635,120,ENSG00000132423
6636,120,ENSG00000228716
6637,120,ENSG00000134758
6638,120,ENSG00000118939
6639,120,ENSG00000160688
6640,120,ENSG00000140995
6641,120,ENSG00000025156
6642,120,ENSG00000135698
6643,120,ENSG00000122565
6644,120,ENSG00000278644
6645,120,ENSG00000107159
6646,120,ENSG00000138303
6647,120,ENSG00000087274
6648,120,ENSG00000165409
6649,120,ENSG00000188295
6650,120,ENSG00000160199
6651,120,ENSG00000182004
6652,120,ENSG00000273494
6653,120,ENSG00000184481
6654,120,ENSG00000132388
6655,120,ENSG00000126814
6656,120,ENSG00000137478
6657,120,ENSG00000197563
6658,120,ENSG00000100092
6659,120,ENSG00000113575
6660,120,ENSG00000171206
6661,120,ENSG00000172663
6662,120,ENSG00000075975
6663,120,ENSG00000108406
6664,120,ENSG00000014641
6665,120,ENSG00000147654
6666,120,ENSG00000031823
6667,120,ENSG00000131165
6668,120,ENSG00000139187
6669,120,ENSG00000196652
6670,120,ENSG00000167562
6671,120,ENSG00000132300
6672,120,ENSG00000142507
6673,120,ENSG00000177054
6674,120,ENSG00000116525
6675,120,ENSG00000233564
6676,120,ENSG00000161980
6677,120,ENSG00000141543
6678,120,ENSG00000156253
6679,120,ENSG00000000457
6680,120,ENSG00000105993
6681,120,ENSG00000204604
6682,120,ENSG00000116922
6683,120,ENSG00000164754
6684,120,ENSG00000128951
6685,120,ENSG00000143258
6686,120,ENSG00000100461
6687,120,ENSG00000136144
6688,120,ENSG00000163041
6689,120,ENSG00000138050
6690,120,ENSG00000121067
6691,120,ENSG00000115525
6692,120,ENSG00000100417
6693,120,ENSG00000129195
6694,120,ENSG00000107672
6695,120,ENSG00000158796
6696,120,ENSG00000132669
6697,120,ENSG00000105248
6698,120,ENSG00000164466
6699,120,ENSG00000135446
6700,120,ENSG00000170802
6701,120,ENSG00000132341
6702,120,ENSG00000163629
6703,120,ENSG00000118513
6704,120,ENSG00000143621
6705,120,ENSG00000132507
6706,121,ENSG00000122592
6707,121,ENSG00000197576
6708,121,ENSG00000152402
6709,121,ENSG00000091428
6710,121,ENSG00000180818
6711,121,ENSG00000079462
6712,121,ENSG00000167244
6713,121,ENSG00000114480
6714,121,ENSG00000172795
6715,121,ENSG00000189159
6716,121,ENSG00000204178
6717,121,ENSG00000115844
6718,121,ENSG00000112029
6719,121,ENSG00000133107
6720,121,ENSG00000122026
6721,121,ENSG00000175356
6722,121,ENSG00000128713
6723,121,ENSG00000120332
6724,121,ENSG00000196208
6725,121,ENSG00000132330
6726,121,ENSG00000133216
6727,121,ENSG00000170396
6728,121,ENSG00000171617
6729,121,ENSG00000258947
6730,121,ENSG00000025156
6731,121,ENSG00000077616
6732,121,ENSG00000114405
6733,121,ENSG00000006283
6734,121,ENSG00000091972
6735,121,ENSG00000196247
6736,121,ENSG00000066382
6737,121,ENSG00000144642
6738,121,ENSG00000081181
6739,121,ENSG00000160199
6740,121,ENSG00000116191
6741,121,ENSG00000169297
6742,121,ENSG00000124019
6743,121,ENSG00000106537
6744,121,ENSG00000090097
6745,121,ENSG00000106462
6746,121,ENSG00000008516
6747,121,ENSG00000136104
6748,121,ENSG00000136243
6749,121,ENSG00000197965
6750,121,ENSG00000162062
6751,121,ENSG00000123307
6752,121,ENSG00000134594
6753,121,ENSG00000136108
6754,121,ENSG00000153094
6755,121,ENSG00000077080
6756,121,ENSG00000102098
6757,121,ENSG00000159251
6758,121,ENSG00000113739
6759,121,ENSG00000185305
6760,121,ENSG00000282972
6761,121,ENSG00000088305
6762,121,ENSG00000170891
6763,121,ENSG00000282947
6764,121,ENSG00000152503
6765,121,ENSG00000115963
6766,121,ENSG00000196418
6767,121,ENSG00000269699
6768,121,ENSG00000091664
6769,121,ENSG00000182379
6770,121,ENSG00000162998
6771,121,ENSG00000186522
6772,121,ENSG00000273707
6773,121,ENSG00000144834
6774,121,ENSG00000166407
6775,121,ENSG00000274290
6776,121,ENSG00000021574
6777,121,ENSG00000143494
6778,121,ENSG00000157404
6779,121,ENSG00000163788
6780,121,ENSG00000108960
6781,121,ENSG00000115290
6782,121,ENSG00000158887
6783,121,ENSG00000080644
6784,121,ENSG00000139352
6785,121,ENSG00000196812
6786,121,ENSG00000118004
6787,121,ENSG00000070087
6788,121,ENSG00000115758
6789,121,ENSG00000112238
6790,121,ENSG00000102996
6791,121,ENSG00000143256
6792,121,ENSG00000117632
6793,121,ENSG00000065717
6794,121,ENSG00000105996
6795,121,ENSG00000127152
6796,121,ENSG00000180660
6797,121,ENSG00000198039
6798,121,ENSG00000185697
6799,121,ENSG00000184897
6800,121,ENSG00000136161
6801,121,ENSG00000177551
6802,121,ENSG00000197121
6803,121,ENSG00000096654
6804,121,ENSG00000077092
6805,121,ENSG00000028839
6806,121,ENSG00000123388
6807,121,ENSG00000013297
6808,121,ENSG00000213160
6809,121,ENSG00000123364
6810,121,ENSG00000253293
6811,121,ENSG00000136352
6812,121,ENSG00000162032
6813,121,ENSG00000221946
6814,121,ENSG00000124194
6815,121,ENSG00000169951
6816,121,ENSG00000197757
6817,121,ENSG00000078399
6818,121,ENSG00000173404
6819,121,ENSG00000137094
6820,121,ENSG00000128710
6821,121,ENSG00000066583
6822,121,ENSG00000073711
6823,122,ENSG00000178562
6824,122,ENSG00000138623
6825,122,ENSG00000275365
6826,122,ENSG00000160207
6827,122,ENSG00000158125
6828,122,ENSG00000163600
6829,122,ENSG00000117281
6830,122,ENSG00000160013
6831,122,ENSG00000186810
6832,122,ENSG00000005961
6833,122,ENSG00000153283
6834,122,ENSG00000170956
6835,122,ENSG00000034971
6836,122,ENSG00000143365
6837,122,ENSG00000163347
6838,122,ENSG00000160867
6839,122,ENSG00000069812
6840,122,ENSG00000277893
6841,122,ENSG00000110665
6842,122,ENSG00000135902
6843,122,ENSG00000171903
6844,122,ENSG00000103313
6845,122,ENSG00000140961
6846,122,ENSG00000258839
6847,122,ENSG00000171596
6848,122,ENSG00000163599
6849,122,ENSG00000091831
6850,122,ENSG00000197406
6851,122,ENSG00000162676
6852,122,ENSG00000158486
6853,122,ENSG00000110944
6854,122,ENSG00000135312
6855,122,ENSG00000084110
6856,122,ENSG00000084734
6857,122,ENSG00000172345
6858,122,ENSG00000100092
6859,122,ENSG00000082482
6860,122,ENSG00000182054
6861,122,ENSG00000092067
6862,122,ENSG00000139193
6863,122,ENSG00000124813
6864,122,ENSG00000125746
6865,122,ENSG00000197471
6866,122,ENSG00000176919
6867,122,ENSG00000170190
6868,122,ENSG00000096996
6869,122,ENSG00000277804
6870,122,ENSG00000196431
6871,122,ENSG00000122224
6872,122,ENSG00000198807
6873,122,ENSG00000089225
6874,122,ENSG00000197540
6875,122,ENSG00000161405
6876,122,ENSG00000090512
6877,122,ENSG00000141506
6878,122,ENSG00000184058
6879,122,ENSG00000168229
6880,122,ENSG00000117090
6881,122,ENSG00000121060
6882,122,ENSG00000125780
6883,122,ENSG00000176678
6884,122,ENSG00000138675
