,Programs,Genes
2792,60,ENSG00000081377
2793,60,ENSG00000184635
2794,60,ENSG00000111785
2795,60,ENSG00000039123
2796,60,ENSG00000133226
2797,60,ENSG00000081019
2798,60,ENSG00000121957
2799,60,ENSG00000170396
2800,60,ENSG00000153922
2801,60,ENSG00000100603
2802,60,ENSG00000137040
2803,60,ENSG00000118922
2804,60,ENSG00000095015
2805,60,ENSG00000165409
2806,60,ENSG00000094914
2807,60,ENSG00000070371
2808,60,ENSG00000122257
2809,60,ENSG00000168256
2810,60,ENSG00000147231
2811,60,ENSG00000198799
2812,60,ENSG00000149136
2813,60,ENSG00000083093
2814,60,ENSG00000166164
2815,60,ENSG00000162702
2816,60,ENSG00000157212
2817,60,ENSG00000110092
2818,60,ENSG00000143368
2819,60,ENSG00000120948
2820,60,ENSG00000140750
2821,60,ENSG00000177732
2822,60,ENSG00000136891
2823,60,ENSG00000163781
2824,60,ENSG00000084463
2825,60,ENSG00000101337
2826,60,ENSG00000113300
2827,60,ENSG00000173473
2828,60,ENSG00000089041
2829,60,ENSG00000134900
2830,60,ENSG00000166206
2831,60,ENSG00000165219
2832,60,ENSG00000101126
2833,60,ENSG00000074657
2834,60,ENSG00000108389
2835,60,ENSG00000119335
2836,60,ENSG00000136870
2837,60,ENSG00000132155
2838,60,ENSG00000183337
2839,60,ENSG00000144791
2840,60,ENSG00000154001
2841,60,ENSG00000135945
2842,60,ENSG00000119547
2843,60,ENSG00000143799
2844,60,ENSG00000147140
2845,60,ENSG00000104312
2846,60,ENSG00000129351
2847,60,ENSG00000146963
2848,60,ENSG00000171456
2849,60,ENSG00000162337
2850,60,ENSG00000011304
2851,60,ENSG00000169398
2852,60,ENSG00000169062
2853,60,ENSG00000145216
2854,60,ENSG00000104299
2855,60,ENSG00000090447
2856,60,ENSG00000143033
2857,60,ENSG00000130559
2858,60,ENSG00000163939
2859,60,ENSG00000143815
2860,60,ENSG00000086061
2861,60,ENSG00000178921
2862,60,ENSG00000119401
2863,60,ENSG00000172262
2864,60,ENSG00000265241
2865,60,ENSG00000121774
2866,60,ENSG00000196455
2867,60,ENSG00000114739
2868,60,ENSG00000085872
2869,60,ENSG00000105229
2870,60,ENSG00000170802
2871,60,ENSG00000124766
2872,60,ENSG00000051341
2873,60,ENSG00000168137
2874,60,ENSG00000099995
2875,60,ENSG00000177733
2876,60,ENSG00000037637
2877,60,ENSG00000012983
2878,60,ENSG00000108175
2879,60,ENSG00000099284
2880,60,ENSG00000121989
2881,60,ENSG00000063978
2882,60,ENSG00000102738
2883,60,ENSG00000134532
2884,61,ENSG00000138081
2885,61,ENSG00000114107
2886,61,ENSG00000145833
2887,61,ENSG00000114796
2888,61,ENSG00000137075
2889,61,ENSG00000256525
2890,61,ENSG00000103479
2891,61,ENSG00000102081
2892,61,ENSG00000213160
2893,61,ENSG00000043514
2894,61,ENSG00000008294
2895,61,ENSG00000196730
2896,61,ENSG00000104313
2897,61,ENSG00000159023
2898,61,ENSG00000278494
2899,61,ENSG00000078403
2900,61,ENSG00000179455
2901,61,ENSG00000174738
2902,61,ENSG00000147862
2903,61,ENSG00000117569
2904,61,ENSG00000132680
2905,61,ENSG00000276111
2906,61,ENSG00000142794
2907,61,ENSG00000164754
2908,61,ENSG00000196428
2909,61,ENSG00000053254
2910,61,ENSG00000133706
2911,61,ENSG00000118412
2912,61,ENSG00000185630
2913,61,ENSG00000100784
2914,61,ENSG00000145439
2915,61,ENSG00000168795
2916,61,ENSG00000134376
2917,61,ENSG00000174891
2918,61,ENSG00000049246
2919,61,ENSG00000039319
2920,61,ENSG00000115109
2921,61,ENSG00000276725
2922,61,ENSG00000138386
2923,61,ENSG00000132549
2924,61,ENSG00000115808
2925,61,ENSG00000081019
2926,61,ENSG00000143390
2927,61,ENSG00000196268
2928,62,ENSG00000205927
2929,62,ENSG00000133985
2930,62,ENSG00000106018
2931,62,ENSG00000091428
2932,62,ENSG00000163686
2933,62,ENSG00000103460
2934,62,ENSG00000196591
2935,62,ENSG00000090932
2936,62,ENSG00000061938
2937,62,ENSG00000172795
2938,62,ENSG00000175130
2939,62,ENSG00000115896
2940,62,ENSG00000135547
2941,62,ENSG00000171492
2942,62,ENSG00000175206
2943,62,ENSG00000152208
2944,62,ENSG00000204178
2945,62,ENSG00000182670
2946,62,ENSG00000080166
2947,62,ENSG00000176293
2948,62,ENSG00000116852
2949,62,ENSG00000112029
2950,62,ENSG00000171316
2951,62,ENSG00000213809
2952,62,ENSG00000196208
2953,62,ENSG00000176204
2954,62,ENSG00000082701
2955,62,ENSG00000213923
2956,62,ENSG00000227051
2957,62,ENSG00000121957
2958,62,ENSG00000170396
2959,62,ENSG00000171617
2960,62,ENSG00000276876
2961,62,ENSG00000185046
2962,62,ENSG00000112144
2963,62,ENSG00000006283
2964,62,ENSG00000095015
2965,62,ENSG00000154928
2966,62,ENSG00000107874
2967,62,ENSG00000196247
2968,62,ENSG00000075461
2969,62,ENSG00000146197
2970,62,ENSG00000169297
2971,62,ENSG00000106537
2972,62,ENSG00000090097
2973,62,ENSG00000157680
2974,62,ENSG00000166164
2975,62,ENSG00000118816
2976,62,ENSG00000136108
2977,62,ENSG00000153253
2978,62,ENSG00000077080
2979,62,ENSG00000156395
2980,62,ENSG00000072163
2981,62,ENSG00000198597
2982,62,ENSG00000163362
2983,62,ENSG00000166292
2984,62,ENSG00000137571
2985,62,ENSG00000116035
2986,62,ENSG00000205810
2987,62,ENSG00000152503
2988,62,ENSG00000170873
2989,62,ENSG00000100271
2990,62,ENSG00000089041
2991,62,ENSG00000091664
2992,62,ENSG00000254585
2993,62,ENSG00000273707
2994,62,ENSG00000131094
2995,62,ENSG00000277443
2996,62,ENSG00000137726
2997,62,ENSG00000128652
2998,62,ENSG00000168214
2999,62,ENSG00000011677
3000,62,ENSG00000151892
3001,62,ENSG00000132692
3002,62,ENSG00000114631
3003,62,ENSG00000157404
3004,62,ENSG00000163788
3005,62,ENSG00000189283
3006,62,ENSG00000104341
3007,62,ENSG00000164604
3008,62,ENSG00000134775
3009,62,ENSG00000078018
3010,62,ENSG00000115290
3011,62,ENSG00000106688
3012,62,ENSG00000176887
3013,62,ENSG00000104313
3014,62,ENSG00000159921
3015,62,ENSG00000100842
3016,62,ENSG00000127252
3017,62,ENSG00000009413
3018,62,ENSG00000104299
3019,62,ENSG00000168772
3020,62,ENSG00000123933
3021,62,ENSG00000113758
3022,62,ENSG00000139352
3023,62,ENSG00000196812
3024,62,ENSG00000005108
3025,62,ENSG00000065361
3026,62,ENSG00000130675
3027,62,ENSG00000130338
3028,62,ENSG00000104435
3029,62,ENSG00000102996
3030,62,ENSG00000165879
3031,62,ENSG00000198039
3032,62,ENSG00000171462
3033,62,ENSG00000184897
3034,62,ENSG00000185697
3035,62,ENSG00000183715
3036,62,ENSG00000130147
3037,62,ENSG00000130222
3038,62,ENSG00000018189
3039,62,ENSG00000077279
3040,62,ENSG00000169122
3041,62,ENSG00000155849
3042,62,ENSG00000072832
3043,62,ENSG00000123388
3044,62,ENSG00000137203
3045,62,ENSG00000095739
3046,62,ENSG00000151640
3047,62,ENSG00000123364
3048,62,ENSG00000253293
3049,62,ENSG00000077097
3050,62,ENSG00000122966
3051,62,ENSG00000151490
3052,62,ENSG00000282956
3053,62,ENSG00000174607
3054,62,ENSG00000100918
3055,62,ENSG00000124766
3056,62,ENSG00000154975
3057,62,ENSG00000125820
3058,62,ENSG00000173404
3059,62,ENSG00000182568
3060,62,ENSG00000137094
3061,62,ENSG00000103056
3062,62,ENSG00000075340
3063,62,ENSG00000140543
3064,62,ENSG00000122756
3065,62,ENSG00000221914
3066,62,ENSG00000085511
3067,62,ENSG00000138764
3068,62,ENSG00000114019
3069,62,ENSG00000165495
3070,62,ENSG00000125249
3071,62,ENSG00000170017
3072,62,ENSG00000196405
3073,62,ENSG00000100027
3074,63,ENSG00000025156
3075,63,ENSG00000162998
3076,63,ENSG00000064989
3077,63,ENSG00000277443
3078,63,ENSG00000165409
3079,63,ENSG00000278053
3080,63,ENSG00000116191
3081,63,ENSG00000021574
3082,63,ENSG00000110756
3083,63,ENSG00000130348
3084,63,ENSG00000025796
3085,63,ENSG00000132669
3086,63,ENSG00000135905
3087,63,ENSG00000114251
3088,63,ENSG00000101888
3089,63,ENSG00000163629
3090,63,ENSG00000066583
3091,63,ENSG00000175356
3092,63,ENSG00000136144
3093,63,ENSG00000117500
3094,63,ENSG00000073711
3095,64,ENSG00000134744
3096,64,ENSG00000163516
3097,64,ENSG00000109046
3098,64,ENSG00000147162
3099,64,ENSG00000135164
3100,64,ENSG00000071246
3101,64,ENSG00000112739
3102,64,ENSG00000131051
3103,64,ENSG00000112200
3104,64,ENSG00000123636
3105,64,ENSG00000103168
3106,64,ENSG00000167766
3107,64,ENSG00000140983
3108,64,ENSG00000111880
3109,64,ENSG00000135945
3110,64,ENSG00000137845
3111,64,ENSG00000213865
3112,64,ENSG00000002016
3113,64,ENSG00000099331
3114,64,ENSG00000082258
3115,64,ENSG00000109920
3116,64,ENSG00000108443
3117,64,ENSG00000185246
3118,64,ENSG00000152926
3119,64,ENSG00000099622
3120,64,ENSG00000138468
3121,64,ENSG00000013441
3122,64,ENSG00000137504
3123,64,ENSG00000204519
3124,64,ENSG00000165494
3125,64,ENSG00000114857
3126,64,ENSG00000100592
3127,64,ENSG00000104517
3128,64,ENSG00000008311
3129,64,ENSG00000064692
3130,65,ENSG00000147162
3131,65,ENSG00000118922
3132,65,ENSG00000083097
3133,65,ENSG00000146006
3134,65,ENSG00000197329
3135,65,ENSG00000007392
3136,65,ENSG00000129292
3137,65,ENSG00000050405
3138,65,ENSG00000148516
3139,65,ENSG00000197857
3140,65,ENSG00000102606
3141,65,ENSG00000198466
3142,65,ENSG00000139636
3143,65,ENSG00000102786
3144,65,ENSG00000113240
3145,65,ENSG00000136098
3146,65,ENSG00000120251
3147,65,ENSG00000110092
3148,65,ENSG00000009413
3149,65,ENSG00000083642
3150,65,ENSG00000275837
3151,65,ENSG00000213020
3152,65,ENSG00000165819
3153,65,ENSG00000171988
3154,65,ENSG00000163697
3155,65,ENSG00000156103
3156,65,ENSG00000003756
3157,65,ENSG00000100095
3158,66,ENSG00000183542
3159,66,ENSG00000035862
3160,66,ENSG00000136261
3161,66,ENSG00000139289
3162,66,ENSG00000060718
3163,66,ENSG00000273707
3164,66,ENSG00000064787
3165,66,ENSG00000072786
3166,66,ENSG00000173786
3167,66,ENSG00000168256
3168,66,ENSG00000050405
3169,66,ENSG00000189058
3170,66,ENSG00000071991
3171,66,ENSG00000136859
3172,66,ENSG00000071054
3173,66,ENSG00000131773
3174,66,ENSG00000168268
3175,66,ENSG00000198598
3176,66,ENSG00000136205
3177,66,ENSG00000087303
3178,66,ENSG00000121775
3179,66,ENSG00000128567
3180,66,ENSG00000141582
3181,66,ENSG00000119396
3182,66,ENSG00000095319
3183,66,ENSG00000135905
3184,66,ENSG00000110092
3185,66,ENSG00000134853
3186,66,ENSG00000151849
3187,66,ENSG00000105647
3188,66,ENSG00000075618
3189,66,ENSG00000281300
3190,66,ENSG00000168495
3191,66,ENSG00000010810
3192,66,ENSG00000275837
3193,66,ENSG00000136938
3194,66,ENSG00000065978
3195,66,ENSG00000104969
3196,66,ENSG00000107807
3197,66,ENSG00000100225
3198,66,ENSG00000152953
3199,67,ENSG00000110911
3200,67,ENSG00000196263
3201,67,ENSG00000137502
3202,67,ENSG00000173905
3203,67,ENSG00000151914
3204,67,ENSG00000107186
3205,67,ENSG00000111785
3206,67,ENSG00000180667
3207,67,ENSG00000140396
3208,67,ENSG00000205726
3209,67,ENSG00000075539
3210,68,ENSG00000137478
3211,68,ENSG00000086475
3212,68,ENSG00000278644
3213,68,ENSG00000177519
3214,68,ENSG00000170296
3215,68,ENSG00000100348
3216,68,ENSG00000184481
3217,68,ENSG00000138303
3218,68,ENSG00000171953
3219,68,ENSG00000107874
3220,68,ENSG00000160050
3221,68,ENSG00000274081
3222,68,ENSG00000171206
3223,68,ENSG00000163686
3224,68,ENSG00000175029
3225,68,ENSG00000176973
3226,69,ENSG00000205927
3227,69,ENSG00000152092
3228,69,ENSG00000115266
3229,69,ENSG00000071655
3230,69,ENSG00000112531
3231,69,ENSG00000095015
3232,69,ENSG00000198700
3233,69,ENSG00000118946
3234,69,ENSG00000180891
3235,69,ENSG00000075461
3236,69,ENSG00000148516
3237,69,ENSG00000169760
3238,69,ENSG00000132692
3239,69,ENSG00000112902
3240,69,ENSG00000166341
3241,69,ENSG00000136451
3242,69,ENSG00000196628
3243,69,ENSG00000099804
3244,69,ENSG00000153904
3245,69,ENSG00000149136
3246,69,ENSG00000234078
3247,69,ENSG00000166164
3248,69,ENSG00000116747
3249,69,ENSG00000171492
3250,69,ENSG00000130714
3251,69,ENSG00000006468
3252,69,ENSG00000140262
3253,69,ENSG00000071564
3254,69,ENSG00000118971
3255,69,ENSG00000139352
3256,69,ENSG00000074964
3257,69,ENSG00000167695
3258,69,ENSG00000114646
3259,69,ENSG00000134824
3260,69,ENSG00000148400
3261,69,ENSG00000139910
3262,69,ENSG00000005206
3263,69,ENSG00000181449
3264,69,ENSG00000214022
3265,69,ENSG00000165821
3266,69,ENSG00000156858
3267,69,ENSG00000173546
3268,70,ENSG00000153822
3269,70,ENSG00000127241
3270,70,ENSG00000159423
3271,70,ENSG00000183255
3272,70,ENSG00000079215
3273,70,ENSG00000164292
3274,70,ENSG00000135916
3275,70,ENSG00000018625
3276,70,ENSG00000163346
3277,70,ENSG00000146828
3278,70,ENSG00000168710
3279,70,ENSG00000137710
3280,70,ENSG00000103710
3281,70,ENSG00000100427
3282,70,ENSG00000240583
3283,70,ENSG00000106025
3284,70,ENSG00000175970
3285,70,ENSG00000136160
3286,70,ENSG00000140391
3287,70,ENSG00000143772
3288,70,ENSG00000134769
3289,70,ENSG00000147100
3290,70,ENSG00000134824
3291,70,ENSG00000276887
3292,70,ENSG00000056972
3293,70,ENSG00000100439
3294,70,ENSG00000197496
3295,70,ENSG00000116745
3296,70,ENSG00000162734
3297,70,ENSG00000155189
3298,71,ENSG00000163406
3299,71,ENSG00000159423
3300,71,ENSG00000147027
3301,71,ENSG00000112530
3302,71,ENSG00000159461
3303,71,ENSG00000163346
3304,71,ENSG00000197208
3305,71,ENSG00000185432
3306,71,ENSG00000092969
3307,71,ENSG00000196091
3308,71,ENSG00000168710
3309,71,ENSG00000175348
3310,71,ENSG00000170525
3311,71,ENSG00000123094
3312,71,ENSG00000004776
3313,71,ENSG00000164039
3314,71,ENSG00000152661
3315,71,ENSG00000164010
3316,71,ENSG00000152137
3317,71,ENSG00000101439
3318,71,ENSG00000100427
3319,71,ENSG00000155324
3320,71,ENSG00000144908
3321,71,ENSG00000143772
3322,71,ENSG00000134769
3323,71,ENSG00000159176
3324,71,ENSG00000164877
3325,71,ENSG00000064886
3326,71,ENSG00000123096
3327,71,ENSG00000143149
3328,71,ENSG00000100228
3329,71,ENSG00000080493
3330,71,ENSG00000105559
3331,71,ENSG00000114698
3332,71,ENSG00000129151
3333,72,ENSG00000148660
3334,72,ENSG00000100711
3335,72,ENSG00000101577
3336,72,ENSG00000165092
3337,72,ENSG00000066027
3338,72,ENSG00000102547
3339,72,ENSG00000143457
3340,72,ENSG00000163624
3341,72,ENSG00000143318
3342,72,ENSG00000025423
3343,72,ENSG00000072858
3344,72,ENSG00000091137
3345,72,ENSG00000139531
3346,72,ENSG00000167434
3347,72,ENSG00000143514
3348,72,ENSG00000112425
3349,72,ENSG00000112782
3350,72,ENSG00000068976
3351,72,ENSG00000133943
3352,72,ENSG00000115112
3353,72,ENSG00000068831
3354,72,ENSG00000101400
3355,72,ENSG00000196091
3356,72,ENSG00000062096
3357,72,ENSG00000137936
3358,72,ENSG00000127220
3359,72,ENSG00000168710
3360,72,ENSG00000144677
3361,72,ENSG00000173208
3362,72,ENSG00000196730
3363,72,ENSG00000069702
3364,72,ENSG00000113594
3365,72,ENSG00000078114
3366,72,ENSG00000152661
3367,72,ENSG00000174628
3368,72,ENSG00000171759
3369,72,ENSG00000206190
3370,72,ENSG00000048540
3371,72,ENSG00000135968
3372,72,ENSG00000172575
3373,72,ENSG00000196586
3374,72,ENSG00000127329
3375,72,ENSG00000211455
3376,72,ENSG00000169006
3377,72,ENSG00000064042
3378,72,ENSG00000151012
3379,72,ENSG00000151623
3380,72,ENSG00000144908
3381,72,ENSG00000126016
3382,72,ENSG00000080709
3383,72,ENSG00000135912
3384,72,ENSG00000007372
3385,72,ENSG00000133731
3386,72,ENSG00000160183
3387,72,ENSG00000196482
3388,72,ENSG00000114805
3389,72,ENSG00000132825
3390,72,ENSG00000170370
3391,72,ENSG00000186153
3392,72,ENSG00000119737
3393,72,ENSG00000128311
3394,72,ENSG00000105855
3395,72,ENSG00000115840
3396,72,ENSG00000141469
3397,72,ENSG00000186815
3398,72,ENSG00000068078
3399,72,ENSG00000148700
3400,72,ENSG00000132326
3401,72,ENSG00000108231
3402,72,ENSG00000155324
3403,72,ENSG00000166405
3404,73,ENSG00000136161
3405,73,ENSG00000117115
3406,73,ENSG00000172201
3407,73,ENSG00000167720
3408,73,ENSG00000022267
3409,73,ENSG00000113916
3410,73,ENSG00000106012
3411,73,ENSG00000105499
3412,73,ENSG00000129116
3413,73,ENSG00000034677
3414,73,ENSG00000174628
3415,73,ENSG00000136044
3416,73,ENSG00000137710
3417,73,ENSG00000175745
3418,73,ENSG00000109846
3419,73,ENSG00000164904
3420,73,ENSG00000213398
3421,73,ENSG00000108830
3422,73,ENSG00000122042
3423,73,ENSG00000169862
3424,73,ENSG00000124615
3425,73,ENSG00000113140
3426,73,ENSG00000107551
3427,73,ENSG00000120885
3428,74,ENSG00000083123
3429,74,ENSG00000036549
3430,74,ENSG00000115998
3431,74,ENSG00000281818
3432,74,ENSG00000254685
3433,74,ENSG00000198130
3434,74,ENSG00000154710
3435,74,ENSG00000089335
3436,74,ENSG00000166471
3437,74,ENSG00000138587
3438,74,ENSG00000103351
3439,74,ENSG00000143337
3440,74,ENSG00000137070
3441,74,ENSG00000176714
3442,74,ENSG00000185432
3443,74,ENSG00000112146
3444,74,ENSG00000138685
3445,74,ENSG00000138036
3446,74,ENSG00000197375
3447,74,ENSG00000197557
3448,74,ENSG00000114904
3449,74,ENSG00000236287
3450,74,ENSG00000126947
3451,74,ENSG00000069702
3452,74,ENSG00000102038
3453,74,ENSG00000171100
3454,74,ENSG00000032742
3455,74,ENSG00000166821
3456,74,ENSG00000123600
3457,74,ENSG00000102893
3458,74,ENSG00000168679
3459,74,ENSG00000187240
3460,74,ENSG00000260916
3461,74,ENSG00000116266
3462,74,ENSG00000111554
3463,74,ENSG00000120925
3464,74,ENSG00000182134
3465,74,ENSG00000163818
3466,74,ENSG00000136197
3467,74,ENSG00000001631
3468,74,ENSG00000157869
3469,74,ENSG00000141385
3470,74,ENSG00000066926
3471,74,ENSG00000197429
3472,74,ENSG00000118418
3473,74,ENSG00000151116
3474,74,ENSG00000145020
3475,74,ENSG00000144451
3476,74,ENSG00000146802
3477,74,ENSG00000114698
3478,74,ENSG00000135775
3479,74,ENSG00000035115
3480,74,ENSG00000137414
3481,74,ENSG00000004866
3482,75,ENSG00000165675
3483,75,ENSG00000158201
3484,75,ENSG00000162998
3485,75,ENSG00000111801
3486,75,ENSG00000171503
3487,75,ENSG00000154059
3488,75,ENSG00000116191
3489,75,ENSG00000069431
3490,75,ENSG00000110756
3491,75,ENSG00000130348
3492,75,ENSG00000006652
3493,75,ENSG00000078549
3494,75,ENSG00000101670
3495,75,ENSG00000114251
3496,75,ENSG00000106052
3497,75,ENSG00000163629
3498,75,ENSG00000066583
3499,75,ENSG00000113658
3500,75,ENSG00000133104
3501,75,ENSG00000116044
3502,75,ENSG00000005020
3503,76,ENSG00000003989
3504,76,ENSG00000137098
3505,76,ENSG00000106554
3506,76,ENSG00000122783
3507,76,ENSG00000159713
3508,76,ENSG00000163521
3509,76,ENSG00000129214
3510,76,ENSG00000129654
3511,76,ENSG00000198431
3512,76,ENSG00000160190
3513,76,ENSG00000187091
3514,76,ENSG00000130948
3515,76,ENSG00000135272
3516,76,ENSG00000171174
3517,76,ENSG00000118307
3518,76,ENSG00000004468
3519,76,ENSG00000103599
3520,76,ENSG00000129295
3521,76,ENSG00000175279
3522,76,ENSG00000025772
3523,76,ENSG00000064199
3524,76,ENSG00000110723
3525,76,ENSG00000118997
3526,76,ENSG00000138823
3527,76,ENSG00000147400
3528,76,ENSG00000120915
3529,76,ENSG00000197557
3530,76,ENSG00000008226
3531,76,ENSG00000167315
3532,76,ENSG00000186115
3533,76,ENSG00000106636
3534,76,ENSG00000092850
3535,76,ENSG00000115339
3536,76,ENSG00000092621
3537,76,ENSG00000163879
3538,76,ENSG00000102904
3539,76,ENSG00000060642
3540,76,ENSG00000123496
3541,76,ENSG00000047578
3542,76,ENSG00000283022
3543,76,ENSG00000136197
3544,76,ENSG00000204852
3545,76,ENSG00000010626
3546,76,ENSG00000109944
3547,76,ENSG00000149050
3548,76,ENSG00000198088
3549,76,ENSG00000004838
3550,76,ENSG00000160345
3551,76,ENSG00000177963
3552,76,ENSG00000106992
3553,76,ENSG00000197565
3554,76,ENSG00000106290
3555,76,ENSG00000106829
3556,76,ENSG00000149292
3557,76,ENSG00000118271
3558,76,ENSG00000106244
3559,76,ENSG00000274829
3560,77,ENSG00000173706
3561,77,ENSG00000101577
3562,77,ENSG00000110046
3563,77,ENSG00000165092
3564,77,ENSG00000167522
3565,77,ENSG00000151914
3566,77,ENSG00000136643
3567,77,ENSG00000186716
3568,77,ENSG00000059145
3569,77,ENSG00000173905
3570,77,ENSG00000062096
3571,77,ENSG00000196730
3572,77,ENSG00000171475
3573,77,ENSG00000160058
3574,77,ENSG00000110911
3575,77,ENSG00000080802
3576,77,ENSG00000110721
3577,77,ENSG00000167110
3578,77,ENSG00000169062
3579,77,ENSG00000205726
3580,77,ENSG00000135912
3581,77,ENSG00000206560
3582,77,ENSG00000126705
3583,77,ENSG00000063176
3584,77,ENSG00000137502
3585,77,ENSG00000111785
3586,77,ENSG00000107186
3587,77,ENSG00000180667
3588,77,ENSG00000163110
3589,77,ENSG00000162434
3590,77,ENSG00000170242
3591,77,ENSG00000132326
3592,78,ENSG00000162998
3593,78,ENSG00000164050
3594,78,ENSG00000144909
3595,78,ENSG00000143409
3596,78,ENSG00000172346
3597,78,ENSG00000150540
3598,78,ENSG00000282725
3599,78,ENSG00000132906
3600,78,ENSG00000277443
3601,78,ENSG00000126351
3602,78,ENSG00000148053
3603,78,ENSG00000278053
3604,78,ENSG00000004468
3605,78,ENSG00000110025
3606,78,ENSG00000163346
3607,78,ENSG00000116191
3608,78,ENSG00000150593
3609,78,ENSG00000132669
3610,78,ENSG00000135299
3611,78,ENSG00000178764
3612,78,ENSG00000101049
3613,78,ENSG00000183943
3614,78,ENSG00000109846
3615,78,ENSG00000111962
3616,78,ENSG00000112561
3617,78,ENSG00000243244
3618,78,ENSG00000114251
3619,78,ENSG00000198753
3620,78,ENSG00000163629
3621,78,ENSG00000014919
3622,78,ENSG00000173599
3623,78,ENSG00000165966
3624,78,ENSG00000074964
3625,78,ENSG00000066583
3626,78,ENSG00000108370
3627,78,ENSG00000067836
3628,78,ENSG00000006611
3629,78,ENSG00000138379
3630,78,ENSG00000119950
3631,78,ENSG00000183864
3632,78,ENSG00000114745
3633,78,ENSG00000141469
3634,78,ENSG00000148700
3635,78,ENSG00000001084
3636,79,ENSG00000123106
3637,79,ENSG00000263238
3638,79,ENSG00000150540
3639,79,ENSG00000112530
3640,79,ENSG00000115267
3641,79,ENSG00000052126
3642,79,ENSG00000181656
3643,79,ENSG00000185437
3644,79,ENSG00000283530
3645,79,ENSG00000132141
3646,79,ENSG00000102935
3647,79,ENSG00000106823
3648,79,ENSG00000198947
3649,79,ENSG00000156006
3650,79,ENSG00000172469
3651,79,ENSG00000117758
3652,79,ENSG00000119900
3653,79,ENSG00000129596
3654,79,ENSG00000113594
3655,79,ENSG00000082996
3656,79,ENSG00000106392
3657,79,ENSG00000001561
3658,79,ENSG00000136040
3659,79,ENSG00000173926
3660,79,ENSG00000168906
3661,79,ENSG00000164342
3662,79,ENSG00000112210
3663,79,ENSG00000137965
3664,79,ENSG00000099260
3665,79,ENSG00000115750
3666,79,ENSG00000119922
3667,79,ENSG00000165322
3668,79,ENSG00000138646
3669,79,ENSG00000072210
3670,79,ENSG00000131171
3671,79,ENSG00000134324
3672,79,ENSG00000152137
3673,80,ENSG00000145703
3674,80,ENSG00000103091
3675,80,ENSG00000137959
3676,80,ENSG00000137601
3677,80,ENSG00000115526
3678,80,ENSG00000138696
3679,80,ENSG00000119638
3680,80,ENSG00000196767
3681,80,ENSG00000138376
3682,80,ENSG00000146648
3683,80,ENSG00000262655
3684,80,ENSG00000169083
3685,80,ENSG00000105186
3686,80,ENSG00000067208
3687,80,ENSG00000135912
3688,80,ENSG00000104447
3689,80,ENSG00000007372
3690,80,ENSG00000173230
3691,80,ENSG00000161509
3692,80,ENSG00000042445
3693,80,ENSG00000132326
3694,80,ENSG00000113580
3695,80,ENSG00000138642
3696,81,ENSG00000055955
3697,81,ENSG00000109046
3698,81,ENSG00000136161
3699,81,ENSG00000172530
3700,81,ENSG00000114107
3701,81,ENSG00000005889
3702,81,ENSG00000063127
3703,81,ENSG00000283448
3704,81,ENSG00000196247
3705,81,ENSG00000103479
3706,81,ENSG00000079335
3707,81,ENSG00000008294
3708,81,ENSG00000101751
3709,81,ENSG00000196730
3710,81,ENSG00000256223
3711,81,ENSG00000108443
3712,81,ENSG00000198887
3713,81,ENSG00000205560
3714,81,ENSG00000163794
3715,81,ENSG00000276111
3716,81,ENSG00000080298
3717,81,ENSG00000152926
3718,81,ENSG00000133706
3719,81,ENSG00000196428
3720,81,ENSG00000053254
3721,81,ENSG00000180182
3722,81,ENSG00000166801
3723,81,ENSG00000185630
3724,81,ENSG00000132781
3725,81,ENSG00000145439
3726,81,ENSG00000174891
3727,81,ENSG00000100592
3728,81,ENSG00000064692
3729,81,ENSG00000096872
3730,82,ENSG00000146425
3731,82,ENSG00000088298
3732,82,ENSG00000116209
3733,82,ENSG00000116815
3734,82,ENSG00000111229
3735,82,ENSG00000241553
3736,82,ENSG00000198898
3737,82,ENSG00000127125
3738,82,ENSG00000058799
3739,82,ENSG00000108788
3740,82,ENSG00000198001
3741,82,ENSG00000105755
3742,82,ENSG00000123353
3743,82,ENSG00000167553
3744,82,ENSG00000198189
3745,82,ENSG00000196154
3746,82,ENSG00000129083
3747,82,ENSG00000129187
3748,82,ENSG00000169439
3749,82,ENSG00000159110
3750,82,ENSG00000105612
3751,82,ENSG00000117448
3752,82,ENSG00000247596
3753,82,ENSG00000137714
3754,82,ENSG00000139974
3755,82,ENSG00000155393
3756,82,ENSG00000143183
3757,82,ENSG00000118508
3758,82,ENSG00000135404
3759,82,ENSG00000143549
3760,82,ENSG00000106211
3761,82,ENSG00000197448
3762,82,ENSG00000106638
3763,82,ENSG00000175606
3764,82,ENSG00000117592
3765,82,ENSG00000140264
3766,82,ENSG00000116473
3767,82,ENSG00000133639
3768,82,ENSG00000134851
3769,82,ENSG00000086598
3770,82,ENSG00000144591
3771,82,ENSG00000114395
3772,82,ENSG00000161057
3773,82,ENSG00000081087
3774,82,ENSG00000104904
3775,82,ENSG00000011198
3776,82,ENSG00000128791
3777,82,ENSG00000157191
3778,82,ENSG00000005059
3779,82,ENSG00000005243
3780,82,ENSG00000102144
3781,82,ENSG00000172340
3782,82,ENSG00000233276
3783,82,ENSG00000197956
3784,82,ENSG00000166333
3785,82,ENSG00000092841
3786,82,ENSG00000162704
3787,82,ENSG00000069943
3788,83,ENSG00000126088
3789,83,ENSG00000108064
3790,83,ENSG00000159231
